Key,English,German
PROPQUEST_REQUESTBOX_INC_010004,You haven't finished the task yet.,Du hast die Aufgabe noch nicht abgeschlossen.
PROPQUEST_REQUESTBOX_INC_010005,Mutated Aibatts,Mutierte Aibatts
PROPQUEST_REQUESTBOX_INC_010006,Tina has reported a new kind of Masquerpet called Zendros. Please could you kill 15 of them?,Tina hat von einer neuen Art Monster namens Zendros berichtet. Könntest du bitte 15 von ihnen töten?
PROPQUEST_REQUESTBOX_INC_010007,You can find Zendros flying between Flaris and Saint morning continents.,Du findest Zendros fliegend zwischen den Kontinenten Flaris und Saint Morning.
PROPQUEST_REQUESTBOX_INC_010008,Dragonflies,Libellen
PROPQUEST_REQUESTBOX_INC_010009,Tina asked for help with reducing the Neparuba population as they're causing problems with transport. Could you kill 15 of them?,"Tina bat um Hilfe bei der Reduzierung der Neparuba-Population, da sie Transportprobleme verursacht. Könntest du 15 von ihnen töten?"
PROPQUEST_REQUESTBOX_INC_010010,You can find Neparuba flying between Flaris and Saint morning continents.,Du findest Neparuba fliegend zwischen den Kontinenten Flaris und Saint Morning.
PROPQUEST_REQUESTBOX_INC_010011,Flybrigen Brigade,Flybrigen Brigade
PROPQUEST_REQUESTBOX_INC_010012,Tina asked for help with reducing the Flybrigen population as they're causing problems with transport. Could you kill 15 of them?,"Tina bat um Hilfe bei der Reduzierung der Flybrigen-Population, da sie Transportprobleme verursachen. Könntest du 15 von ihnen töten?"
PROPQUEST_REQUESTBOX_INC_010013,You can find Flybrigen flying between Saint Morning and Garden of Rhisis continents.,Die Flybrigen fliegen zwischen den Kontinenten Saint Morning und Garden of Rhisis.
PROPQUEST_REQUESTBOX_INC_010014,Moth Infestation (2),Mottenbefall (2)
PROPQUEST_REQUESTBOX_INC_010015,Tina is asking for further help regarding the Mothbee infestation. Could you get rid of the Lord Mothbee?,Tina is asking for further help regarding the Mothbee infestation. Could you get rid of the Lord Mothbee?
PROPQUEST_REQUESTBOX_INC_010016,You can find the Lord Mothbee flying inbetween Northern Saint City & Flaris.,You can find the Lord Mothbee flying inbetween Northern Saint City & Flaris.
PROPQUEST_REQUESTBOX_INC_010017,Mutated Aibatts (2),Mutierte Aibatts (2)
PROPQUEST_REQUESTBOX_INC_010018,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?
PROPQUEST_REQUESTBOX_INC_010019,You can find the Lord Zendros flying between Flaris and Saint morning continents.,You can find the Lord Zendros flying between Flaris and Saint morning continents.
PROPQUEST_REQUESTBOX_INC_010020,Dragonflies (2),Libellen (2)
PROPQUEST_REQUESTBOX_INC_010021,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?
PROPQUEST_REQUESTBOX_INC_010022,You can find the Lord Neparuba flying between Flaris and Saint morning continents.,You can find the Lord Neparuba flying between Flaris and Saint morning continents.
PROPQUEST_REQUESTBOX_INC_010023,Flybrigen Brigade (2),Flybrigen-Brigade (2)
PROPQUEST_REQUESTBOX_INC_010024,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?
PROPQUEST_REQUESTBOX_INC_010025,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.
PROPQUEST_REQUESTBOX_INC_010026,Flying Circus,Fliegender Zirkus
PROPQUEST_REQUESTBOX_INC_010027,Dior asked for help with reducing the Rockepeller population as they're causing problems with transport between Darkon & Flaris. Could you kill 15 of them?,"Dior hat um Hilfe bei der Reduzierung der Rockepeller-Population gebeten, da sie Probleme beim Transport zwischen Darkon und Flaris verursachen. Könntest du 15 von ihnen töten?"
PROPQUEST_REQUESTBOX_INC_010028,You can find Rockepeller flying between Flaris and Darkon continents.,Rockepeller fliegen zwischen den Kontinenten Flaris und Darkon.
PROPQUEST_REQUESTBOX_INC_010029,Zenma Hunting,Zenma-Jagd
PROPQUEST_REQUESTBOX_INC_010030,Almani asked for help with reducing the Zenma population as they're causing problems with forestation in Gouthan Mountains. Could you kill 15 of them?,"Almani bat um Hilfe bei der Reduzierung der Zenma-Population, da sie Probleme mit der Aufforstung im Gouthan-Gebirge verursachen. Kannst du 15 von ihnen töten?"
PROPQUEST_REQUESTBOX_INC_010031,You can find Zenma flying above Gouthan Mountains.,Zenma ist über dem Gouthan-Gebirge zu finden.
PROPQUEST_REQUESTBOX_INC_010032,"Hey look, a flying rat!","Hey, schaut mal, eine fliegende Ratte!"
PROPQUEST_REQUESTBOX_INC_010033,"Almani asked for Longwings to be exterminated, as they have been attacking civilians. Could you kill 15 of them?","Almani forderte die Ausrottung der Longwings, da sie Zivilisten angreifen. Kannst du 15 von ihnen töten?"
PROPQUEST_REQUESTBOX_INC_010034,You can find Longwings flying South-East of the Clockworks Cage in the mountains.,Sie finden Longwings südöstlich des Clockworks Cage in den Bergen.
PROPQUEST_REQUESTBOX_INC_010035,Baby Meteonyker,Baby Meteonyker
PROPQUEST_REQUESTBOX_INC_010036,"Almani asked for Fafnirs to be exterminated, before they grow into Dragons! Please could you kill 15 of them?","Almani hat darum gebeten, die Fafnirs auszurotten, bevor sie zu Drachen werden! Kannst du bitte 15 von ihnen töten?"
PROPQUEST_REQUESTBOX_INC_010037,"You can find Fafnirs flying near the Volcano in Darkon 3, Brekin.","Du kannst Fafnirs in der Nähe des Vulkans in Darkon 3, Brekin, finden."
PROPQUEST_REQUESTBOX_INC_010038,Prehistoric Birds,Prähistorische Vögel
PROPQUEST_REQUESTBOX_INC_010039,Almani asked for Gorrudas to be exterminated. They are an imminent threat! Please could you kill 15 of them?,Almani forderte die Ausrottung der Gorrudas. Sie sind eine unmittelbare Bedrohung! Kannst du bitte 15 von ihnen töten?
PROPQUEST_REQUESTBOX_INC_010040,"You can find Gorrudas flying West of the Deadwallderness, over the mountains.",Die Gorrudas fliegen westlich der toten Wüste über den Bergen.
PROPQUEST_REQUESTBOX_INC_010041,Flying Circus (2),Fliegender Zirkus (2)
PROPQUEST_REQUESTBOX_INC_010042,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?
PROPQUEST_REQUESTBOX_INC_010043,You can find the Lord Rockepeller flying between Flaris and Darkon continents.,You can find the Lord Rockepeller flying between Flaris and Darkon continents.
PROPQUEST_REQUESTBOX_INC_010044,"Hey look, a flying rat! (2)","Hey, schaut mal, eine fliegende Ratte! (2)"
PROPQUEST_REQUESTBOX_INC_010045,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?
PROPQUEST_REQUESTBOX_INC_010046,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.
PROPQUEST_REQUESTBOX_INC_010047,Baby Meteonyker (2),Baby Meteonyker (2)
PROPQUEST_REQUESTBOX_INC_010048,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?
PROPQUEST_REQUESTBOX_INC_010049,"You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin.","You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin."
PROPQUEST_REQUESTBOX_INC_010050,Prehistoric Birds (2),Prähistorische Vögel (2)
PROPQUEST_REQUESTBOX_INC_010051,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?
PROPQUEST_REQUESTBOX_INC_010052,"You can find the $QUEST_END_KILL_NAME$ flying West of the Deadwallderness, over the mountains.",$QUEST_END_KILL_NAME$ fliegt westlich der toten Wüste über den Bergen.
PROPQUEST_REQUESTBOX_INC_010053,Zenma Hunting (2),Zenma-Jagd (2)
PROPQUEST_REQUESTBOX_INC_010054,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?
PROPQUEST_REQUESTBOX_INC_010055,You can find the Lord Zenma flying above Gouthan Mountains.,You can find the Lord Zenma flying above Gouthan Mountains.
PROPQUEST_REQUESTBOX_INC_020000,You can get $QUEST_END_ITEM_NAME$ from any type of Chimeradon.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Chimeradon erhalten.
PROPQUEST_REQUESTBOX_INC_020001,You can get $QUEST_END_ITEM_NAME$ from any type of Bearnerky.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Bearnerky erhalten.
PROPQUEST_REQUESTBOX_INC_020002,You can get $QUEST_END_ITEM_NAME$ from any type of Muffrin.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Muffrin erhalten.
PROPQUEST_REQUESTBOX_INC_020003,You can get $QUEST_END_ITEM_NAME$ from any type of Popcrank.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Popcrank erhalten.
PROPQUEST_REQUESTBOX_INC_020004,You can collect $QUEST_END_ITEM_NAME$ from all types of Red Mantis.,Du kannst $QUEST_END_ITEM_NAME$ von allen Arten von Red Mantis sammeln.
PROPQUEST_REQUESTBOX_INC_020005,Obsessed with Crystals! (1),Von Kristallen besessen! (1)
PROPQUEST_REQUESTBOX_INC_020006,Obsessed with Crystals! (2),Von Kristallen besessen! (2)
PROPQUEST_REQUESTBOX_INC_020007,Obsessed with Crystals! (3),Von Kristallen besessen! (3)
PROPQUEST_REQUESTBOX_INC_020008,Obsessed with Crystals! (4),Von Kristallen besessen! (4)
PROPQUEST_REQUESTBOX_INC_020009,Obsessed with Crystals! (5),Von Kristallen besessen! (5)
PROPQUEST_REQUESTBOX_INC_020010,Crystals! Hmmm.... $QUEST_END_ITEM_NAME$s! Could you please bring me some $QUEST_END_ITEM_NAME$!?,Crystals! Hmmm... $QUEST_END_ITEM_NAME$s! Kannst du mir bitte ein paar $QUEST_END_ITEM_NAME$s bringen?
PROPQUEST_REQUESTBOX_INC_020011,You can get $QUEST_END_ITEM_NAME$ from any type of Medumet.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Medumet bekommen.
PROPQUEST_REQUESTBOX_INC_020012,You can get $QUEST_END_ITEM_NAME$ from any type of Yetti.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Yeti bekommen.
PROPQUEST_REQUESTBOX_INC_020013,You can get $QUEST_END_ITEM_NAME$ from any type of Augu.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Augu bekommen.
PROPQUEST_REQUESTBOX_INC_020014,You can get $QUEST_END_ITEM_NAME$ from any type of Ghost of the Forgotten.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Ghost of the Forgotten bekommen.
PROPQUEST_REQUESTBOX_INC_020015,You can get $QUEST_END_ITEM_NAME$ from any type of Mammoth.,Du kannst $QUEST_END_ITEM_NAME$ von jeder Art von Mammoth bekommen.
PROPQUEST_REQUESTBOX_INC_020016,You did it! Hooray! Here's your reward. Come back soon!,Du hast es geschafft! Hurra! Hier hast du deine Belohnung. Komm gern bald zurück!
PROPQUEST_REQUESTBOX_INC_020017,More! More!,Bring mir mehr! Mehr!
PROPQUEST_REQUESTBOX_INC_020018,Bring Broken Wings,Bringe zerbrochene Flügel
PROPQUEST_REQUESTBOX_INC_020019,Tigar Bites,Tigar Häppchen
PROPQUEST_REQUESTBOX_INC_020020,Googly-Eyed Gogloo,Kulleraugen Gogloo
PROPQUEST_REQUESTBOX_INC_020021,Nippy Waters,Flinke Wasser
PROPQUEST_REQUESTBOX_INC_020022,Hard Shell of the Creper,Hartschale der Creper
PROPQUEST_REQUESTBOX_INC_020023,Crumbly Purple Essence,Bröckelige violette Essenz
PROPQUEST_REQUESTBOX_INC_020024,A Gray Picture of Dorian,Ein graues Bild von Dorian
PROPQUEST_REQUESTBOX_INC_020025,King of Coral Island,König der Koralleninsel
PROPQUEST_REQUESTBOX_INC_020026,Letter in a Bottle,Flaschenpost
PROPQUEST_REQUESTBOX_INC_020027,Hello adventurer... would you bring me $QUEST_END_ITEM_NAME$ from the Atrox? I want to build giant wings I can soar the skies with! Bring me all you can find...,"Hallo Abenteurer... würdest du mir $QUEST_END_ITEM_NAME$ von den Artrox bringen? Ich möchte mir riesige Flügel bauen, mit denen ich durch die Lüfte fliegen kann! Bring mir alles, was du finden kannst..."
PROPQUEST_REQUESTBOX_INC_020028,Tigars are known to have some of the strongest teeth in all of Madrigal. If you come across $QUEST_END_ITEM_NAME$ could you bring me a few? I'm crafting a giant dagger... it'll be HUGE!,"Tigaren sind dafür bekannt, dass sie die stärksten Zähne in ganz Madrigal haben. Wenn du auf $QUEST_END_ITEM_NAME$ stößt, könntest du mir ein paar davon mitbringen? Ich stelle einen riesigen Dolch her... er wird RIESIG sein!"
PROPQUEST_REQUESTBOX_INC_020029,The glass inside a Meral's $QUEST_END_ITEM_NAME$ can enhance a person's vision thrice their normal spotting distance. Collect me enough and I could build a telescope to peer halfway across the globe!,"Das Glas im Inneren eines Meral $QUEST_END_ITEM_NAME$ kann die Sicht einer Person um das Dreifache ihrer normalen Sehentfernung verbessern. Wenn ich genug Geld hätte, könnte ich ein Teleskop bauen, mit dem ich die halbe Welt sehen kann!"
PROPQUEST_REQUESTBOX_INC_020030,"All this inventing has me famished! Could you go get me some of the Kingster's $QUEST_END_ITEM_NAME$? We'll eat like kings! Don't worry, I'll share...","Diese ganze Erfindung hat mich hungrig gemacht! Könntest du mir etwas von den $QUEST_END_ITEM_NAME$ des Kingsters besorgen? Wir werden essen wie die Könige! Keine Sorge, ich teile mit dir..."
PROPQUEST_REQUESTBOX_INC_020031,"After all that seafood I couldn't eat another bite! For this next invention, I need $QUEST_END_ITEM_NAME$ from the large crabs called Creper. From their hard carapace I will craft the strongest of armors. I forsee a fate in which doning this armor will save Coral Island!","Nach all den Meeresfrüchten konnte ich keinen Bissen mehr essen! Für die nächste Erfindung brauche ich $QUEST_END_ITEM_NAME$ von den großen Krabben namens Creper. Aus ihrem harten Panzer werde ich die stärkste aller Rüstungen herstellen. Ich sehe ein Schicksal voraus, in dem das Anlegen dieser Rüstung die Koralleninsel retten wird!"
PROPQUEST_REQUESTBOX_INC_020032,"The Naga are powerful warriors of the sea... their $QUEST_END_ITEM_NAME$ are said to hold magical powers that can be used to harness purple energy. I have a healthy fear of Purple Magic, but what doesn't kill you only makes you stronger.","Die Naga sind mächtige Krieger des Meeres. Ihre $QUEST_END_ITEM_NAME$ sollen magische Kräfte besitzen, mit denen man sich violette Energie zunutze machen kann. Ich habe eine gesunde Angst vor violetter Magie, aber was dich nicht umbringt, macht dich nur stärker."
PROPQUEST_REQUESTBOX_INC_020033,The Dorian have risen from the seas around our island! Please defeat them and collect their $QUEST_END_ITEM_NAME$ as proof. My inventions can only hold them back for so long...,Die Dorian sind aus den Meeren um unsere Insel aufgestiegen! Bitte besiege sie und sammle ihre $QUEST_END_ITEM_NAME$ als Beweis. Meine Erfindungen können sie nur eine bestimmte Zeit lang aufhalten...
PROPQUEST_REQUESTBOX_INC_020034,"The $QUEST_END_ITEM_NAME$ of the Okean must be mine! I know having their crown won't make me a king, but it will put me on the path of my dream. To be King of Coral Island!","Der $QUEST_END_ITEM_NAME$ des Okean muss mir gehören! Ich weiß, dass ihre Krone mich nicht zum König macht, aber sie wird mich auf den Weg meines Traums bringen. König der Koralleninsel zu sein!"
PROPQUEST_REQUESTBOX_INC_020035,"With the $QUEST_END_ITEM_NAME$ from the Kraken, I could finally write to all my friends across the oceans. There's never enough time to keep up with everyone...","Mit dem $QUEST_END_ITEM_NAME$ von Kraken konnte ich endlich all meinen Freunden auf der anderen Seite der Ozeane schreiben. Man hat nie genug Zeit, um mit allen Schritt zu halten..."
PROPQUEST_REQUESTBOX_INC_020036,You may find $QUEST_END_ITEM_NAME$ from any of the Atrox crawling around the island.,"$QUEST_END_ITEM_NAME$ findet man bei einem der Artrox, die auf der Insel herumkriechen."
PROPQUEST_REQUESTBOX_INC_020037,You may find $QUEST_END_ITEM_NAME$ from Tigars around the island.,Du kannst $QUEST_END_ITEM_NAME$ von Tigaren auf der ganzen Insel finden.
PROPQUEST_REQUESTBOX_INC_020038,You may find $QUEST_END_ITEM_NAME$ from the Meral patroling the beaches.,"Du kannst $QUEST_END_ITEM_NAME$ von den Meral finden, die an den Stränden patrouillieren."
PROPQUEST_REQUESTBOX_INC_020039,You may find delicious $QUEST_END_ITEM_NAME$ from Kingsters in shallow waters around the island.,In den seichten Gewässern rund um die Insel findet man leckere $QUEST_END_ITEM_NAME$ von Kingsters.
PROPQUEST_REQUESTBOX_INC_020040,You may find tough $QUEST_END_ITEM_NAME$ from Creper around the beach area.,In der Nähe des Strandes kannst du zähe $QUEST_END_ITEM_NAME$ von Creper finden.
PROPQUEST_REQUESTBOX_INC_020041,You may find $QUEST_END_ITEM_NAME$ from Naga around Coral Island.,Du kannst $QUEST_END_ITEM_NAME$ von Naga in der Nähe der Koralleninsel finden.
PROPQUEST_REQUESTBOX_INC_020042,You may find $QUEST_END_ITEM_NAME$ left behind by Dorian around Coral Island.,"Du findest vielleicht $QUEST_END_ITEM_NAME$, die von Dorian auf der Koralleninsel hinterlassen wurden."
PROPQUEST_REQUESTBOX_INC_020043,"You may find magnificient $QUEST_END_ITEM_NAME$ from Okean, deep in the waters of Coral Island's seas.",Tief in den Gewässern der Koralleninsel kannst du prächtige $QUEST_END_ITEM_NAME$ von Okean finden.
PROPQUEST_REQUESTBOX_INC_020044,You may find $QUEST_END_ITEM_NAME$ inside the bellies of the deep-sea Kraken.,Du kannst $QUEST_END_ITEM_NAME$ in den Bäuchen der Tiefseekraken finden.
PROPQUEST_REQUESTBOX_INC_020045,"Please, don't make me go collect $QUEST_END_ITEM_NAME$ all on my own... I'm too busy dreaming up new inventions!","Bitte zwing mich nicht, $QUEST_END_ITEM_NAME$ ganz allein zu sammeln. Ich bin zu sehr damit beschäftigt, mir neue Erfindungen auszudenken!"
PROPQUEST_REQUESTBOX_INC_020046,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be soaring the skies with ease. See you at the Rainbow Race!","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Bald werde ich mit Leichtigkeit durch die Lüfte schweben. Wir sehen uns beim Regenbogenrennen!"
PROPQUEST_REQUESTBOX_INC_020047,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have the biggest dagger in Madrigal. Hehehe, catch me showing off to the Demians!","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Bald werde ich den größten Dolch in Madrigal haben. Hehehe, ich will vor den Demians damit angeben!"
PROPQUEST_REQUESTBOX_INC_020048,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be able to see the sights without ever leaving my home!","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Bald werde ich die Sehenswürdigkeiten sehen können, ohne mein Haus zu verlassen!"
PROPQUEST_REQUESTBOX_INC_020049,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! We're going to be so full! Eat up, it's time to feast!","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Wir werden so satt sein! Greif zu, es ist Zeit für ein Festmahl!"
PROPQUEST_REQUESTBOX_INC_020050,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have armor enough to defend Coral Island against all evil!","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Bald werde ich genug Rüstung haben, um die Koralleninsel gegen alles Böse zu verteidigen!"
PROPQUEST_REQUESTBOX_INC_020051,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll know more about this Purple Magic... Perhaps one day enough to stop its evil from taking over Coral Island.","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Bald werde ich mehr über diese Purpurmagie wissen. Vielleicht kann ich eines Tages verhindern, dass das Böse die Koralleninsel übernimmt."
PROPQUEST_REQUESTBOX_INC_020052,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Those fishy creatures have a strange power that makes them age slower than others. Perhaps studying their teeth can give us insight to the Dorian's special powers.","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Diese fischigen Kreaturen haben eine seltsame Kraft, die sie langsamer altern lässt als andere. Vielleicht kann uns das Studium ihrer Zähne Aufschluss über die besonderen Kräfte der Dorian geben."
PROPQUEST_REQUESTBOX_INC_020053,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! It's just a dream... but I hope to one day greet you again as King of Coral Island.","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Es ist nur ein Traum... aber ich hoffe, dich eines Tages als König der Koralleninsel wieder begrüßen zu können."
PROPQUEST_REQUESTBOX_INC_020054,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! I've decided to write these letters and deliver them myself. Thank you for everything... I hope to see you again one day!","Danke, dass du all diese $QUEST_END_ITEM_NAME$ gesammelt hast, Abenteurer! Ich habe beschlossen, diese Briefe zu schreiben und sie selbst zu überbringen. Ich danke dir für alles. Ich hoffe, dich eines Tages wiederzusehen!"
PROPQUEST_REQUESTBOX_INC_020055,That isn't nearly enough $QUEST_END_ITEM_NAME$ for me to build one of my grand inventions... come back with more!,"Das ist nicht annähernd genug $QUEST_END_ITEM_NAME$, um eine meiner großartigen Erfindungen zu bauen... komm mit mehr zurück!"
PROPQUEST_REQUESTBOX_INC_020056,$QUEST_END_NPC_NAME$ cackles with glee! Soon their inventions will become a reality.,$QUEST_END_NPC_NAME$ gackert vor Vergnügen! Bald werden ihre Erfindungen Wirklichkeit werden.
PROPQUEST_REQUESTBOX_INC_020057,The Skulls of the Hundur Sharpfoot,Die Schädel der Hundur Sharpfoot
PROPQUEST_REQUESTBOX_INC_020058,"The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals.","Die Hundur Sharpfoot sammeln sich an den Grenzen von Kaillun, und ihre Schädel tragen seltsame Markierungen. Die Muran benötigen sie, um die Geheimnisse ihrer Rituale zu entschlüsseln."
PROPQUEST_REQUESTBOX_INC_020059,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.,"Ausgezeichnet! Die Muran zählen auf dich. Sammle 325 $QUEST_END_ITEM_NAME$ und kehre zurück, sobald du genug hast. Du findest sie bei den Hundur Sharpfoot."
PROPQUEST_REQUESTBOX_INC_020060,I see… but these creatures are growing more aggressive. Come back if you change your mind.,"Ich verstehe… aber diese Kreaturen werden immer aggressiver. Komm zurück, wenn du es dir anders überlegst."
PROPQUEST_REQUESTBOX_INC_020061,"You haven't gathered enough skulls yet… Keep going, each specimen is important to us.","Du hast noch nicht genug Schädel gesammelt… Mach weiter, jedes Exemplar ist wichtig für uns."
PROPQUEST_REQUESTBOX_INC_020062,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.,Perfekt! Diese Schädel werden uns von großem Nutzen sein. Kaillun dankt dir für deine Entschlossenheit.
PROPQUEST_REQUESTBOX_INC_020063,The Skulls of the Samoset,Die Schädel der Samoset
PROPQUEST_REQUESTBOX_INC_020064,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.,"Die Geister der Samoset sind in den Ebenen zunehmend aggressiv geworden. Die Weisen von Kaillun suchen ihre Schädel, um die Ursache ihrer ungewöhnlichen Unruhe zu verstehen."
PROPQUEST_REQUESTBOX_INC_020065,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.,"Danke! Die Geister der Samoset werden instabil. Bringe 325 $QUEST_END_ITEM_NAME$ von den Samoset zurück, damit wir ihre Unruhe analysieren können."
PROPQUEST_REQUESTBOX_INC_020066,Very well… but their unrest intensifies each day. Return if you change your mind.,"Sehr gut… aber ihre Unruhe wird jeden Tag stärker. Kehre zurück, wenn du es dir anders überlegst."
PROPQUEST_REQUESTBOX_INC_020067,"You still don't have enough… Keep going, we must understand what's disturbing them.","Du hast immer noch nicht genug… Mach weiter, wir müssen verstehen, was sie stört."
PROPQUEST_REQUESTBOX_INC_020068,Perfect! These skulls will help us uncover the truth. Thank you for your help.,"Perfekt! Diese Schädel werden uns helfen, die Wahrheit aufzudecken. Danke für deine Hilfe."
PROPQUEST_REQUESTBOX_INC_020069,The Claws of the Kyouchish,Die Krallen der Kyouchish
PROPQUEST_REQUESTBOX_INC_020070,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.,"Die Kyouchish verletzen viele Muran-Späher mit ihren ätzenden Angriffen. Ihre Krallen werden benötigt, um ein schützendes Mittel herzustellen."
PROPQUEST_REQUESTBOX_INC_020071,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.,Gut! Ihre Krallen vergiften unsere Späher. Bringe 325 $QUEST_END_ITEM_NAME$ von den Kyouchish zurück.
PROPQUEST_REQUESTBOX_INC_020072,I understand… but we're running out of remedies. Return if you wish to help.,"Ich verstehe… aber uns gehen die Mittel aus. Kehre zurück, wenn du helfen willst."
PROPQUEST_REQUESTBOX_INC_020073,"You're still missing some. The Kyouchish are dangerous, stay careful.","Es fehlen noch einige Krallen. Die Kyouchish sind gefährlich, sei vorsichtig."
PROPQUEST_REQUESTBOX_INC_020074,"Excellent! With these claws, our healers can prepare a proper antidote.",Ausgezeichnet! Mit diesen Krallen können unsere Heiler ein wirksames Gegengift herstellen.
PROPQUEST_REQUESTBOX_INC_020075,The Kanonicus Antidote,Das Kanonicus-Gegengift
PROPQUEST_REQUESTBOX_INC_020076,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.,"Die Kanonicus tragen ein natürliches Gegengift in ihren Rückendrüsen. Kaillun benötigt es dringend, um Krieger zu heilen, die von den Lycans vergiftet wurden."
PROPQUEST_REQUESTBOX_INC_020077,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.,Danke! Ihr natürliches Gegengift ist lebenswichtig für unsere verwundeten Soldaten. Bringe 325 $QUEST_END_ITEM_NAME$ von den Kanonicus zurück.
PROPQUEST_REQUESTBOX_INC_020078,A shame… several warriors are still waiting to be treated.,Schade… mehrere Krieger warten noch auf Behandlung.
PROPQUEST_REQUESTBOX_INC_020079,"You don’t have enough yet. Hurry, every drop counts.","Du hast noch nicht genug Gegengift. Beeil dich, jeder Tropfen zählt."
PROPQUEST_REQUESTBOX_INC_020080,"Perfect! Thanks to you, we can finally treat our wounded.",Perfekt! Dank dir können wir endlich unsere Verwundeten behandeln.
PROPQUEST_REQUESTBOX_INC_020081,The Magic Skulls of the Redcloud,Die Magischen Schädel der Redcloud
PROPQUEST_REQUESTBOX_INC_020082,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.,"Die Redcloud erzeugen eine mysteriöse Energie in ihren Schädeln. Muran-Schamanen wollen diese Magie studieren, um die Schutzzauber der Stadt zu stärken."
