Key,English,German
UI_RANDOM_SCROLL_TITLE,Random Option,Random Option
UI_SUMMON_FRIEND_TITLE,Summon,Herbeirufen
UI_SUMMON_FRIEND_MSG,Select friend to summon,Wähle einen Freund zum Beschwören
UI_SUMMON_FRIEND_INPUT,Name:,Name
UI_SUMMON_FRIEND_CONFIRM,%s asked to summon you. Would you like to accept?,%s möchte dich beschwören. Willst du annehmen?
UI_FONT_EDIT_TITLE,Modify Letter Type,Text editieren
UI_FONT_EDIT_BOLD,Bold,Fett gedruckt
UI_FONT_EDIT_LINE,Line,Unterstrichen
UI_FONT_EDIT_COLOR,Color,Farbig
UI_FONT_EDIT_CANCELLINE,Cancel Line,Durchgestrichen
UI_FONT_EDIT,Letter Edit,Text editieren
UI_SUMMON_PARTY_TITLE,Summon Party,Party herbeirufen
UI_SUMMON_PARTY_MSG,You can summon party members. Unable to use in an event area (e.g. Clockworks). It will be activated for a minute. Summon party members?,"Du kannst Mitglieder deiner Party zu dir teleportieren. Funktioniert nicht in Eventbereichen (z.B. Clockworks). Partymitglieder haben eine Minute Zeit, um anzunehmen. Möchtest du mit der Teleportation beginnen?"
UI_SUMMON_PARTY_CONFIRM_TITLE,Summon P. Members,Partymitglieder herbeirufen
UI_SUMMON_PARTY_CONFIRM_MSG,%s Party has asked to summon you. You will be summoned to the Party Leader. You have one minute to decide.,%s Party möchte dich herbeibeschwören. Du wirst direkt zum Partyleiter beschworen. Du hast eine Minute um eine Entscheidung zu treffen.
UI_SUMMON_PARTY_CONFIRM_HOW,How to Use,Nutzungshinweis
UI_SUMMON_PARTY_CONFIRM_TIP,If you click the icon (%s) on the upper of the right you will be teleported to the leader.,"Wenn du das Symbol (%s) oben rechts betätigst, wirst du zum Anführer teleportiert."
UI_SUMMON_PARTY_USE,You should be close for the summon to work. Make sure you are not in an Event arena. Do you want to be teleported?,"Du solltest in der Nähe sein, damit die Beschwörung funktioniert. Achte darauf, dass du dich nicht an einem Ereignisort befindest. Möchtest du teleportiert werden?"
UI_SUMMON_BUFF_ICON,You can go to the Party leader once you click double.,"Du kannst zu einem Leiter gehen, wenn du einen Doppelklick dieses Icon machst."
UI_CHANGE_SEX_TITLE,Change Sex,Geschlecht wechseln
UI_CHANGE_SEX_FACE,Change Face,Gesicht ändern
UI_ITEM_TRANSY_TITLE,Transy for Item,Transy für Gegenstände
UI_ITEM_TRANSY_SEX,Change Sex of Item,Das Geschlecht vom Gegenstand ändern
UI_ITEM_TRANSY_PUT,Please input an item which you want to change.,"Platziere bitte einen Gegenstand, den du ändern möchtest."
UI_ITEM_TRANSY_PUT1,Please input an item on the left column.,Bitte platziere einen Gegenstand auf der linken Seite.
UI_CHANGE_NAME_TITLE,Change Name,Namensänderung
UI_CHANGE_NAME_INPUT,Enter your new name,Neuen Namen eingeben
UI_CHANGE_NAME_PET_TITLE,Change Pet Name,Begleiternamen ändern
UI_CHANGE_NAME_PET_INPUT,Leave empty to reset to the default name,Freilassen um den Namen zurückzusetzen
UI_CHANGE_NAME_PET_LABEL,Pet Name:,Begleitername:
UI_NAVIGATOR_MARK,Mark:,Markierung:
UI_MAP_MARK_ADD,Add Mark,Markierung hinzufügen
UI_MAP_MARK_DELETE,Delete,Löschen
UI_MAP_MARK_DELETE_ALL,Delete All,Alles Löschen
UI_MAP_MARK_PUT_CHAT,Put it in the chat,In neues Chatfenster schreiben.
UI_MAP_MARK_CHANGE_NAME,Name Change,Namen ändern
UI_MAP_MARK,Position,Ort
UI_MAP_MARK_NAME_TITLE,Position Name Change,Wegpunkt umbenennen
UI_MAP_MARK_NAME_INPUT,Please put new name,"Gib den Namen an, der geändert werden soll."
UI_TOOLTIP_EQUIPPED,[ Equipped ],[ Ausgerüstet ]
UI_TOOLTIP_ACTIVESELF,Also Casted on You,Also Casted on You
UI_TOOLTIP_ACTIVETARGET,Also Casted on Target,Also Casted on Target
UI_TOOLTIP_CHANGEIFHAS,If you have %s,If you have %s
UI_TOOLTIP_CHANGEIFHAS_TARGET,If the target has %s,If the target has %s
UI_TOOLTIP_GAINSTACKS,%s Stacks Gained: %d,%s Stacks Gained: %d
UI_TOOLTIP_GAINSTACKS_PVP,%s Stacks Gained: %d / %d (PvP),%s Stacks Gained: %d / %d (PvP)
UI_ITEM_LINK_TITLE,Linked Item Info.,Linked Item Info.
UI_BEAUTY_SHOP_COUPON_TITLE,Use Coupon,Gutschein einlösen
UI_BEAUTY_SHOP_COUPON_MSG,You have a Free Coupon. Do you want to use it now?,Du hast einen Gratis Coupon. Willst du ihn jetzt verwenden?
UI_BEAUTY_SHOP_COUPON,Using the Free Coupon.,(Gratis Coupon wurde verwendet!)
UI_GUILD_MEMBER_TIP,#b%s#nb\nContribution: %s\nPenya Contribution: %s\nNumber of times surrendered: %d,#b%s#nb\nBeitrag: %s\nPenya-Beitrag: %s\nAnzahl der Kapitulationen: %d
UI_REMOVE_ELEM_TITLE,Apply Attribute,Element annehmen
UI_REMOVE_ELEM_MSG,You can only trade or unequip the item after removing its elemental attributes. Will you remove them?,"Du kannst ein Item nur verkaufen oder ablegen, wenn du das Elementar Attribut entfernt hast. Möchtest du es entfernen?"
UI_HOME_LOGIN_ENTER_TIP,Enter Account ID,Account ID eingeben
UI_HOME_PASSWORD_TIP,Enter Password,Passwort eingeben
UI_CHAT_NORMAL_TIP,Send normal messages.,Normale Nachricht versenden.
UI_CHAT_WHISPER_TIP,Send whispering messages.,Nachricht Flüstern.
UI_CHAT_SHOUT_TIP,Send shouting messages.,Nachricht durch Rufen verbreiten.
UI_CHAT_PARTY_TIP,Send messages to party members.,Nachricht an die Party senden.
UI_CHAT_GUILD_TIP,Sending messages to guild members.,Nachricht an die Gilde senden
UI_CHAT_SYSTEM_TIP,Open System Message Window,Systemchat ein-/ausblenden
UI_CHAT_FILTER_TIP,Filter function which allows you to filter the chatting.,Das ist der Filter mit dem der Inhalt der Chat Box eingestellt wird.
UI_MESSENGER_MEMO_TIP,Able to check received messages when you are disconnected.,"Du kannst erhaltene Nachrichten abrufen, wenn du ausgeloggt bist."
UI_GUILD_WAR_DECLARE_TIP,Request a Guild Duel,Zum Gildenkrieg herausfordern
UI_GUILD_WAR_PEACE_TIP,Propose a truce to the senseless violence and fighting.,"Waffenstillstand vorschlagen, um unnötige Gewalt und Opfer zu verhindern."
UI_GUILDBANK_SUPPORT_TIP,Make a Contribution to your Guild.,An Gilde spenden
UI_GUILDBANK_CLOAK_TIP,Create a Guild Cloak with the logo you selected. (Guild Level 4),Wenn du ein Gilden Logo gewählt hast wird ein Cloak mit dem Logo hergestellt. (Gilden Level 4)
UI_GUILDBANK_LOG_TIP,Open Guild Bank Log window.,Gildenbankprotokoll anzeigen
UI_APP_DEBUG_TIP,Debug Window,Öffne Debug Fenster
UI_APP_INFO_PANG_TIP,Summon Info-Pang.,Beschwöre Info-Pang
UI_APP_FAQ_TIP,FAQ,FAQ
UI_APP_TIPS_TIP,Tips,Tipps
UI_APP_HELP_TIP,Help,Hilfe
UI_APP_GUILD_TIP,Manage your Guild.,Deine Gilde verwalten.
UI_APP_PARTY_TIP,Manage your Party.,Deine Party verwalten.
UI_APP_COUPLE_TIP,Manage your Couple.,Manage your Couple.
UI_APP_MESSENGER_TIP,Manage your Friends List,Deine Freundesliste verwalten.
UI_APP_ITEMDURATION_TIP,Displays the duration of Cash Shop items.,Dauer der Premium Items
UI_APP_CASHSHOP_TIP,Opens the Premium Item Shop.,Shop öffnen
UI_APP_QUEST_TIP,Shows the Quest Diary.,Questfunktionen
UI_APP_PRIVATESHOP_TIP,Allows you to open a Private Shop.,Erlaubt es dir einen Shop zu eröffnen.
UI_APP_SKILL_TIP,Displays the Skills Menu.,Zeigt das Fähigkeitenmenü an.
UI_APP_INVENTORY_TIP,Opens your inventory.,"Hier siehst du alle Items, die dein Charakter mit sich trägt."
UI_APP_CHARINFO_TIP,Shows detailed information about your character.,Hier siehst du deine Charakterinformationen.
UI_APP_MOTION_TIP,Use emoticons and motions to express yourself.,Du kannst Emoticons/ Motions benutzen um dich auszudrücken.
UI_APP_STATUS_TIP,Character Status,Charakter Status
UI_APP_CHAT_TIP,Open a chat window.,Öffnet das Chatfenster.
UI_APP_QUIT_TIP,Exit Program,Spiel beenden
UI_APP_SUPPORT_TIP,Open the Customer Support.,Kundensupport öffnen.
UI_APP_PRIVACY_TIP,Open the privacy tab.,Open the privacy tab.
UI_APP_LOGOUT_TIP,Logout,Ausloggen
UI_APP_OPTION_TIP,Option,Optionen
UI_APP_MAP_TIP,A Map of the World,Eine Karte der Welt
UI_APP_NAVIGATOR_TIP,A mini-map to help you find your way.,"Die Karte ist eine Mini-Ansicht der Umgebung, die dir bei deiner Reise helfen soll."
UI_APP_NOTICE_TIP,Notice,Notiz
UI_OPTION_OLD_KEYBOARD_MODE,Basic Keyboard Mode,Standardtastaturmodus
UI_GUILDCOMBAT_OFFER_TITLE,Apply for Guild Siege,Am Gildenkrieg teilnehmen
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION,Total Application Fee,Die gesamte Anmeldegebühr
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION_TIP,"Of the total application fees paid by the 10 highest paying Guilds, 35% is paid to the winning Guild.","Von den gesamten Anmeldegebühren, die von den 10 höchstzahlenden Gilden gezahlt werden, gehen 35 % an die siegreiche Gilde."
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION,Current Application Fee,aktuelle Anmeldegebühr
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION_TIP,Select a blank space and input the application fee,"Geben sie Anmeldegebühr ein, nach dem Auswählen."
UI_GUILDCOMBAT_OFFER_PRIZEDETAIL,Prize Details,Preisinformation
UI_GUILDCOMBAT_OFFER_PRESENT,1 Win: Dragon Cloak of the Initiate\n2 Wins Straight: Dragon Cloak of the Adept\n3 Wins Straight: Dragon Cloak of the Master\n4 Wins Straight: Dragon Cloak of the Hero,1 Sieg: Dragon Cloak of the Initiate\n2 aufeinanderfolgende Siege: Dragon Cloak of the Adept\n3 aufeinanderfolgende Siege : Dragon Cloak of the Master\n4 aufeinanderfolgende Siege: Dragon Cloak of the Hero
UI_GUILDCOMBAT_OFFER_CONFIRM,You have paid %d penya. Do you want to pay additional %d penya?,Du hast bereits %d Penya eingezahlt. Möchtest du zusätzlich %d Penya zahlen.
UI_GUILDCOMBAT_OFFER_ACCEPT_TIP,Apply for Guild Siege.,Anmelden zum Gildenkrieg.
UI_GUILDCOMBAT_OFFER_PRESENT_TIP,"For prize details, please ask the Guild Manager, Donaris.",Bitte frage den Guildwar Verwalter Donaris nach den Preisen.
UI_GUILDCOMBAT_STATE_TITLE,Present Guild Siege Application Requirements,Aktuelle Anforderungen für die Anmeldung zu Gildenkriegen
UI_GUILDCOMBAT_STATE_TIMELEFT,Time Left,Verbleibende Zeit
UI_GUILDCOMBAT_STATE_TIMELEFT_TIP,Time left until next Guild Siege,Verbleibende Zeit bis zum nächsten Gildenkrieg
UI_GUILDCOMBAT_STATE_TOTALBID,Total Bid:,Die gesamte Anmeldegebühr.
UI_GUILDCOMBAT_STATE_TOTALBID_TIP,"From the combined bids paid by the 10 highest paying Guilds, 35% is paid to the winning Guild.","Von den gesamten Anmeldegebühren, die von den 10 höchstzahlenden Gilden gezahlt werden, gehen 35 % an die siegreiche Gilde."
UI_GUILDCOMBAT_STATE_BIDRANKING,Bid Ranking,Der Stand des Angebots
UI_GUILDCOMBAT_STATE_BIDRANKING_TIP,Your Guild cannot join a Guild Siege if your Guild Bid is ranked below 10th place. Please try again.,Nur Gilden unter Platz 10 können an einem Gildenkrieg teilnehmen. Bitte versucht es erneut.
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM,Current Minimum Bid,Die momentane Anmeldegebühr
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM_TIP,Current Guild Bid:,Das ist die momentane Anmeldegebühr deiner Gilde.
UI_GUILDCOMBAT_STATE_APPLY,Apply,OK
UI_GUILDCOMBAT_STATE_APPLY_TIP,Show Guild Siege Application Menu.,Menü für Gildenkrieg Bewerbung anzeigen.
UI_GUILDCOMBAT_STATE_REFRESH,Refresh,Aktualisieren
UI_GUILDCOMBAT_STATE_REFRESH_TIP,Review present Guild Siege Application Requirements.,Überprüfe die aktuellen Gildenkriege -Bewerbungsanforderungen.
UI_GUILDCOMBAT_STATE_LIST_TIP,The 10 Guilds that bid the highest amount of penya can join the Guild Siege.,"Die 10 Gilden, die die höchste Summe an Penya bieten, können am Gildenkrieg teilnehmen."
UI_GUILDCOMBAT_CANCEL_TITLE,Guild Siege - Cancel Application,Gildenkrieg- Anmeldung zurückziehen
UI_GUILDCOMBAT_CANCEL_MSG,Do you want to withdraw from the Guild Siege?,Willst du dich vom Gildenkrieg abmelden?
UI_GUILDCOMBAT_SELECT_TITLE,Set Entry List for Guild Siege,Eintragsliste für Gildenkrieg erstellen
UI_GUILDCOMBAT_SELECT_CONNECTED,Connected Guild Members,Verbundene Gildenmitglieder
UI_GUILDCOMBAT_SELECT_ENTRANT,Entrant List,Teilnehmerliste
UI_GUILDCOMBAT_SELECT_RIGHT_TIP,Add a connected Guild Member to the entrant list.,Gilden Mitglieder im Spiel in den Eintrag hinzufügen.
UI_GUILDCOMBAT_SELECT_LEFT_TIP,Delete a Guild Member from the entrant list.,Löschen der Guildwarteilnahme
UI_GUILDCOMBAT_SELECT_UP_TIP,Arrange the selected Guild member to the upper side.,Anordnen in aufsteigender Reihenfolge der ausgewählten Spieler.
UI_GUILDCOMBAT_SELECT_DOWN_TIP,Arrange the selected Guild member to the lower side.,Anordnen in absteigender Reihenfolge der ausgewählten Spieler.
UI_GUILDCOMBAT_SELECT_COMPLETE,Complete,Complete
UI_GUILDCOMBAT_SELECT_COMPLETE_TIP,Complete the entry list.,Eintrag vervollständigen
UI_GUILDCOMBAT_SELECT_DEFENDER,Defender,Verteidiger
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP,Selecting the defender,Verteidiger auswählen
UI_GUILDCOMBAT_SELECT_REMAKE,Remake,Erneut aufstellen
UI_GUILDCOMBAT_SELECT_REMAKE_TIP,Remake the entry list.,Eintrag erneut machen.
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP2,Opponents will get bonus point when your Guild Defender is killed.,"Wenn der Verteidiger stirbt, bekommt der Kontrahent einen Bonus."
UI_GUILDCOMBAT_SELECT_INFO,Register your team. Starting %d members (Maximum %d),Stelle dein Team auf. Teilnehmende Mitglieder: %d (Maximale Anzahl: %d)
UI_GUILDCOMBAT_SELECT_ENTRANT_TIP,5 selected members will join the Guild Siege first. Please make an entrant list.,5 ausgewählte Mitglieder werden zuerst am Gildenkrieg teilnehmen. Bitte erstellt eine Teilnehmerliste.
UI_GUILDCOMBAT_SELECT_REMAKE_MAKEUP,Would like to organize line up for guild siege again?,Möchtest du wieder eine Aufstellung für den Gildenkrieg machen?
UI_GUILDCOMBAT_TELE_TITLE,Guild Siege Introduction,Einführung in den Gildenkrieg
UI_GUILDCOMBAT_TELE_MSG,Entrance has started. Would you like to teleport to the Guild Siege arena?,Zugang wurde gestartet. Möchtest du dich in die Gildenkrieg-Arena teleportieren lassen?
UI_GUILDCOMBAT_JOIN_TITLE,Entering Guild Siege Arena,Gildenkrieg-Arena betreten
UI_GUILDCOMBAT_JOIN_MSG,Do you join the Guild Siege?,Möchtest du dem Gildenkrieg beitreten?
UI_NETWORK_ERROR_TITLE,Network Error,Netzwerkfehler
UI_NETWORK_ERROR_MSG,"A network error happened, please check your connection and login again.",Ein Netzwerkfehler ist aufgetreten. Bitte überprüfe deine Internetverbindung und verbinde dich erneut.
UI_GUILDCOMBAT_JOINWAR_TITLE,Resurrection Location,Wiederbelebungsort
UI_GUILDCOMBAT_JOINWAR_1_TIP,You have entered the 1st zone.,Du gehst zum ersten Bereich.
UI_GUILDCOMBAT_JOINWAR_2_TIP,You have entered the 2nd zone.,Du gehst zum zweiten Bereich.
UI_GUILDCOMBAT_JOINWAR_3_TIP,You have entered the 3rd zone.,Du gehst zum dritten Bereich.
UI_GUILDCOMBAT_JOINWAR_4_TIP,You have entered the 4th zone.,Du gehst zum vierten Bereich.
UI_GUILDCOMBAT_JOINWAR_5_TIP,You have entered the 5th zone.,You have entered the 5th zone.
UI_GUILDCOMBAT_JOINWAR_6_TIP,You have entered the 6th zone.,You have entered the 6th zone.
UI_GUILDCOMBAT_JOINWAR_7_TIP,You have entered the 7th zone.,You have entered the 7th zone.
UI_GUILDCOMBAT_JOINWAR_8_TIP,You have entered the 8th zone.,You have entered the 8th zone.
UI_GUILDCOMBAT_JOINWAR_SELECT,Select the zone you wish to enter.,Wähle den Startpunkt mit Hilfe der Landkarte
UI_GUILDCOMBAT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.","Nach %d, betrittst du %s."
UI_GUILDCOMBAT_JOINWAR_RANDOM,Random,Zufällig
UI_CHAT_ADMIN,[Admin] %s,[Admin] %s
UI_GUILDCOMBAT_RATE,Current rank:,Gilden Ranking
UI_GUILDCOMBAT_PERSON_RATE,Individual rank:,Spieler Ranking
UI_TOOLTIP_EXPBOX,#b%s's exp box#nb\nThe time left: %s,#b%s's Erfahrungsbox#nb\nVerbleibende Zeit: %s
UI_GUILDCOMBAT_JOIN_READY,Gain entrance when one of your guild mates dies.,"Geh hinein, wenn einer deiner Gilde tot ist."
UI_GUILDCOMBAT_JOIN_READY2,Be ready!,Sei bereit!
UI_GUILDCOMBAT_LOG_REALTIME,[%s]%s [%s] has killed [%s]%s [%s] and has gained %d points.,[%s]%s [%s] hat [%s]%s [%s] getötet und %d Punkte erhalten.
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,Gildenmeister
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,Verteidiger
UI_GUILDCOMBAT_RESULT_TITLE,Guild & Member Ranking,Informationen über den Guildwar und Spieler
UI_GUILDCOMBAT_RESULT_GUILD,Guild Ranking,Gilden Rangliste
UI_GUILDCOMBAT_RESULT_MEMBER,Member Ranking,Spieler Rang
UI_GUILDCOMBAT_RESULT_RANK,United Rank,Gesamt Rang
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,Das Schlachtenlogbuch
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,Der Basispunkt +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,Der Bonus mit Gildenmeister +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,Der Verteidigungsbonus +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,Tötungsbonus +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,Der Wiederbelebungsbonus +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,Tötungsserienbonus +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(Stufe %d)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,Angriff
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Creating Dragon Cloak (The condition: For the guild which wins the guild war).,Erstelle einen Drachenumhang (Nur nach dem Sieg eines Gildenkrieges möglich).
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"It takes 10,000 penya to create a Dragon Cloak. Would you like to create it?",Einen Dragon Cloak herzustellen kostet 1000 Penya. Möchtest du ihn herstellen?
UI_GUILDCOMBAT_RANKING_TITLE,Guild Member Ranking,Spieler Rang in der Gilde
UI_GUILDCOMBAT_RANKING_RANK,Rank,Rang
UI_GUILDCOMBAT_RANKING_POINT,Grade,Stufe
UI_WORLD_DEVICEMOTION_TIP,Motion,Gerätebewegung aktivieren/deaktivieren
UI_WORLD_TURBO_TIP,Fuel,Treibstoff
UI_NAVIGATOR_SHIP,Ship,Schiff
UI_OPTION_TOON_STYLE,Outline,Umriss
UI_OPTION_RIM_OUTLINE,Rim Outlines,Rim Umrisse
UI_APP_WIKI_TIP,Get help from Wiki,Use Web Wiki.
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,Möchtest du Schnick Schnack Schnuck spielen?
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,Schere-Stein-Papier
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,Schere
UI_ROSHAMBO_ROCK,Rock,Stein
UI_ROSHAMBO_PAPER,Paper,Papier
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d hat gewonnen
UI_ROSHAMBO_DEFEAT,You Lose!,Du hast bei Schnick Schnack Schnuck verloren!
UI_ROSHAMBO_WIN_TITLE,You Win!,Gewonnen!
UI_ROSHAMBO_WIN_END,End,Ende
UI_ROSHAMBO_WIN_NEXT,Next,Weiter
UI_ROSHAMBO_WIN_MSG,Press END if you want to claim your current prize and stop playing or press NEXT to continue playing for more prizes -,"Klicke auf ENDE, um deine aktuelle Belohnung abzuholen. Klicke auf WEITER, wenn du weitere Belohnungen erspielen möchtest."
UI_ROSHAMBO_WIN_MSG2,Please Note: You will not receive your current prize if you choose to continue playing.,"? Du kannst keine Belohnung bekommen, wenn du auf Weiter drückst , daher bedenke deine Wahl genau."
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.","Glückwunsch, du hast %d Mal(e) gewonnen! Du erhältst %s x%d."
UI_EXCHANGE_COUNT_TITLE,Input item quantity,Flyff Piece Exchange
UI_EXCHANGE_COUNT_MSG,How many?,Wieviele Pieces tauschen?
UI_EXCHANGE_COUNT_LABEL,Number:,Anzahl :
UI_TOOLTIP_PET_REAR,[Raised Pet],(Aufzuchtpet)
UI_TOOLTIP_PET_PICKUP,[Pick-Up Pet],(Sammelpet)
UI_PET_GRADE_0,Egg,Zustand des Eis
UI_PET_GRADE_1,F Tier,F Klasse
UI_PET_GRADE_2,E Tier,E Klasse
UI_PET_GRADE_3,D Tier,D Klasse
UI_PET_GRADE_4,C Tier,C Klasse
UI_PET_GRADE_5,B Tier,B Klasse
UI_PET_GRADE_6,A Tier,A Klasse
UI_PET_GRADE_7,S Tier,S Klasse
UI_PET_EXP_MAX,Exp: 99.99%,Erfahrung: 99.99%
UI_PET_EXP,Exp: %.2f%%,Erfahrung: %.2f%%
UI_TOOLTIP_ABILITY,Bonus,Skill
UI_PET_HP,Energy: %d / %d,Energie: %d / %d
UI_PET_LEVEL,Lv%d,Lvl %d
UI_PET_DEAD,(DEAD),(Tot)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,Scroll-rerolled tier:
UI_TARGET_CLEAR,Clear the target,Ziel abwählen
UI_OPTION_TAB_UI,Interface,Benutzeroberfläche
UI_OPTION_AUTO_ATTACK,Auto Attack,Automatisch angreifen
UI_OPTION_FIXED_CAMERA,Fixed Camera,Feste Kamera
UI_OPTION_OTHER_DAMAGES,Display all damage,Gesamten Schaden anzeigen
UI_OPTION_HIDE_OTHER_PLAYERS,Hide other Players,Andere Spieler ausblenden
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,Transparentes Chatfenster
UI_OPTION_RIGHT_CLICK_MENU,Right Click Player Menu,Rechtsklick für das Spielermenü
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,MP- & FP-Anzeigen
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,Aktiviert FP- & MP-Anzeigen über dem Spieler.
UI_OPTION_SELECT_PETS,Select Pets,Pets auswählen
UI_FACE_SHOP_TITLE,Plastic Surgery,Beauty Shop
UI_FACE_SHOP_BASE_FACE,Friendly Face,Nettes Gesicht
UI_FACE_SHOP_NEW_FACE,New Face,Neues Gesicht
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,Zauberreichweite: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Kombo: %s
UI_TOOLTIP_COMBO_STEP,Step,Beginn
UI_TOOLTIP_COMBO_CIRCLE,Circle,Übergang
UI_TOOLTIP_COMBO_FINISH,Finish,Abschluss
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,Basisschaden: %d ~ %d
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,Angriffsskalierung
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,Heilungsskalierung
UI_TOOLTIP_SCALE_TIME,Time Scaling,Zeitskalierung
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling,Skalierung
UI_TOOLTIP_SCALE_PARAM_PER,per,Pro
UI_TOOLTIP_SCALE_PARAM_MAX,max,Max
UI_TOOLTIP_PVP,PVP,PVP
UI_TOOLTIP_PVE,PVE,PvE
UI_TOOLTIP_AROUND,Around,Ungefähr
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,Basisheilung: %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Base MP Heal: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Base FP Heal: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,Base Time: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PVP & Giants),/ %.2d:%.2d (PVP & Giants)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,Wahrscheinlichkeit: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PVP & Giants),/ %d%% (PVP & Giants)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,Abklingzeit: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PVP),/ %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PVP),Cooldown: %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,Beschwörungszeit: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face,Gesicht
UI_NEWCHAR_HAIR,Hair,Haare
UI_NEWCHAR_HAIR_COLOR,Hair Color,Haarfarbe
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press the Scroll Lock Key to toggle.,%dX Zoom. Drücke die Bildlauf-Taste um hin- und herzuwechseln.
UI_KEYBIND_CHAR_CONTROL,Movement Keys,Bewegungstasten
UI_KEYBIND_MOVE_FORWARD,Move Forward,Vorwärts Bewegen
UI_KEYBIND_MOVE_BACKWARD,Move Backward,Rückwärts Bewegen
UI_KEYBIND_TURN_LEFT,Turn Left,Nach links drehen
UI_KEYBIND_TURN_RIGHT,Turn Right,Nach rechts drehen
UI_KEYBIND_JUMP,Jump,Springen
UI_KEYBIND_WALK,Toggle Run/Walk,Gehen/Laufen umschalten
UI_KEYBIND_SKILL_COMBO,Action Slot,Action Slot
UI_KEYBIND_CLEAR_TARGET,Clear Target,Ziel abwählen
UI_KEYBIND_TRACE_TARGET,Follow Target,Ziel folgen
UI_KEYBIND_SELECT_TARGET,Select PVP Target,Wähle PvP-Ziel aus
UI_KEYBIND_APPLETS,Windows,Fenster
UI_KEYBIND_CAMERA,Camera Control,Kamerasteuerung
UI_KEYBIND_CAMERA_LEFT,Rotate Left,Nach Links drehen
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,Nach Rechts drehen
UI_KEYBIND_CAMERA_UP,Rotate Up,Nach Oben drehen
UI_KEYBIND_CAMERA_DOWN,Rotate Down,Nach Unten drehen
UI_KEYBIND_ZOOM_IN,Zoom In,Vergrößern
UI_KEYBIND_ZOOM_OUT,Zoom Out,Verkleinern
