Key,English,Traditional_Chinese
TEXTCLIENT_RECURRENCE,Your character’s skill points have been reset. Please redistribute your points in the Skill Tree window.,你的角色的技能點已被重置，請在技能樹視窗中重新分配您的點數。
TEXTCLIENT_CHOICEJOB,You have to choose a job at Lv 15.,等級15之後，必須選擇新職業轉職
TEXTCLIENT_ERROR_NOTEXPERTJOB,Not Expert Job,非熟練職業
TEXTCLIENT_EXPERTJOBS,Expert Job: %s,熟練職業：%s
TEXTCLIENT_EXPERTLEVEL,Expert Level: %d ~ %d,熟練等級：%d ~ %d
TEXTCLIENT_ERROR_NOTPROFESSIONALJOB,Not Professional Job,非專業職業
TEXTCLIENT_ERROR_NOTSPECIALISTJOB,Not Specialist Job,Not Specialist Job
TEXTCLIENT_PROFESSIONALJOBS,Professional Job: %s,專業職業：%s
TEXTCLIENT_PROFESSIONALLEVEL,Professional Level: %d ~~~,專業等級：%d ~~~
TEXTCLIENT_SPECIALISTJOBS,Specialist Job: %s,Specialist Job: %s
TEXTCLIENT_SPECIALISTLEVEL,Specialist Level: %d ~~~,Specialist Level: %d ~~~
TEXTCLIENT_SKILLPOINT_UP,New Skill Points are now available.,技能點數上升
TEXTCLIENT_REAPSKILL,You've learned %s. You can now allocate skill points to this ability.,你已經學會了 %s，現在可將技能點分配給此能力。
TEXTCLIENT_FLYLVLUP,Flying level up!,飛行等級上升
TEXTCLIENT_NEEDSATTACKITEM,You must equip either Arrows or the appropriate Poster or Vial to use this skill.,You must equip either Arrows or the appropriate Poster or Vial to use this skill.
TEXTCLIENT_BOSS_BIGMUSCLE_MSG1,How dare you come here!,你以為這裡是哪裡啊！怎麼給我闖進來了！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG2,You have no fear!,不怕死活的傢伙！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG3,I will be your executioner!,我要開始審判你們了！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG4,Don't make me angry!,不要讓我憤怒！
TEXTCLIENT_BOSS_BIGMUSCLE_MSG5,"%s, you fool! How dare you!",%s 我在這裡竟然還敢放肆！！
TEXTCLIENT_BOSS_MUSHMOOT_MSG1,I will crush your bones!,我要開始考驗你們了！！
TEXTCLIENT_BOSS_MUSHMOOT_MSG2,I will destroy you all!,我要下詛咒了！
TEXTCLIENT_BOSS_MUSHMOOT_MSG3,I will break you!,看看我的厲害吧！
TEXTCLIENT_BOSS_KRRR_MSG1,Who woke me?,既然吵醒我睡覺！
TEXTCLIENT_BOSS_KRRR_MSG2,%s! My axe and I will destroy you!,%s！ 我和我的斧頭會毀了你！
TEXTCLIENT_BOSS_KRRR_MSG3,Go to Hell!,我要讓你們下地獄！
TEXTCLIENT_SKILLLEVELLIMIT,Set %s' skill level: 1 ~ %d.,%s' 技能只能設定為1 ~ %d級
TEXTCLIENT_REQ_DARK,You are not in Dark Illusion mode.,不是幻影術的施展狀態
TEXTCLIENT_NEVERKILLSTOP,You cannot use the skill.,無法使用技能
TEXTCLIENT_NOTELEMWEAPON,Unable to use equipped item. Item needs an elemental upgrade first.,所裝備的物品本身沒有屬性，所以無法使用
TEXTCLIENT_DONOTUSEBUFF,Cannot use the skill at this time.,目前已有較高等級的技能，此等級技能無效！
TEXTCLIENT_NEEDSKILLITEM,You must equip either Arrows or the appropriate Poster or Vial to use this skill.,You must equip either Arrows or the appropriate Poster or Vial to use this skill.
TEXTCLIENT_SKILLWAITTIME,Please wait.,請稍後
TEXTCLIENT_SKILL_SELF,You use %s.,使用了%s
TEXTCLIENT_SKILL_SELF_INHERITED,You use %s (%s).,You use %s (%s).
TEXTCLIENT_SKILL_MATE,%s casts %s on you.,%s使用了%s
TEXTCLIENT_SKILL_MATE_INHERITED,%s casts %s (%s) on you.,%s casts %s (%s) on you.
TEXTCLIENT_EQUIP_DENIAL,Permission to view equipment denied.,拒絕查看的狀態
TEXTCLIENT_OPTIONREBOOT,You must restart the game for all changes to take effect.,您必須重新啟動遊戲才能使所有更新生效。
TEXTCLIENT_LIMITED_USE,You are already using this item. Try again after its effects have worn off.,已無法再使用其他物品
TEXTCLIENT_ITEM_LEVEL,Your level is too low. You can use that at level %s.,等級過低無法使用(必須等級 : %s)
TEXTCLIENT_NOTOVERLAP_USE,You cannot use these items at the same time.,無法與此物品重複使用
TEXTCLIENT_COND_USE,Takes effect when player dies.,死亡時生效
TEXTCLIENT_PK_LIMIT_DAY,%d Day,%d 天
TEXTCLIENT_PK_LIMIT_HOUR,%d Hr,%d 小時
TEXTCLIENT_PK_LIMIT_MINUTE,%d Min,%d 分鐘
TEXTCLIENT_PK_LIMIT_SECOND,%d Sec,%d 秒
TEXTCLIENT_DONOTUSE_RESTATE,Unable to reset your stats since you already have basic stats.,由於目前為基本屬性的狀態，所以無法重置。
TEXTCLIENT_NOTCHOAS,Only criminals can use this item.,不是罪犯，所以無法使用
TEXTCLIENT_GETKARMA,Recovered 1 Karma.,恢復了1級白目階級。
TEXTCLIENT_NTROUPEO10,Either you are not a party member or the party level is higher than 10.,您不屬於任何劇團，或劇團的等級已經到達10級
TEXTCLIENT_EXP_NOTUSE,"You cannot stack this scroll anymore. At level %d ~ %d, this scroll can only be stacked %d times.",無法重複使用。此在%d ~ %d等級，只可以重複使用%d個。
TEXTCLIENT_EXP_NOTUSELEVEL,You cannot use this scroll. This scroll is only available for level %d ~ %d.,無法使用，此物品只能在%d ~ %d等級之間才可以使用。
TEXTCLIENT_EXPITEM_TOOLTIP,*** Your Experience rate has been amplified by #cffff5a50%d%%#nc ***,*** 你的經驗值增加了#cffff5a50%d%%#nc ***
TEXTCLIENT_EXP_COUTMSG0,The time left,剩下的時間
TEXTCLIENT_EXP_COUTMSG1,First:,第一：
TEXTCLIENT_EXP_COUTMSG2,Second:,第二：
TEXTCLIENT_EXP_COUTMSG3,Third:,第三：
TEXTCLIENT_EXPBOX_INFO_MSG,You can recover some of your Experience If you return to the place where you died.,如果你返回死亡的地點，可恢復部分的經驗。
TEXTCLIENT_NOT_EXPBOX,You can not use it.,無法使用
TEXTCLIENT_EXPBOX_EAT,You have recovered 30% of decreased Experience from your death.,你恢復了從死亡中減少30%的經驗值。
TEXTCLIENT_ADMIN_INVISIBLE,Invisible,隱形
TEXTCLIENT_ADMIN_IMMORTAL,Undying1,無敵
TEXTCLIENT_ADMIN_IMMORTALHALF,Undying2,半無敵
TEXTCLIENT_ADMIN_NOMOVING,Freeze player,禁止移動
TEXTCLIENT_ADMIN_MIGHTY,OneKill,秒殺
TEXTCLIENT_TELESKILL_CLICK,Touch on the ground where you want to use %s.,觸摸你想使用 %s 的地面。
TEXTCLIENT_CREATEMON_CLICK,Touch on the ground where you want to invoke the monster.,觸摸你想要召喚怪物的地面。
TEXTCLIENT_TELESKILL_CANCEL,%s invocation was cancelled.,%s 召喚已取消。
TEXTCLIENT_CREATEMON_CANCEL,Monster invocation was cancelled.,怪物召喚被取消。
TEXTCLIENT_USEAIRCRAFT,"In order to ride a flying vehicle, you must reach level 20.",若要裝備飛行器具（滑板、掃帚），飛行等級必須到達1級。角色等級到達20級時，飛行等級自動會升為1級
TEXTCLIENT_QUEST_DISGUISE_NOTFLY,You cannot fly while transforming.,變身時無法飛行
TEXTCLIENT_UPGRADE_FIRE,Fire,火
TEXTCLIENT_UPGRADE_WATER,Water,水
TEXTCLIENT_UPGRADE_ELECTRICITY,Electric,雷
TEXTCLIENT_UPGRADE_WIND,Wind,風
TEXTCLIENT_UPGRADE_EARTH,Earth,地
TEXTCLIENT_RUN,Run,切換成跑步
TEXTCLIENT_WALK,Walk,切換成走路
TEXTCLIENT_CANNOT_DROPMONEY,You cannot drop your Penya on the ground.,在遊戲內無法掉金幣
TEXTCLIENT_NOTDROP,You cannot drop a premium item on the ground.,此物品無法丟棄到地上
TEXTCLIENT_QUEITMWARNING,The quest will not progress without this item. Continue discarding item?,丟棄物品！丟棄此物品之後，可能無法進行任務。確定要丟棄嗎
TEXTCLIENT_FLIGHTDROP,You cannot drop items while flying.,為了防止地面上的玩家被砸到，請勿在空中亂丟棄東西
TEXTCLIENT_TRADELIMITITEM,You cannot drop items while trading.,交易時，無法將物品丟棄到地上
TEXTCLIENT_FALLING_RIDENOTUSE,Only wings can save you when you fall,當你墜落時只有翅膀能救你
TEXTCLIENT_INVALIDSHOPNAME,This shop name is not allowed.,不允許使用此商店名稱。
TEXTCLIENT_GUILDCOMBAT_CANNOT_TRADE,You cannot trade in the Guild Siege arena.,活動期間不能交易。
TEXTCLIENT_FAIL_TO_OPEN_SHOP,Private Shops are unavailable in this area.,無法架設個人商店的地區
TEXTCLIENT_NPC_RADIUS,You cannot open a Private Shop near an NPC.,NPC 附近無法開啟個人商店
TEXTCLIENT_PRIVATE_SHOP_EMPTY,All items of the private shop were sold.,個人商店的所有物品都賣光了。
TEXTCLIENT_CHEER_MESSAGE1,Cheer Message Point(s): %d/3,可以鼓勵的點數：%d/3
TEXTCLIENT_CHEER_MESSAGE2,Time left until the next point,剩下時間
TEXTCLIENT_CHEER_MESSAGE3,%s sent you a cheer message of friendship!,%s給您鼓勵了
TEXTCLIENT_CHEER_MESSAGE4,%s sent you a cheer message of love!,%s對你使用了鼓勵
TEXTCLIENT_CHEER_MESSAGE5,Your cheer points have increased by 1.,鼓勵點數增加了
TEXTCLIENT_CHEER_NO1,Unable to send cheer message. Please try again after %s minutes.,現在沒有可以鼓勵其他玩家的點數，%s分之後，就可以使用了！
TEXTCLIENT_CHEER_NO2,Please select a player to cheer. You can only send cheer messages to players other than yourself.,沒有選擇玩家。無法對自己使用
TEXTCLIENT_COLLECT_EQUIP,You need to equip a collector.,你需要裝備一個收集器。
TEXTCLIENT_COLLECT_TARGET,"Cannot collect, no dead catcher monster targeted.",無法收集，沒有鎖定死亡捕手怪物。
TEXTCLIENT_COLLECT_EMPTY,Insufficient supplements.,此怪物的資源已經被取完了
TEXTCLIENT_COLLECT_ERROROTHER,Unable to collect resource from a monster killed by another player.,這是其他玩家獵殺的怪物，所以您無法馬上採集物品
TEXTCLIENT_HARVEST_EQUIP,You need to equip harvesting gloves.,你需要裝備收成手套。
TEXTCLIENT_HARVEST_RECEIVE,You have harvested %s x%d.,你已經收成了 %s x%d。
TEXTCLIENT_HARVEST_CARRIER,A harvest carrier has been revealed! Kill it to gain its extra berries.,已發現一個收成的運送！殺死它以獲得額外的莓果。
TEXTCLIENT_HARVEST_COOLDOWN,"You cannot currently open it, try again in a few seconds.","You cannot currently open it, try again in a few seconds."
TEXTCLIENT_NOTREADY_USESHOP,Please try again after taking off the head item,請先把裝備在頭部的道具卸下後再使用
TEXTCLIENT_SHOP_CHOICE,Selected,所選擇的
TEXTCLIENT_CHANGE_HAIR,Change your Hair,變更髮型
TEXTCLIENT_SHOP_COST,Price is,費用是
TEXTCLIENT_SHOP_PENYA,Penya.,金幣。
TEXTCLIENT_CHANGE_HAIR_QUESTION,Do you want to change your hair?,您要更改髮型嗎?
TEXTCLIENT_TRADEREQUEST,You have offered to trade with %s.,您對%s提出交易要求
TEXTCLIENT_ALREADY_TRADING,The player is already trading.,玩家已經在交易。
TEXTCLIENT_BATTLE_NOTTRADE,The player cannot trade while fighting.,玩家不能在戰鬥中進行交易。
TEXTCLIENT_TRADECANCEL,The trade has been cancelled.,交易已取消。
TEXTCLIENT_CANNOTTRADE_ITEM,This item cannot be traded.,無法交易的虛寶
TEXTCLIENT_CANNOTTRADE_EDIT,You cannot add into or remove items from the trading window anymore after the first confirmation.,已按下確認，所以無法再增加或移除想交易的物品
TEXTCLIENT_TRADEACCEPT,%s has completed the trade.,%s確認了交易的內容
TEXTCLIENT_FINALCONFIRM,%s pushed final confirmation.,%s 已經做了最後確認
TEXTCLIENT_TRADEAGREE,You agreed to trade.,開啟交易
TEXTCLIENT_TRADEREFUSE,You refused to trade.,關閉交易
TEXTCLIENT_SBEVE_NOTUSEITEM,You cannot use that item.,無法使用物品
TEXTCLIENT_PIERCING_POSSIBLE_ITEM,The item cannot be pierced.,無法穿洞的物品
TEXTCLIENT_STILL_DEVELOPMENT,This functionality is still in development.,此功能仍在開發中。
TEXTCLIENT_ENDUSE,You may no longer use %s . That item has expired.,%s的使用期限已經到了
TEXTCLIENT_DAYUSE,You can use the %s for %d days.,%s的使用時間為%d天以內
TEXTCLIENT_TIMEUSE,Time remaining on %s: %d days.,%s的使用時間為%d時間以內
TEXTCLIENT_ITEM_EXPIRED,This item has expired.,有效期限已經超過的物品
TEXTCLIENT_NOTUPGRADE,The item cannot be equipped or moved during refining.,精鍊中的物品無法使用
TEXTCLIENT_CARDRESHUFFLE_NOTAVAILABLE,Registration is not possible because the grade is not correct.,由於等級不符，無法註冊。
TEXTCLIENT_ERROR_NOPIERCING,There is no space to put a card.,沒有可以放入卡片的空間
TEXTCLIENT_PIERCINGFAIL,Piercing failed.,嗚…穿洞精鍊失敗了
TEXTCLIENT_PIERCINGSUCCESS,Piercing Succeeded.,恭喜！穿洞精鍊成功了
TEXTCLIENT_REMOVE_PIERCING_ERROR,Only suits pierced with cards can be used.,透過Pirceing賦予卡片選項的套裝才可以使用
TEXTCLIENT_PIERCING_REMOVE_SUCCESS,Your pierced card has been removed succesfully.,成功去除卡片
TEXTCLIENT_NOTEQUALITEM,This item cannot be used.,無法用在此物品上
TEXTCLIENT_PREMIUM_NOTUPGRADE,Premium item cannot be refined.,收費物品無法精鍊
TEXTCLIENT_WRONGSUPITEM,Wrong supplement item.,這不是符合的精鍊寶石
TEXTCLIENT_USE_PIERCING_MENU,You can use this item with Piercing menu at Weapon Shop.,您可以在武器商店的打洞選單中使用此道具。
TEXTCLIENT_USE_ACCESSORY_MENU,You can use this item with Accessory Upgrade menu at Weapon Shop.,您可以在武器商店的配件升級選單中使用此道具。
TEXTCLIENT_USE_UPGRADE_MENU,You can use this item with Upgrade menu at Armor Shop.,您可以在防具商店 的升級選單中使用此道具。
TEXTCLIENT_USE_INVENTORY_WINDOW,Double click on this item in Inventory window to use it.,在物品欄的視窗點擊兩次來使用它。
TEXTCLIENT_NOTELEUPGRADE,Item cannot be upgraded using this element.,此物品無法再進行屬性精鍊了
TEXTCLIENT_UPGRADE_ERROR_TWOELEMENT,You cannot put two different elements on one item.,一種物品無法擁有兩種屬性
TEXTCLIENT_WRONGUPLEVEL,Using wrong item to upgrade.,精鍊材料的等級不符
TEXTCLIENT_UPGRADE_MAXOVER,Can only upgrade up to Level 10.,只能升級到10級。
TEXTCLIENT_ACCESSORY_MAXOVER,Jewelry can be upgraded to +20.,寶石可以升級到+20。
TEXTCLIENT_UPGRADE_ERROR_WRONGUPLEVEL,Using wrong item to upgrade.,精鍊材料的等級不符
TEXTCLIENT_UPGRADE_ERROR_NOSUPSTONE,Not enough supplement item.,精鍊寶石不足
TEXTCLIENT_UPGRADE_FAIL,The upgrade has failed.,嗚… 精鍊失敗了
TEXTCLIENT_UPGRADE_SUCCESSFUL,Upgrade Succesful!,恭喜~精鍊成功了
TEXTCLIENT_REMOVE_ERROR,That weapon is not possible to remove the element upgrading. Try again after checking.,該虛寶無法解除屬性精鍊，請重新使用
TEXTCLIENT_REMOVE_ATTRIBUTE_CONFIRM,The element of weapon was removed.,該武器的屬性精鍊解除了
TEXTCLIENT_DEPEN_USE,This item takes effect once your character dies. Do you want to use it?,此物品在角色死亡時生效，請問要使用嗎
TEXTCLIENT_SKILLINIT,This item resets your skills. Do you want to use this item?,技能將初使化。請問要使用物品嗎
TEXTCLIENT_ERROR_SKILLRECCURENCE,Your skill has already been reset.,技能已初始化
TEXTCLIENT_NOTUSEVAG,You can use this item after your 1st job change.,一轉後才可以使用
TEXTCLIENT_CHECKEQUIP,Please unequip the item first.,請先卸除裝備上的物品。
TEXTCLIENT_PK_BLINK_NO,You cannot use a blinkwing at Kebaras.,你無法在卡巴拉斯使用回卷。
TEXTCLIENT_BLINK_EVENT_NO,You cannot use a blinkwing during event.,你無法在活動期間使用回卷。
TEXTCLIENT_GUILDCOMBAT_NO_OUTWAR,You cannot use Blinkwings to escape the Guild Siege arena.,在公會對戰場，無法使用回城卷或離開
TEXTCLIENT_ARENA_BLINKPOOL,You cannot use Blinkpool in the Arena.,你無法在競技場裡使用風之傳送。
TEXTCLIENT_WARNINGCCLS,Your stats will reset after you change your job. Do you want to change your job?,轉職之後，所有的技能變為初始化，您要轉職嗎？
TEXTCLIENT_CHANGECLASS,You successfully changed your Job to %s.,您的職業已變更為%s了
TEXTCLIENT_RETURN_USEITEM,The item loses its potency 4 hours after being equipped if not returned to the inventory . Do you want to use the item?,使用此物品之後，4小時之內沒有回到原來位子時，物品的效果會消失。您要使用嗎
TEXTCLIENT_LIMITZONE_USE,Unable to use item in the limit zone.,此地區無法使用此物品
TEXTCLIENT_ON_EVENT,The '%s' event is underway! Visit %s for event details!,'%s' 活動正在進行中！ 訪問 %s 了解活動詳情！
TEXTCLIENT_ON_EVENT_DESC,The '%s' event is underway! %s,'%s' 活動正在進行中！ %s
TEXTCLIENT_START_EVENT,The '%s' event has just started. Visit %s for event details!,%s' 活動已經開始。 訪問 %s 了解活動詳情！
TEXTCLIENT_START_EVENT_DESC,The '%s' event has just started. %s,'%s' 活動剛剛開始。 %s
TEXTCLIENT_END_EVENT,The '%s' event is over.,%s' 活動已經結束了
TEXTCLIENT_ARENA_DISABLED,Arena is not available on this channel.,此伺服器不提供競技場。
TEXTCLIENT_CREATEMON_F_15,Summoning should be used on players that are 15 meters or closer to you.,召喚只能在15米內生效
TEXTCLIENT_CREATEMON_F_AREA,You can not summon there.,選擇的地區無法召喚
TEXTCLIENT_CREATEMON_S,You have summoned %s.,召喚%s
TEXTCLIENT_PRIORITYSUMMONMOB,This monster was summoned by %s. You cannot attack it.,這是%s大人召喚的怪物，所以不能攻擊。
TEXTCLIENT_CREATEMON_LIMIT,You cannot summon anymore monsters. Please wait and try again.,無法再繼續召喚召喚獸，請稍後再嘗試。
TEXTCLIENT_GETPKPOINT,You recovered your Karma points by %d.,恢復了%d 白目點數
TEXTCLIENT_DECPKPOINT,%d Karma points have been reduced.,已減少 %d 白目點數。
TEXTCLIENT_PK_MARKETNOUSE,You cannot use stores if your Karma grade is Vicious.,紅人無法使用商店
TEXTCLIENT_PKDEAD,You have been slain by %s.,%s將您擊倒
TEXTCLIENT_GETFAMEPOINT,You gained %d fame points.,獲得了 %d 名譽值
TEXTCLIENT_DECFAMEPOINT,You lost %d fame points.,你失去了 %d 名譽值。
TEXTCLIENT_BANKWRONGPASS,Wrong password. Please try again.,密碼錯誤。 請再試一次。
TEXTCLIENT_BANKFULL,The bank is full.,銀行已滿。
TEXTCLIENT_PK_LEVEL_GAP,Unable to duel. Level gap is more than 30.,等級相差30級時，無法進行對戰
TEXTCLIENT_PK_SAFETY_NO,You cannot duel in a safety zone.,安全地區無法進行對戰
TEXTCLIENT_PK_SAME_NO,You can duel only if the other player is in the same place as you.,在同一區才可以進行對戰
TEXTCLIENT_PK_CHANGEJOB_NO,You can only duel after your 1st job-change.,一轉後，可以進行對戰
TEXTCLIENT_PK_PARTY_LIMIT,You cannot duel with party members.,無法與同劇團的人對戰
TEXTCLIENT_PK_MODE_REJECT,The other player is in duel rejection mode.,對方是拒絕對戰狀態
TEXTCLIENT_DUELNO,%s refused to duel.,%s拒絕了您的對戰申請
TEXTCLIENT_DUELSTART,Duel with %s started!,您與%s之間的對戰開始了
TEXTCLIENT_DUELCANCEL,The duel has been cancelled.,取消對戰
TEXTCLIENT_PK_NO_IPARTYLEADER,You are not the Party leader.,您不是劇團團長
TEXTCLIENT_PK_NO_UPARTYLEADER,The other member is not the Party leader.,對方不是劇團團長
TEXTCLIENT_PK_NO_DUEL,You cannot duel with the other player currently.,您目前無法與其他玩家決鬥對戰。
TEXTCLIENT_PDSTART,Duel has started with %s party.,與%s劇團的對戰要開始了
TEXTCLIENT_PVPLEAVE,"Party duel mode of %s was finished. If you join duel again, you will be penalized according to PK rules.",%s的劇團PVP已經結束了。繼續參加PVP的話，會依照規則得到懲罰喔
TEXTCLIENT_PDCANCEL,Duel has been cancelled.,取消了劇團對戰
TEXTCLIENT_PDVICTORY,You won the party duel.,在劇團對戰中戰勝了
TEXTCLIENT_PDLOSE,You lost the party duel.,在劇團對戰中戰敗了
TEXTCLIENT_DONOTUSE_SHOP,You cannot use that item while using Hair Stylist or Plastic Surgeon.,使用髮型變更卷 / 整容卷時，無法使用該虛寶
TEXTCLIENT_CASHSHOP_NOACCOUNT,You cannot use the Flyff Shop without account. Please link an account.,你在Flyff商店沒有帳號是無法使用商店，請登入一個帳號。
TEXTCLIENT_CASHSHOP_INVALIDPRODUCT,This product is invalid.,此產品無效。
TEXTCLIENT_CASHSHOP_SERVEROFFLINE,Cannot use Flyff Shop because the server is offline.,伺務器處於離線狀態，無法使用 Flyff商店。
TEXTCLIENT_CASHSHOP_LACKCASH,You don't have enough money to purchase the item. Reload your account before purchasing.,您沒有足夠的錢購買該道具。購買前請重新載入您的帳號。
TEXTCLIENT_CASHSHOP_PURCHASEEXCEED,You reached the maximum amount of purchases per character for this product.,您已達到此產品所設定的每個角色最大購買量。
TEXTCLIENT_CASHSHOP_UNKNOWNERROR,"Unknown error, please try again.",未知錯誤，請再試一次。
TEXTCLIENT_CASHSHOP_PURCHASESUCCESS,Thank you for your purchase! If the inventory is full please make room and login again to receive the item.,感謝您的購買！如果倉庫物品欄已滿，請騰出空間並重新登入以接收道具。
TEXTCLIENT_CASHSHOP_INVALIDPLAYER,The player is invalid and cannot use Flyff Shop.,角色無效，無法使用Flyff商店。
TEXTCLIENT_CASHSHOP_TIMEOVER,The operation is taking too much time. Please try again.,操作時間過長。請再試一次。
TEXTCLIENT_FATHER,#cff0000ff I am your father!#nc,#cff0000ff我是你老爸啦！！#nc
TEXTCLIENT_MOTHER,#cff0000ff I am your mother!#nc,#cff0000ff我是你老娘啦！#nc
TEXTCLIENT_COMNOHAVECOM,Cannot cancel because you do not belong to a guild.,您沒有所屬公會，所以沒有可解散的公會
TEXTCLIENT_COMDELNOKINGPIN,Only the guild leader can disband the guild.,您不是公會首領，所以無法解散公會
TEXTCLIENT_GUILDWARREQLV6,Your guild level has to be higher than 5 to declare a guild duel.,公會等級6以上才能宣戰
TEXTCLIENT_GUILDWARSTILLNOWAR,Unable to declare war during guild duel.,無法對正在進行公會戰的公會提出宣戰
TEXTCLIENT_GUILDWARNOTHINGGUILD,That Guild does not exist.,無法找到此名稱的公會
TEXTCLIENT_GUILDWAROTHERLV6,Unable to declare a guild duel. Opposing guild level is below 6.,對方公會的公會等級未到6級，所以無法對他們宣戰
TEXTCLIENT_GUILDWARMASTEROFF,The opposing Guild Leader is offline.,對方公會的首領目前是離線狀態
TEXTCLIENT_GUILDWARMEMBER10,The opposing guild must have at least 10 members.,對方公會的成員必須要10名以上
TEXTCLIENT_GUILDWAROTHERWAR,The other guild is already participating in a guild duel.,對方公會正在進行公會戰
TEXTCLIENT_GUILDWARDECLINED,Opposing guild leader declined the duel.,對方公會會長拒絕了決鬥對戰。
TEXTCLIENT_GUILDWARNOFINDGUILD,Cannot find the guild that declared a guild duel.,無法找到宣戰的公會
TEXTCLIENT_PK_NOFLIGHT_DURING,You cannot duel when only one player is flying.,只有一名玩家飛行時，是無法進行決鬥對戰。
TEXTCLIENT_GUILDWARERRORDUEL,You cannot duel during a guild duel.,進行公會對戰時，無法申請個人對戰
TEXTCLIENT_GUILDWARSTART,A guild duel has started between %s Guild and %s Guild.,%s公會與%s公會的對戰開始了
TEXTCLIENT_GUILDWARSTILL,A guild duel between %s Guild and %s Guild is in progress.,%s公會與%s公會正在進行公會戰
TEXTCLIENT_GUILDWARDOING,You are at war with another guild.,目前已參加了公會戰
TEXTCLIENT_SHOUTAGREE,Shout messages allowed,允許留言
TEXTCLIENT_SHOUTREFUSE,Shout messages refused,拒絕留言
TEXTCLIENT_GUILDWARWIN_MASTER,A Guild Leader has been killed!,擊倒公會首領
TEXTCLIENT_GUILDWARWIN_GIVEUP,Victory! Opponent guild has conceded.,對方公會的投降數
TEXTCLIENT_GUILDWARWIN_TIMEUP,Victory by default!,公會首領上線時間占優勢
TEXTCLIENT_GUILDWARWIN_KILLNUM,Victory due to number of opponents killed!,擊倒對方公會成員次數占優勢
TEXTCLIENT_GUILDWARWIN,The guild duel between %s and %s has finished. The Guild %s has won. %s.,%s公會與%s公會的對戰中，%s 公會以%s勝利了
TEXTCLIENT_GUILDWARPEACE,%s and %s have agreed to a truce.,%s公會與%s公會休戰了
TEXTCLIENT_GUILDWARDRAW,The guild duel between %s and %s resulted in a tie.,%s公會與%s公會的對戰結果是不分勝負
TEXTCLIENT_GUILDWARNOETC,You are either not participating in a guild duel or have already given up.,目前沒有參加公會戰或是投降狀態
TEXTCLIENT_GUILDWARGIVEUP,%s of %s Guild has given up.,%s公會的%s投降了
TEXTCLIENT_GUILDWARPEACEDECLINED,Opposing guild declined the truce.,對方公會拒絕休戰。
TEXTCLIENT_GUILDWARDEAD,"A warrior of %s Guild, %s, has been killed.",%s 公會的一名戰士 %s 被殺。
TEXTCLIENT_DISGUISE_DNT_WING,You cannot use a Trans and Glow item at the same time.,你無法同時使用變身球和輝光。
TEXTCLIENT_NOTUSESKILL_ITEMUSE,You used the same item earlier. Try again after its effects have worn off.,正在使用同樣的物品，目前使用的物品使用完畢後再使用
TEXTCLIENT_COUPLERING_ERR01,You have engraved the name '%s' on this ring. Give it to your sweetheart!,已經擁有 %s的名字了，請送給心愛的人吧！
TEXTCLIENT_COUPLERING_CARVE,An engraving reads '%s'. Give it to your sweetheart!,已經刻好 %s的名字了，請送給心愛的人吧！
TEXTCLIENT_COUPLERING_NOTONLINE,The player with the name engraved on this ring is not online.,這枚刻有名字戒指的玩家不在線。
TEXTCLIENT_COUPLERING_ERR02,You can not go to %s from here.,在這裡無法移動到 %s身邊
TEXTCLIENT_COUPLERING_ERR03,You can not go to who is flying.,無法移動到飛行中的人身邊
TEXTCLIENT_RANDOMSCROLL_ERROR,This item can only be used on applicable weapons and armor.,這虛寶只能使用在武器和防具
TEXTCLIENT_RANDOMSCROLL_CONFIRM,Do you want to apply a random stat upgrade to the following item?\n%s,您想對以下道具使用隨機屬性升級嗎？\n%s
TEXTCLIENT_RANDOMSCROLL_CONFIRM1,This will overwrite the previous random stat upgrade that was applied. Do you want to continue?,之前使用的隨機屬性升級將被覆蓋，你想繼續嗎？
TEXTCLIENT_RANDOMSCROLL_SUCCESS,%s has been enchanted with %s +%d.,%s使用了虛寶%s+%d
TEXTCLIENT_STATE_NOTUSE,You cannot use %s,%s 無法使用
TEXTCLIENT_TRADE_NOTUSE,Trading,交易
TEXTCLIENT_TRADE_NOTUSE1,Because the person is trading.,對方交易中
TEXTCLIENT_DIE_NOTUSE,If the person is dead,死亡時
TEXTCLIENT_DIE_NOTUSE1,Because the person is dead,對方已死亡
TEXTCLIENT_VENDOR_NOTUSE,On opening a private shop,使用個人商店中
TEXTCLIENT_VENDOR_NOTUSE1,Because the person is on opening a private shop,對方使用個人商店中
TEXTCLIENT_ATTACK_NOTUSE,In Combat,戰鬥中
TEXTCLIENT_ATTACK_NOTUSE1,Because the person is in combat.,對方進行戰鬥中
TEXTCLIENT_FLY_NOTUSE,On flying,飛行中
TEXTCLIENT_FLY_NOTUSE1,Because the person is flying.,對方正在飛行中
TEXTCLIENT_DUEL_NOTUSE,In Duel,在對戰中
TEXTCLIENT_DUEL_NOTUSE1,Because the person is in duel.,因為這角色在對戰中
TEXTCLIENT_GAME_EVENT_WORLD_NOTUSE,In event area,在活動地區時
TEXTCLIENT_PRISON_WORLD_NOTUSE,In Kebaras,在卡巴拉斯
TEXTCLIENT_SUMMON_FRIEND_MY_NOUSE,You can not use item to yourself.,無法使用在自己身上
TEXTCLIENT_SUMMONFRIEND_NOUSER,%s is not online.,%s不在線上
