Key,English,Traditional_Chinese
UI_ITEM_TRANSY_PUT1,Please input an item on the left column.,在左邊的欄位裡放入要變換的物品
UI_CHANGE_NAME_TITLE,Change Name,變更名字
UI_CHANGE_NAME_INPUT,Enter your new name,輸入你的新名稱
UI_CHANGE_NAME_PET_TITLE,Change Pet Name,寵物名稱更改
UI_CHANGE_NAME_PET_INPUT,Leave empty to reset to the default name,留空以重製成預設名稱
UI_CHANGE_NAME_PET_LABEL,Pet Name:,寵物名稱：
UI_NAVIGATOR_MARK,Mark:,標記：
UI_MAP_MARK_ADD,Add Mark,加入標記：
UI_MAP_MARK_DELETE,Delete,刪除角色
UI_MAP_MARK_DELETE_ALL,Delete All,刪除全部
UI_MAP_MARK_PUT_CHAT,Put it in the chat,放入聊天視窗
UI_MAP_MARK_CHANGE_NAME,Name Change,變更名稱
UI_MAP_MARK,Position,位置
UI_MAP_MARK_NAME_TITLE,Position Name Change,位置名稱變更
UI_MAP_MARK_NAME_INPUT,Please put new name,請輸入要變更的名字。
UI_TOOLTIP_EQUIPPED,[ Equipped ],[ 已裝備 ]
UI_TOOLTIP_ACTIVESELF,Also Casted on You,Also Casted on You
UI_TOOLTIP_ACTIVETARGET,Also Casted on Target,Also Casted on Target
UI_TOOLTIP_CHANGEIFHAS,If you have %s,If you have %s
UI_TOOLTIP_CHANGEIFHAS_TARGET,If the target has %s,If the target has %s
UI_TOOLTIP_GAINSTACKS,%s Stacks Gained: %d,%s Stacks Gained: %d
UI_TOOLTIP_GAINSTACKS_PVP,%s Stacks Gained: %d / %d (PvP),%s Stacks Gained: %d / %d (PvP)
UI_ITEM_LINK_TITLE,Linked Item Info.,相關物品情報
UI_BEAUTY_SHOP_COUPON_TITLE,Use Coupon,使用交換卷
UI_BEAUTY_SHOP_COUPON_MSG,You have a Free Coupon. Do you want to use it now?,要使用免費交換卷嗎?
UI_BEAUTY_SHOP_COUPON,Using the Free Coupon.,使用中
UI_GUILD_MEMBER_TIP,#b%s#nb\nContribution: %s\nPenya Contribution: %s\nNumber of times surrendered: %d,#b%s#nb\n貢獻度：%s\n金幣捐獻：%s\n投降次數：%d
UI_REMOVE_ELEM_TITLE,Apply Attribute,屬性確認
UI_REMOVE_ELEM_MSG,You can only trade or unequip the item after removing its elemental attributes. Will you remove them?,要先將目前的屬性攻擊力與防禦力解除，才能移除裝備。您要解除嗎
UI_HOME_LOGIN_ENTER_TIP,Enter Account ID,請輸入使用者帳號
UI_HOME_PASSWORD_TIP,Enter Password,請輸入密碼
UI_CHAT_NORMAL_TIP,Send normal messages.,使用一般訊息傳送
UI_CHAT_WHISPER_TIP,Send whispering messages.,使用密語傳送訊息
UI_CHAT_SHOUT_TIP,Send shouting messages.,使用大喊傳送訊息
UI_CHAT_PARTY_TIP,Send messages to party members.,對劇團成員傳送訊息
UI_CHAT_GUILD_TIP,Sending messages to guild members.,對公會成員傳送訊息
UI_CHAT_SYSTEM_TIP,Open System Message Window,顯示系統訊息視窗
UI_CHAT_FILTER_TIP,Filter function which allows you to filter the chatting.,篩選功能可以選擇要表示的頻道。
UI_MESSENGER_MEMO_TIP,Able to check received messages when you are disconnected.,可以看到在離線狀態時收到的訊息
UI_GUILD_WAR_DECLARE_TIP,Request a Guild Duel,申請公會戰
UI_GUILD_WAR_PEACE_TIP,Propose a truce to the senseless violence and fighting.,對沒有意義的戰鬥提出休戰
UI_GUILDBANK_SUPPORT_TIP,Make a Contribution to your Guild.,對公會做出貢獻
UI_GUILDBANK_CLOAK_TIP,Create a Guild Cloak with the logo you selected. (Guild Level 4),如果已經確定公會徽章，即可製作專屬的披風（公會等級4）
UI_GUILDBANK_LOG_TIP,Open Guild Bank Log window.,開啟公會銀行記錄窗
UI_APP_DEBUG_TIP,Debug Window,開啟Debug視窗
UI_APP_INFO_PANG_TIP,Summon Info-Pang.,讓情報胖登場
UI_APP_FAQ_TIP,FAQ,FAQ
UI_APP_TIPS_TIP,Tips,小提示
UI_APP_HELP_TIP,Help,幫助
UI_APP_GUILD_TIP,Manage your Guild.,查看你的公會
UI_APP_PARTY_TIP,Manage your Party.,查看你的劇團
UI_APP_COUPLE_TIP,Manage your Couple.,Manage your Couple.
UI_APP_MESSENGER_TIP,Manage your Friends List,查看你的好友
UI_APP_ITEMDURATION_TIP,Displays the duration of Cash Shop items.,可查看收費物品剩下的時間
UI_APP_CASHSHOP_TIP,Opens the Premium Item Shop.,使用收費物品商店
UI_APP_QUEST_TIP,Shows the Quest Diary.,顯示任務目錄
UI_APP_PRIVATESHOP_TIP,Allows you to open a Private Shop.,可開啟個人商店
UI_APP_SKILL_TIP,Displays the Skills Menu.,顯示技能清單
UI_APP_INVENTORY_TIP,Opens your inventory.,顯示您目前擁有的物品
UI_APP_CHARINFO_TIP,Shows detailed information about your character.,顯示角色的情報
UI_APP_MOTION_TIP,Use emoticons and motions to express yourself.,動作及情感表現
UI_APP_STATUS_TIP,Character Status,角色的狀態
UI_APP_CHAT_TIP,Open a chat window.,開啟聊天視窗
UI_APP_QUIT_TIP,Exit Program,結束程式
UI_APP_SUPPORT_TIP,Open the Customer Support.,開啟消費者支援
UI_APP_PRIVACY_TIP,Open the privacy tab.,Open the privacy tab.
UI_APP_LOGOUT_TIP,Logout,登出
UI_APP_OPTION_TIP,Option,選項
UI_APP_MAP_TIP,A Map of the World,可以看到全世界的地圖
UI_APP_NAVIGATOR_TIP,A mini-map to help you find your way.,提供地圖、道路等…旅行時必要的基本功能
UI_APP_NOTICE_TIP,Notice,公告
UI_OPTION_OLD_KEYBOARD_MODE,Basic Keyboard Mode,基礎鍵盤模式
UI_GUILDCOMBAT_OFFER_TITLE,Apply for Guild Siege,申請公會戰
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION,Total Application Fee,總累計金額
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION_TIP,"Of the total application fees paid by the 10 highest paying Guilds, 35% is paid to the winning Guild.",前10高付費公會所累計的金額中，勝利的公會將得到其中35%。
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION,Current Application Fee,當前的累積獎金
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION_TIP,Select a blank space and input the application fee,請在視窗裡輸入申請金額
UI_GUILDCOMBAT_OFFER_PRIZEDETAIL,Prize Details,禮物說明
UI_GUILDCOMBAT_OFFER_PRESENT,1 Win: Dragon Cloak of the Initiate\n2 Wins Straight: Dragon Cloak of the Adept\n3 Wins Straight: Dragon Cloak of the Master\n4 Wins Straight: Dragon Cloak of the Hero,1勝：創始者的龍斗篷\n2連勝：行家的龍斗篷\n3連勝：大師的龍斗篷\n4連勝：英雄的龍斗篷
UI_GUILDCOMBAT_OFFER_CONFIRM,You have paid %d penya. Do you want to pay additional %d penya?,目前已支付%d金幣，你想支付額外的%d金幣嗎?
UI_GUILDCOMBAT_OFFER_ACCEPT_TIP,Apply for Guild Siege.,申請公會戰
UI_GUILDCOMBAT_OFFER_PRESENT_TIP,"For prize details, please ask the Guild Manager, Donaris.",禮物的詳細說明請洽詢公會管理員多拿里斯。
UI_GUILDCOMBAT_STATE_TITLE,Present Guild Siege Application Requirements,公會戰的申請狀況
UI_GUILDCOMBAT_STATE_TIMELEFT,Time Left,剩餘時間
UI_GUILDCOMBAT_STATE_TIMELEFT_TIP,Time left until next Guild Siege,距離公會戰開打所剩下的時間
UI_GUILDCOMBAT_STATE_TOTALBID,Total Bid:,總累計投標金：
UI_GUILDCOMBAT_STATE_TOTALBID_TIP,"From the combined bids paid by the 10 highest paying Guilds, 35% is paid to the winning Guild.",從10個最高投標金的公會的投標金，勝利的公會將得到其中35%。
UI_GUILDCOMBAT_STATE_BIDRANKING,Bid Ranking,投標排名
UI_GUILDCOMBAT_STATE_BIDRANKING_TIP,Your Guild cannot join a Guild Siege if your Guild Bid is ranked below 10th place. Please try again.,如果您的公會投標排名未達到前10名，則無法參加本次的公會對戰，請再重試一次。
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM,Current Minimum Bid,目前最低投標金額
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM_TIP,Current Guild Bid:,您的公會投標金額：
UI_GUILDCOMBAT_STATE_APPLY,Apply,套用
UI_GUILDCOMBAT_STATE_APPLY_TIP,Show Guild Siege Application Menu.,顯示公會對戰的排列
UI_GUILDCOMBAT_STATE_REFRESH,Refresh,更新
UI_GUILDCOMBAT_STATE_REFRESH_TIP,Review present Guild Siege Application Requirements.,更新申請公會戰的排名
UI_GUILDCOMBAT_STATE_LIST_TIP,The 10 Guilds that bid the highest amount of penya can join the Guild Siege.,投標金額最多的前10名，擁有參加公會戰的資格。
UI_GUILDCOMBAT_CANCEL_TITLE,Guild Siege - Cancel Application,公會大戰取消申請
UI_GUILDCOMBAT_CANCEL_MSG,Do you want to withdraw from the Guild Siege?,取消公會戰嗎
UI_GUILDCOMBAT_SELECT_TITLE,Set Entry List for Guild Siege,設定公會戰參加人員
UI_GUILDCOMBAT_SELECT_CONNECTED,Connected Guild Members,線上的公會成員
UI_GUILDCOMBAT_SELECT_ENTRANT,Entrant List,參加者名單
UI_GUILDCOMBAT_SELECT_RIGHT_TIP,Add a connected Guild Member to the entrant list.,將線上的公會成員，增加到參加人員名單中。
UI_GUILDCOMBAT_SELECT_LEFT_TIP,Delete a Guild Member from the entrant list.,刪除參加者名單上的公會成員
UI_GUILDCOMBAT_SELECT_UP_TIP,Arrange the selected Guild member to the upper side.,將選擇的玩家順序移動到前面
UI_GUILDCOMBAT_SELECT_DOWN_TIP,Arrange the selected Guild member to the lower side.,將選擇的玩家順序移動到後面
UI_GUILDCOMBAT_SELECT_COMPLETE,Complete,完成
UI_GUILDCOMBAT_SELECT_COMPLETE_TIP,Complete the entry list.,參加人員名單製作完成
UI_GUILDCOMBAT_SELECT_DEFENDER,Defender,防衛者
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP,Selecting the defender,選擇防衛者
UI_GUILDCOMBAT_SELECT_REMAKE,Remake,重新編成
UI_GUILDCOMBAT_SELECT_REMAKE_TIP,Remake the entry list.,重新編成參加人員名單
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP2,Opponents will get bonus point when your Guild Defender is killed.,當公會防衛者被擊倒時，對方會得到分數，所以請考慮清楚後再選擇。
UI_GUILDCOMBAT_SELECT_INFO,Register your team. Starting %d members (Maximum %d),登記你的隊伍，%d 人開始 (最大 %d 人)
UI_GUILDCOMBAT_SELECT_ENTRANT_TIP,5 selected members will join the Guild Siege first. Please make an entrant list.,5位選定的成員會先加入公會戰，請確認參加者名單。
UI_GUILDCOMBAT_SELECT_REMAKE_MAKEUP,Would like to organize line up for guild siege again?,要重新組織公會對戰參加者嗎?
UI_GUILDCOMBAT_TELE_TITLE,Guild Siege Introduction,公會戰介紹
UI_GUILDCOMBAT_TELE_MSG,Entrance has started. Would you like to teleport to the Guild Siege arena?,公會戰開始了，為了入場，要向NPC芙蘭基移動到戰場嗎?
UI_GUILDCOMBAT_JOIN_TITLE,Entering Guild Siege Arena,公會戰場入場
UI_GUILDCOMBAT_JOIN_MSG,Do you join the Guild Siege?,要進入戰場嗎?
UI_NETWORK_ERROR_TITLE,Network Error,網路錯誤
UI_NETWORK_ERROR_MSG,"A network error happened, please check your connection and login again.",發生了網路錯誤，請檢查連接並重新登入
UI_GUILDCOMBAT_JOINWAR_TITLE,Resurrection Location,復活場地
UI_GUILDCOMBAT_JOINWAR_1_TIP,You have entered the 1st zone.,您已入場至1號地區。
UI_GUILDCOMBAT_JOINWAR_2_TIP,You have entered the 2nd zone.,您已入場至2號地區。
UI_GUILDCOMBAT_JOINWAR_3_TIP,You have entered the 3rd zone.,您已入場至3號地區。
UI_GUILDCOMBAT_JOINWAR_4_TIP,You have entered the 4th zone.,您已入場至4號地區。
UI_GUILDCOMBAT_JOINWAR_5_TIP,You have entered the 5th zone.,You have entered the 5th zone.
UI_GUILDCOMBAT_JOINWAR_6_TIP,You have entered the 6th zone.,You have entered the 6th zone.
UI_GUILDCOMBAT_JOINWAR_7_TIP,You have entered the 7th zone.,You have entered the 7th zone.
UI_GUILDCOMBAT_JOINWAR_8_TIP,You have entered the 8th zone.,You have entered the 8th zone.
UI_GUILDCOMBAT_JOINWAR_SELECT,Select the zone you wish to enter.,請參考小地圖，選擇進入的地區。
UI_GUILDCOMBAT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.",%d秒後，進入%s
UI_GUILDCOMBAT_JOINWAR_RANDOM,Random,隨機
UI_CHAT_ADMIN,[Admin] %s,[Admin] %s
UI_GUILDCOMBAT_RATE,Current rank:,☆ 目前排名 ☆：
UI_GUILDCOMBAT_PERSON_RATE,Individual rank:,☆ 個人排名 ☆：
UI_TOOLTIP_EXPBOX,#b%s's exp box#nb\nThe time left: %s,#b%s的經驗盒#nb\n時間還剩下：%s
UI_GUILDCOMBAT_JOIN_READY,Gain entrance when one of your guild mates dies.,公會裡有人死亡時，才可以進場
UI_GUILDCOMBAT_JOIN_READY2,Be ready!,請準備!
UI_GUILDCOMBAT_LOG_REALTIME,[%s]%s [%s] has killed [%s]%s [%s] and has gained %d points.,[%s]%s [%s] 已擊殺 [%s]%s [%s] 獲得 %d 分
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,公會會長
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,防衛者
UI_GUILDCOMBAT_RESULT_TITLE,Guild & Member Ranking,公會&個人排名情報
UI_GUILDCOMBAT_RESULT_GUILD,Guild Ranking,公會排名
UI_GUILDCOMBAT_RESULT_MEMBER,Member Ranking,個人排名
UI_GUILDCOMBAT_RESULT_RANK,United Rank,總排名
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,對戰紀錄
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,基本點數 +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,公會會長追加點數 +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,防衛者追加點數 +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,擊殺追加點數 +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,復活追加點數 +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,連續擊殺追加分數 +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d點)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,攻擊
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Creating Dragon Cloak (The condition: For the guild which wins the guild war).,製作龍斗篷(條件：在公會戰中勝利的公會才可製作)
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"It takes 10,000 penya to create a Dragon Cloak. Would you like to create it?",花費10000金幣來製作龍斗篷，你確定要製作嗎?
UI_GUILDCOMBAT_RANKING_TITLE,Guild Member Ranking,公會個人排名
UI_GUILDCOMBAT_RANKING_RANK,Rank,排名
UI_GUILDCOMBAT_RANKING_POINT,Grade,階級
UI_WORLD_DEVICEMOTION_TIP,Motion,動作
UI_WORLD_TURBO_TIP,Fuel,加速燃料
UI_NAVIGATOR_SHIP,Ship,飛船
UI_OPTION_TOON_STYLE,Outline,人物描邊
UI_OPTION_RIM_OUTLINE,Rim Outlines,輪圈輪廓
UI_APP_WIKI_TIP,Get help from Wiki,使用Wiki得到幫助
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,"要進行""剪刀─石頭─布""遊戲嗎?"
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,剪刀-石頭-布
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,剪刀
UI_ROSHAMBO_ROCK,Rock,石頭
UI_ROSHAMBO_PAPER,Paper,布
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d 連勝中
UI_ROSHAMBO_DEFEAT,You Lose!,"在""剪刀─石頭─布""遊戲輸了"
UI_ROSHAMBO_WIN_TITLE,You Win!,勝利
UI_ROSHAMBO_WIN_END,End,結束
UI_ROSHAMBO_WIN_NEXT,Next,下一個
UI_ROSHAMBO_WIN_MSG,Press END if you want to claim your current prize and stop playing or press NEXT to continue playing for more prizes -,收取目前獎賞請按End鍵，要挑戰下一個獎品請按Next鍵。
UI_ROSHAMBO_WIN_MSG2,Please Note: You will not receive your current prize if you choose to continue playing.,"※ 選Next時, 無法獲得目前的獎賞喔"
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.",恭喜，你贏了%d次，你獲得了%s x%d
UI_EXCHANGE_COUNT_TITLE,Input item quantity,輸入要交換道具數量
UI_EXCHANGE_COUNT_MSG,How many?,要交換幾個呢?
UI_EXCHANGE_COUNT_LABEL,Number:,數量：
UI_TOOLTIP_PET_REAR,[Raised Pet],[召喚獸]
UI_TOOLTIP_PET_PICKUP,[Pick-Up Pet],[撿寵]
UI_PET_GRADE_0,Egg,蛋
UI_PET_GRADE_1,F Tier,F級
UI_PET_GRADE_2,E Tier,E級
UI_PET_GRADE_3,D Tier,D級
UI_PET_GRADE_4,C Tier,C級
UI_PET_GRADE_5,B Tier,B級
UI_PET_GRADE_6,A Tier,A級
UI_PET_GRADE_7,S Tier,S級
UI_PET_EXP_MAX,Exp: 99.99%,Exp：99.99%
UI_PET_EXP,Exp: %.2f%%,Exp：%.2f%%
UI_TOOLTIP_ABILITY,Bonus,能力值
UI_PET_HP,Energy: %d / %d,HP：%d / %d 
UI_PET_LEVEL,Lv%d,Lv%d
UI_PET_DEAD,(DEAD),(死亡)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,Scroll-rerolled tier:
UI_TARGET_CLEAR,Clear the target,清除目標
UI_OPTION_TAB_UI,Interface,介面
UI_OPTION_AUTO_ATTACK,Auto Attack,自動戰鬥
UI_OPTION_FIXED_CAMERA,Fixed Camera,固定視角
UI_OPTION_OTHER_DAMAGES,Display all damage,顯示所有傷害
UI_OPTION_HIDE_OTHER_PLAYERS,Hide other Players,隱藏其他玩家
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,聊天室透明化
UI_OPTION_RIGHT_CLICK_MENU,Right Click Player Menu,右鍵點擊開啟玩家選單 
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,MP & FP 顯示條
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,在玩家頭上顯示 MP & FP 顯示條
UI_OPTION_SELECT_PETS,Select Pets,選擇寵物
UI_FACE_SHOP_TITLE,Plastic Surgery,整形
UI_FACE_SHOP_BASE_FACE,Friendly Face,友善的臉
UI_FACE_SHOP_NEW_FACE,New Face,新臉形
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,施法範圍：%d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Combo: %s
UI_TOOLTIP_COMBO_STEP,Step,階段
UI_TOOLTIP_COMBO_CIRCLE,Circle,迴圈
UI_TOOLTIP_COMBO_FINISH,Finish,完成
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,基礎傷害：%d ~ %d
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,傷害轉換
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,治癒量轉換
UI_TOOLTIP_SCALE_TIME,Time Scaling,持續時間轉換
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling,轉換
UI_TOOLTIP_SCALE_PARAM_PER,per,每一
UI_TOOLTIP_SCALE_PARAM_MAX,max,最大
UI_TOOLTIP_PVP,PVP,PVP
UI_TOOLTIP_PVE,PVE,PVE
UI_TOOLTIP_AROUND,Around,周圍
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,基礎回復：%d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Base MP Heal: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Base FP Heal: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,基礎持續時間：%.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PVP & Giants),/ %.2d:%.2d (PVP & Giants)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,機率：%d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PVP & Giants),/ %d%% (PVP & Giants)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,冷卻：%.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PVP),/ %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PVP),冷卻: %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,施法時間：%.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face,輪廓
UI_NEWCHAR_HAIR,Hair,頭髮
UI_NEWCHAR_HAIR_COLOR,Hair Color,髮色
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press the Scroll Lock Key to toggle.,%dX 縮放，按下Scroll Lock鍵切換
UI_KEYBIND_CHAR_CONTROL,Movement Keys,移動鍵
UI_KEYBIND_MOVE_FORWARD,Move Forward,往前移動
UI_KEYBIND_MOVE_BACKWARD,Move Backward,往後移動
UI_KEYBIND_TURN_LEFT,Turn Left,左轉
UI_KEYBIND_TURN_RIGHT,Turn Right,右轉
UI_KEYBIND_JUMP,Jump,跳躍
UI_KEYBIND_WALK,Toggle Run/Walk,切換 跑步/走路
UI_KEYBIND_SKILL_COMBO,Action Slot,技能熱鍵
UI_KEYBIND_CLEAR_TARGET,Clear Target,解除目標
UI_KEYBIND_TRACE_TARGET,Follow Target,跟隨目標
UI_KEYBIND_SELECT_TARGET,Select PVP Target,選擇PVP目標
UI_KEYBIND_APPLETS,Windows,視窗
UI_KEYBIND_CAMERA,Camera Control,視角操作
UI_KEYBIND_CAMERA_LEFT,Rotate Left,往左旋轉
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,往右旋轉
UI_KEYBIND_CAMERA_UP,Rotate Up,往上旋轉
UI_KEYBIND_CAMERA_DOWN,Rotate Down,往下旋轉
UI_KEYBIND_ZOOM_IN,Zoom In,放大
UI_KEYBIND_ZOOM_OUT,Zoom Out,縮小
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,切換縮放
UI_KEYBIND_TASKBAR,Taskbar Functions,任務欄功能
UI_KEYBIND_TASKBAR_N,Taskbar %d,任務欄 %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,任務追蹤 %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,任務追蹤2 %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,任務追蹤3 %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,任務追加
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,切換全螢幕
UI_KEYBIND_MAIN_MENU,Main Menu,主選單
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,隱藏/顯示 UI
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,截圖模式
UI_KEYBIND_GAME,Game Functions,遊戲功能
UI_KEYBIND_NONE,Not Bound,非綁定
UI_KEYBIND_UNBIND,Unbind the key,解綁定鑰匙
UI_KEYBIND_TITLE,Keys,快捷鍵
UI_KEYBIND_RESET,Reset,重新分配
UI_UPGRADECARD_TITLE,Socket Card Upgrade,鑲嵌卡片升級
UI_UPGRADECARD_REGISTER,Register material card.,登錄素材卡片
UI_UPGRADECARD_INFO,Fuse 10 material cards to receive 1 higher-grade card.,合成10張素材卡片，獲得1張更高階的卡片
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reshuffle,武器插槽卡重整
UI_RESHUFFLECARD_REGISTER,Register weapon material card.,登記武器材料卡
UI_RESHUFFLECARD_INFO,Fuse 3 weapon material cards to receive 1 same grade card.,融合3張武器材料卡可獲得1張同等級卡。
UI_RESHUFFLECARD_CONFIRM,"If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?",如果重新洗牌，用作材料的卡牌就會消失。\n你想繼續嗎？
UI_CONVERTSOULLINK_TITLE,Convert soul link,轉換帳號綁定
UI_CONVERTSOULLINK_INFO,You can convert the item a soul-linked type.,您可以將物品轉換為帳號綁定類型。
UI_CONVERTSOULLINK_CONFIRM,The converted item cannot be returned.\nDo you want to continue?,轉換後的商品無法退貨。\n你想繼續嗎？
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,該物品無法轉換。
UI_GUILD_SCROLLGADD_CONFIRM,The scroll will permanently increase the amount of members you can have in a guild by 5. If you join another guild it will have no effect on the new guild. Do you confirm the use?,該卷軸將永久增加你在公會中可以擁有的成員數量5個。如果你加入另一個公會，將對新公會沒有影響，確定要使用嗎?
UI_GUILD_TOOLTIP_EXP,Exp:,Exp：
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level %d#nb,#b下一個等級 %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,切換分流
UI_CHANGECHANNEL_MSG,Select channel:,選擇伺服器：
UI_REPORT_TITLE,Report,回報
UI_REPORT_PLAYER_LABEL,Player,玩家
UI_REPORT_REASON_LABEL,Reason,原因
UI_REPORT_MESSAGE_LABEL,Message,訊息
UI_REPORT_SEND,Send,傳送
UI_REPORT_REASON0,Botting,機器人判定
UI_REPORT_REASON1,Real money transfer,現金交易
UI_REPORT_REASON2,Cheating / hacking,作弊/駭客行為
UI_REPORT_REASON3,Bad behavior,惡質行為
UI_REPORT_REASON4,Insults,汙辱行為
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,你想要檢舉 %s 嗎?\n\n濫用此功能可能會導致你的帳號被禁止。
UI_APP_ACHIEVEMENTS_TIP,Displays the Achievements Menu.,開啟成就選單
UI_ACHIEVEMENTS_TITLE,Achievements,成就
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,怪物
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,消耗品
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,頭銜和徽章
UI_ACHIEVEMENTS_EVENTS_TAB,Events,活動
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,遊玩時間
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Connection series,連續登入
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Total connection,總登入次數
UI_ACHIEVEMENTS_DESCRIPTION,Description,說明
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,成就與你的帳號綁定
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,怪物擊殺：%s
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,物品使用：%s
UI_ACHIEVEMENTS_REWARD,Reward List,獎勵清單
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,稱號：#b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Level %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,已完成
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,金幣：
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,物品：%s
UI_ACHIEVEMENTS_REWARD_ATK,Attack rate on target(s): %d%%,對目標的攻擊量：%d%%
