Key,English,Polish
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PVP & Giants),/ %.2d:%.2d (PVP)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,Szansa: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PVP & Giants),/ %d%% (PVP)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,Czas odnowienia: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PVP),/ %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PVP),Cooldown: %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,Czas Rzucania: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face,Twarz
UI_NEWCHAR_HAIR,Hair,Włosy
UI_NEWCHAR_HAIR_COLOR,Hair Color,Kolor Włosów
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press the Scroll Lock Key to toggle.,%dX Przybliżenie. Naciśnij Scroll Lock by wł/wył.
UI_KEYBIND_CHAR_CONTROL,Movement Keys,Klawisze Ruchu
UI_KEYBIND_MOVE_FORWARD,Move Forward,Ruch Do Przodu
UI_KEYBIND_MOVE_BACKWARD,Move Backward,Ruch Do Tyłu
UI_KEYBIND_TURN_LEFT,Turn Left,Obróć w Lewo
UI_KEYBIND_TURN_RIGHT,Turn Right,Obróć w Prawo
UI_KEYBIND_JUMP,Jump,Skok
UI_KEYBIND_WALK,Toggle Run/Walk,Przełącz Bieg/Spacer
UI_KEYBIND_SKILL_COMBO,Action Slot,Okno Kombinacji
UI_KEYBIND_CLEAR_TARGET,Clear Target,Odznacz Cel
UI_KEYBIND_TRACE_TARGET,Follow Target,Podążaj
UI_KEYBIND_SELECT_TARGET,Select PVP Target,Wybierz Cel PVP
UI_KEYBIND_APPLETS,Windows,Okna
UI_KEYBIND_CAMERA,Camera Control,Kontrola Kamery
UI_KEYBIND_CAMERA_LEFT,Rotate Left,Obróć w Lewo
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,Obróć w Prawo
UI_KEYBIND_CAMERA_UP,Rotate Up,Obróć w Górę
UI_KEYBIND_CAMERA_DOWN,Rotate Down,Obróć w Dół
UI_KEYBIND_ZOOM_IN,Zoom In,Przybliż
UI_KEYBIND_ZOOM_OUT,Zoom Out,Oddal
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,Przełącz Przybliżenie
UI_KEYBIND_TASKBAR,Taskbar Functions,Funkcje Paska Podręcznego
UI_KEYBIND_TASKBAR_N,Taskbar %d,Pasek Podręczny %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,Slot %d Paska Podręcznego
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,Drugie miejsce na pasku %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,Trzecie miejsce na pasku %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,Dodatkowe paski zadań
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,Przełącz Pełny Ekran
UI_KEYBIND_MAIN_MENU,Main Menu,Menu Główne
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,Pokaż/Schowaj Interfejs
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,Tryb zrzutu ekranu
UI_KEYBIND_GAME,Game Functions,Funkcje Gry
UI_KEYBIND_NONE,Not Bound,Niepowiązany
UI_KEYBIND_UNBIND,Unbind the key,Usuń skrót klawisz.
UI_KEYBIND_TITLE,Keys,Klawisze
UI_KEYBIND_RESET,Reset,Resetuj
UI_UPGRADECARD_TITLE,Socket Card Upgrade,Ulepszenie Kart Gniazda
UI_UPGRADECARD_REGISTER,Register material card.,Wybierz kartę bazową.
UI_UPGRADECARD_INFO,Fuse 10 material cards to receive 1 higher-grade card.,Połącz 10 kart bazowych by uzyskać 1 kartę wyższego stopnia.
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reshuffle,Weapon Socket Card Reshuffle
UI_RESHUFFLECARD_REGISTER,Register weapon material card.,Register weapon material card.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon material cards to receive 1 same grade card.,Fuse 3 weapon material cards to receive 1 same grade card.
UI_RESHUFFLECARD_CONFIRM,"If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?","If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?"
UI_CONVERTSOULLINK_TITLE,Convert soul link,Convert soul link
UI_CONVERTSOULLINK_INFO,You can convert the item a soul-linked type.,You can convert the item a soul-linked type.
UI_CONVERTSOULLINK_CONFIRM,The converted item cannot be returned.\nDo you want to continue?,The converted item cannot be returned.\nDo you want to continue?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,This item cannot be converted.
UI_GUILD_SCROLLGADD_CONFIRM,The scroll will permanently increase the amount of members you can have in a guild by 5. If you join another guild it will have no effect on the new guild. Do you confirm the use?,"Ten Zwój permanentnie zwiększy maksymalną ilość członków Gildii o 5. Jeśli dołączysz do innej Gildii, ten efekt nie przejdzie za tobą. Czy na pewno użyć go na tej Gildii?"
UI_GUILD_TOOLTIP_EXP,Exp:,Dośw:
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level %d#nb,#bNastępny Poziom %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,Zmień Kanał
UI_CHANGECHANNEL_MSG,Select channel:,Wybierz Kanał:
UI_REPORT_TITLE,Report,Wyślij Raport
UI_REPORT_PLAYER_LABEL,Player,Gracz
UI_REPORT_REASON_LABEL,Reason,Powód
UI_REPORT_MESSAGE_LABEL,Message,Wiadomość
UI_REPORT_SEND,Send,Wyślij
UI_REPORT_REASON0,Botting,Botting
UI_REPORT_REASON1,Real money transfer,Przekaz prawdziwych pieniędzy
UI_REPORT_REASON2,Cheating / hacking,Oszukiwanie / Hackowanie
UI_REPORT_REASON3,Bad behavior,Złe zachowanie
UI_REPORT_REASON4,Insults,Wyzwiska
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,Czy na pewno zgłosić %s?\n\nNadużywanie tej funkcji w niewłaściwym celu może doprowadzić do zablokowania twojego konta.
UI_APP_ACHIEVEMENTS_TIP,Displays the Achievements Menu.,Pokazuje menu Osiągnięć.
UI_ACHIEVEMENTS_TITLE,Achievements,Osiągnięcia
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,Potwory
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,Zużywalne
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,Tytuły i Odznaki
UI_ACHIEVEMENTS_EVENTS_TAB,Events,Wydarzenia
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,Czas Gry
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Connection series,Seria logowań
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Total connection,Logowań ogółem
UI_ACHIEVEMENTS_DESCRIPTION,Description,Opis
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,To osiągnięcie jest połączone z Twoim kontem.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,Potworów do zabicia: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,Przedmiotów do użycia: %s.
UI_ACHIEVEMENTS_REWARD,Reward List,Lista Nagród:
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,Tytuł: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Poziom %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,Otrzymane
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,Penya:
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,Przedmiot(y): %s
UI_ACHIEVEMENTS_REWARD_ATK,Attack rate on target(s): %d%%,Ilość ataków na cel(e): %d%%
UI_ACHIEVEMENTS_PROGRESSION,Progression,Postęp
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,Poziom %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,Atak +%s%%
UI_ACHIEVEMENTS_NOTITLE,No Title,Bez Tytułu
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Do not show any title.,Nie pokazuj tytułów.
UI_ACHIEVEMENTS_PVPTITLE,PVP Title,Tytuł PVP
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")","(Obecnie ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Show your current PVP title.,Pokazuj obecny tytuł PVP.
UI_ACHIEVEMENTS_TITLES_SELECT,Select,Wybierz
UI_ACHIEVEMENTS_TITLES_FROM,From,Z
UI_ACHIEVEMENTS_CLAIMBTN,Claim,Otrzymaj
UI_ACHIEVEMENTS_CLAIMTIP,Receive your rewards!,Odbierz swoje nagrody!
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Spin the wheel! Will you be lucky today?,Obróć kołem! Czujesz się dzisiaj szczęściarzem?
UI_ACHIEVEMENTS_AVAILABLE,Available,Dostępny
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,To osiągnięcie zostało ukończone!
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,Wymagany Poziom Drużyny: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,Wymagane Punkty: %d
UI_PARTY_PERMANENT_CONFIRM,Members of your party will no longer be ejected automatically when they are offline. If you create or join another party it will have no effect on the new party. Do you confirm the use?,Członkowie obecnej drużyny nie będą już więcej wyrzucani gdy są offline. Ten efekt nie może być przeniesiony na inną drużynę i skończy się jeśli odejdziesz lub dołączysz do innej drużyny. Na pewno użyć?
UI_PARTY_PERMANENT,Permanent Party,Stała Drużyna
UI_SEARCHPARTY_TITLE,Search Party,Szukaj Drużyny
UI_SEARCHGUILD_TITLE,Search Guild,Szukaj Gildii
UI_GROUPSEARCH,Search,Szukaj
UI_TOOLTIP_TRANSMUTE,Transmutation:,Transmutation:
UI_TOOLTIP_RARITY,Rarity:,Rzadkość:
UI_TOOLTIP_RARITY_NORMAL,Common,Pospolite
UI_TOOLTIP_RARITY_RARE,Uncommon,Nieczęste
UI_TOOLTIP_RARITY_STRONG,Rare,Rzadkie
UI_TOOLTIP_RARITY_UNIQUE,Unique,Unikatowe
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,Niespotykane
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,Ultimate
UI_WORLD_CASTING,Casting,Rzucanie
UI_WORLD_HARVESTING,Harvesting,Harvesting
UI_WORLD_OPENING,Opening,Opening
UI_WORLD_CHARGING,Charging,Charging
UI_NAVIGATOR_LOCALTIME,Local Time,Czas Lokalny
UI_NAVIGATOR_SERVERTIME,Server Time,Czas Serwera
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,Madrigal Time
UI_UPGRADESAFE_STOP,Stop,Stop
UI_UPGRADESAFE_RESET,Reset,Resetuj
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,Kostki Mocy
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sun Stone,Sun Stone
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,Karta
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb za każdą próbę
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,Ilość Gniazd na Koniec
UI_UPGRADESAFE_TARGET,Upgrade Goal,Ulepszenie na Koniec
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~Wydrążanie Gniazd~
UI_UPGRADESAFE_CURRENT,~Current Value~,~Obecna Wartość~
UI_SEARCHGROUP_MODE_NO,Not findable,Nie można znaleźć
UI_SEARCHGROUP_MODE_CONFIRM,Leader approval,Wymaga Zgody
UI_SEARCHGROUP_MODE_FREE,Join freely,Otwarte Przyjęcia
UI_GROUPSEARCH_REFRESH,Refresh,Odśwież
UI_GROUPSEARCH_FILTER,Filter:,Filtr:
UI_GROUPSEARCH_SORT,Sort:,Sortuj:
UI_GROUPSEARCH_PARTYNAME,Party Name,Nazwa Drużyny
UI_GROUPSEARCH_GUILDNAME,Guild Name,Nazwa Gildii
UI_GROUPSEARCH_LEADER,Leader,Dowódca
UI_GROUPSEARCH_MASTER,Master,Mistrz
UI_GROUPSEARCH_LEVEL,Level,Poziom
UI_GROUPSEARCH_MEMBERS,Members,Członkowie
UI_GROUPSEARCH_BUFFS,Buffs,Buffy
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,Poziom Dowódcy
UI_GROUPSEARCH_LEADERNAME,Leader Name,Imię Dowódcy
UI_GROUPSEARCH_MASTERLEVEL,Master Level,Poziom Mistrza
UI_GROUPSEARCH_MASTERNAME,Master Name,Imię Mistrza
UI_GROUPSEARCH_ALL,All,Wszystko
UI_GROUPSEARCH_FRIENDS,Friend Leaders,Znajomi Dowódcy
UI_GROUPSEARCH_STRANGERS,Stranger Leaders,Nieznani Dowódcy
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,Znajomi Mistrzowie
UI_GROUPSEARCH_MASTERSTRANGERS,Stranger Masters,Nieznani Mistrzowie
UI_GROUPSEARCH_JOIN,Join,Dołącz
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the Leader,Twoja prośba musi być przyjęta przez Dowódcę
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the Master,Twoja prośba musi być przyjęta przez Mistrza
UI_PARTY_JOINQUESTION,%s wants to join your party. Do you accept?,%s chce dołączyć do Drużyny. Zgadzasz się?
UI_GUILD_SEARCHNOTICE,Search Notice,Ogłoszenie Szukania
UI_GUILD_SEARCHNOTICE_TIP,Setup the notice in Guild Search.,Ustaw ogłoszenie w Wyszukiwarce Gildii
UI_DAMAGEMETER_RESET,Reset Damage Statistics,Resetuj Statystyki Obrażeń
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Statystka Obrażeń %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,Latając: Nie
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,Pokaż/Schowaj Statystyki Obrażeń
UI_SHOP_QUICK_SELL,Quick Sell,Szybka Sprzedaż
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,Szybko sprzedaj przedmioty wg kategorii.
UI_SHOP_BUY_BACK,Buy Back,Odkup
UI_SHOP_BUY_BACK_TIP,Purchase back items that you recently sold by mistake.,Odkup przedmioty właśnie sprzedane przez pomyłkę.
UI_SHOP_QUICK_SELL_CONFIRM,Sell,Sprzedaj
UI_SHOP_QUICK_SELL_TOTAL,Total:,Razem:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Nieczęste i Niżej
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Rzadkie i Niżej
UI_SHOP_QUICK_SELL_FOOD,Food,Jedzenie
UI_SHOP_QUICK_SELL_POTION,Potion,Eliksiry
UI_SHOP_BACK_TITLE,Buy back item,Odkup Przedmiot
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?,Czy chcesz odkupić ten przedmiot za %s Penya?
UI_TOOLTIP_BOWRANGE,Bow Range,Zasięg Łuku
UI_TOOLTIP_SKILLUP,Skill Damage,Obrażenia Umiejętności
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,Obrażenia Umiejętności 1v1
UI_TOOLTIP_HEALUP,Healing,Leczenie
UI_TOOLTIP_SKILLRANGE,Skill Range,Skill Range
UI_MAP_MENU,Menu,Menu
UI_MAP_MENU_TIP,Hide/Show the menu,Schowaj/Pokaż Menu
UI_TOOLTIP_RESTOREUP,HP Restoration,Odzysk HP
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,Klatki na Sekundę
UI_OPTION_FRAMERATE_SYNC,VSync,VSync
UI_WORLD_FLY_EQUIP,Fly,Lataj
UI_WORLD_FLY_UNEQUIP,Land,Ląduj
UI_WORLD_PARTY,Party x%d,Drużyna x%d
UI_WORLD_BUFF,Buff x%d,Buff x%d
UI_QUESTGOAL_MOBILE,Quest,Misja
UI_INPUT_NUMBER,Input a number,Wprowadź Numer
UI_SKILL_CLOSED,Closed,Zamknięte
UI_SKILL_POINT_COST,Point Cost,Koszt Punktów
UI_SKILL_ADD_COMBO,Add to Combo,Dodaj do Kombo
UI_SKILL_COMBO,Combo Bar,Okno Kombo
UI_CASHSHOP_PENYA_ONLY,Penya Only,Tylko Penya
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,Ten przedmiot #bnie może być sprzedany lub wymieniony#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,This purchase is #bnot an item#nb.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,Odporność na Cios Krytyczny
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,Redukcja Obrażeń PVP
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,PvE Damage Reduction
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,Obrona Magiczna
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,Obrażenia PVP
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,Obrażenia PvE
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Asalraalaikum Damage
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,Ilość Żyć: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,Anuluj Buff
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.,Czy na pewno usunąć Buff #b%s#nb? Nie można cofnąć tej akcji.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP),Lustrzane Odbicie: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP),Szansa na Ogłuszenie (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE),Szansa na Ogłuszenie (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,Szansa na Zatrucie
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,Szansa na Kradzież HP
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Steal MP Probability
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Steal FP Probability
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,Szansa na Krwawienie
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,HP Członków Drużyny
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,Obrażenia w czasie co: %s Sek.
UI_TOOLTIP_MAXHIT,Max Targets: %d,Max Targets: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP),Max Targets: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,Sklep
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,Otwórz Sklep Gracza
UI_PRIVATE_SHOP_VENDOR,Vendor,Sprzedawca
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you,Stwórz Sprzedawcę który będzie sprzedawał za ciebie
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?,Czy stworzyć sprzedawcę?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,Wygląd Sprzedawcy:
UI_TIMEINFO_TITLE,Info,Info
UI_TIMEINFO_SERVER,Current Server,Obecny Serwer
UI_TIMEINFO_TIME,Current Time,Obecny Czas
UI_TIMEINFO_CONNECTION,Connection Time,Czas Połączenia
UI_TIMEINFO_SESSION,Session Duration,Czas Sesji
UI_CHAT_TITLE,Chat,Chat
UI_CHAT_FILTERS,Filters,Filtry
UI_CHAT_VIEW_LANGUAGES,View Languages,Pokaż dostępne Języki
UI_CHAT_YOUR_LANGUAGE,Your Language,Twój wybrany Język
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link,Convert soul link
UI_INVENTORY_PUTCHAT,Link in Chat,Link na Czacie
UI_INVENTORY_LOCK,Mark Favorite,Zaznacz Ulubione
UI_INVENTORY_UNLOCK,Unmark Favorite,Odznacz Ulubione
UI_APP_EXTRABAG_TIP,Opens a second view of your inventory.,Otwiera drugi widok twojego ekwipunku.
UI_INVENTORY_TAB_ALL,All,Wszystko
UI_INVENTORY_TAB_GENERAL,General,Ogólny
UI_INVENTORY_TAB_PET,Pet,Zwierzak
UI_INVENTORY_TAB_CLOTH,Cloth,Tkanina
UI_INVENTORY_TAB_QUEST,Quest,Zadanie
UI_INVENTORY_DROP,Drop,Wyrzuć
UI_INVENTORY_DELETE_BTN,Delete,Usunąć
UI_INVENTORY_ACTION_USE,Use,Użyć
UI_INVENTORY_ACTION_EQUIP,Equip,Wyposażyć
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPC.,Nie można sprzedać u NPC.
UI_UPGRADE_PROB,Success: #b%s#nb,Sukces: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,Zaawansowane Cienie
UI_OPTION_BLOOM,Bloom,Bloom
UI_OPTION_DOF,Depth of Field,Depth of Field
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,Volumetric Light
UI_OPTION_WATERQUALITY,Water Quality,Water Quality
UI_OPTION_WATERQUALITY_TIP,Changes reflection quality and resolution.,Changes reflection quality and resolution.
UI_OPTION_BLOOMQUALITY,Bloom Quality,Bloom Quality
UI_OPTION_BLOOMQUALITY_TIP,Changes blur size and intensity of the bloom.,Changes blur size and intensity of the bloom.
UI_OPTION_COLORBLIND,Colorblind Mode,Colorblind Mode
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,Changes the colorblind filter mode.
UI_OPTION_CAMERAFOCUS,Camera Focus,Camera Focus
UI_OPTION_CAMERAFOCUSINFO,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.
UI_MESSAGE_TIME,%s Ago,%s temu
UI_MESSAGE_CLEAR,Clear messages,Wyczyść wiadomości
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,Zarządzaj swoimi wiadomościami
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[Przed zmianami statystyk]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[Po zmianie statystyk]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,Ze Statystyk:
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,Z Wzmocnieniami i Ekwipunkiem:
UI_WORLD_COMBO,COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty,Zarejestruj Nagrodę
UI_BOUNTYINPUT_HEADER,"Are you sure you want to register a bounty? (It will be visible in the bounty list, min. reward %s Penya)","Czy na pewno chcesz dodać nagrodę? (To będzie widoczne na liście nagród, min. nagroda %s Penya)"
UI_BOUNTYINPUT_CONFIRM,Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? This cannot be undone.,Czy na pewno chcesz dodać nagrodę #b%s Penya za głowę #b%s#nb? Nie będzie można tego wycofać.
UI_BOUNTYINPUT_REGISTER,Register,Dodaj
UI_BOUNTYINPUT_FEE,+ %s%% Fee,+ %s%% Opłata
UI_BOUNTYINPUT_TOTAL,%s Penya,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Bounty,Nagroda
UI_BOUNTYINPUT_LABEL_DURATION,Duration,Trwanie
UI_BOUNTYINPUT_LABEL_REWARD,Reward,Reward
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Total
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,Komentarz
UI_BOUNTYLIST_TITLE,Bounty List,Lista Nagród
UI_BOUNTYLIST_HEADER_NAME,Name,Nazwa
UI_BOUNTYLIST_HEADER_LEVEL,Level,Level
UI_BOUNTYLIST_HEADER_REWARD,Reward,Nagroda
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,Pozostały czas
UI_BOUNTYLIST_HEADER_COMMENT,Comment,Komentarz
UI_BOUNTYPOS_TITLE,Bounty Position,Pozycja zlecenia
UI_BOUNTYPOS_FEE,Are you sure you want to pay %s Penya to see %s's position?,Czy na pewno chcesz zapłacić %s Penya aby zobaczyć pozycję gracza %s?
UI_APP_GACHA_TIP,Displays the Gacha Menu.,Otwiera menu Gacha.
UI_GACHA_TITLE,Gacha,Gacha
UI_GACHA_OPEN,Open,Otwórz
UI_GACHA_QUANTITY_MAX,Max,Maksimum
UI_GACHA_RESET,Reset,Reset
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot.","Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot."
UI_GACHA_DESC_ITEMPACK,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.
UI_GACHA_DESC_GIFTBOX,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.
UI_GACHA_DESC_GACHA,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d.","If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d."
UI_GACHA_DESC_GLOBAL,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Cash Shop.,For more information please check our General Sales Conditions in the Cash Shop.
UI_GACHA_LASTITEM,Last item,Ostatni przedmiot
UI_GACHA_PREVIEW,PREVIEW,PODGLĄD
UI_GACHA_SOLDOUT,Sold out,Rozdane
UI_WELCOME_MSG,Welcome to the world of		\nFlyff Online!,Witamy w świecie		\nFlyff Online!
UI_WELCOME_BTN,Let's go!,Zaczynamy!
UI_TUTORIAL_MSG,Do you want the tutorial?,Do you want the tutorial?
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage,Otrzymywane Obrażenia
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection,Damage Redirection
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing,Incoming Healing
UI_TOOLTIP_ELEMENT,Element: %s,Żywioł: %s
