Key,English,Simplified_Chinese
PROPQUEST_INC_001337,"Travel to the middle of Leren Mountains, near the Grownup Lawolfs. Find Losha's lost puppy, and return to Loyah.",那只小狗在乐雅山脉发现的，说不定它就在那里！
PROPQUEST_INC_001339,Trouble-Maker in Pumpkin Village,南瓜村的淘气鬼
PROPQUEST_INC_001340,"Hey there, I have a problem. Can you help me?",请问，能跟你说说话吗？有些问题我真的不知道该找谁说才好……
PROPQUEST_INC_001341,"Actually I have 2 kids, one daughter and one son. My daughter has gone missing!",(叹气~)其实我有两个孩子，姊姊是老大，儿子是老么！不过，我的女儿几年前……
PROPQUEST_INC_001342,"This was several years ago with some other missing children... So, my son is the only child I have left. However today... Today he disappeared too!","This was several years ago with some other missing children... So, my son is the only child I have left. However today... Today he disappeared too!"
PROPQUEST_INC_001343,"Both of my kids are now missing. I feel like I can't go on living. Please, will you help me find my son?",连儿子也失踪了，我真的不知道该怎么活下去了，你能不能帮帮我呀！拜托你！！
PROPQUEST_INC_001344,You're amazing! My son used to love the Pumpkin Patch. You should start your search there.,谢谢，我的孩子之前似乎对南瓜村很好奇的样子，或许他有可能会在那里 ……
PROPQUEST_INC_001345,"If you will not help me, then I have no other choice…",我真的不知道要怎么活下去了(哭)……
PROPQUEST_INC_001346,"Hey, who are you? What? My mom is worried about me? What else is new…? Ugh, fine. I'll go back and let her know I'm okay.",咦？你是谁啊？我妈请你来这里找我喔…我妈老是瞎操心，我看我还是先回去得好，那就先这样了，再见~ 
PROPQUEST_INC_001347,I am just watching those pumpkin heads. Aren't they cool? I wish I had one!,我在这里偷偷观察它们耶！不会觉得很棒吗？尤其是南瓜的头！我真的很想要那个南瓜头耶…
PROPQUEST_INC_001348,"Travel to Pumpkin Town and search for Mayun, JeongHwa's son.",启程去南瓜村然后寻找吉哈娃的儿子，马润。
PROPQUEST_INC_001350,Doridori Sushi,综合多鲁寿司
PROPQUEST_INC_001351,Finally! The time has come to learn how to make Doridori Sushi. I just need some ingredients!,"""我15年的料理人生，终于有机会可以学习""""综合多鲁寿司"""" 的作法了！"""
PROPQUEST_INC_001352,"I'll need to practice the recipe so that I can master it. Oh boy, Doridori Sushi is the best sushi in Madrigal! I can't wait!",不过呢！这需要不间断的练习试做才行，所以，可不可以帮我…
PROPQUEST_INC_001353,"Tell you what, if you help me, I will give you some of this fantastic sushi. How's that sound?",我要再试做一次！如果你帮我的忙，我一定会做好吃的寿司给你，好不好？
PROPQUEST_INC_001354,"I knew you wouldn't be able to resist! Now, bring me the following materials: 12 Doridoma Keratins and 5 Mushpang Secretion. You can get them from Small Doridomas and Captain Mushpangs.",那么请帮我找一些实材，材料是紫晶球12个和蘑菇孢子5个，据说可以在小蓝纹海马和大嘭嘭菇身上找到…
PROPQUEST_INC_001355,You have no idea how delicious my sushi is. Oh well. Your loss!,你没尝试过我亲自做的料理，真都不愿意试看看吗？真的太可惜了！ 
PROPQUEST_INC_001357,"Ah ha! There we go! Your order is ready! I even autographed it in wasabi! Careful, it's SPICY!",这些是给你的寿司！真的很好吃喔~呵呵呵！
PROPQUEST_INC_001358,"I know they can be hard to find, but I'd really like to learn to make it sometime this year. Hurry up, pal!",我知道材料很难找，不过可不可以快一点找到啊，食材最讲究新鲜的！ 
PROPQUEST_INC_001359,Collect 12 Doridoma Keratins and 5 Mushpang Secretion from Small Doridomas and Captain Mushpangs. Return to Sotta when you have the ingredients.,那么请帮我找一些材料~ 材料是紫晶球12个和蘑菇孢子5个，据说小蓝纹海马和大嘭嘭菇身上可以找到！
PROPQUEST_INC_001361,Successor of Hero -Master-,英雄的足迹 -大师-
PROPQUEST_INC_001362,"So you think you're ready to become a Knight? It isn't easy, but since you've made it this far I think you're up to the challenge.",你是要当骑士英雄的继承者吗？不简单喔~不过，我想应该你已经心理准备好了！
PROPQUEST_INC_001363,"First, a simple test of your skills in combat to see if you are qualified.",首先，测试下你的战斗技巧及能力，看你是否合格
PROPQUEST_INC_001364,"Go to KhipRa and hunt down $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s. Not the Small ones, or the Giants, just regular $QUEST_END_KILL_NAME$s. That should be easy enough.",请去到开发区猎杀$QUEST_END_KILL_COUNT$个中型$QUEST_END_KILL_NAME$。请注意不是小型的也不是大型的。这个测试足够简单了。
PROPQUEST_INC_001365,"Good luck, my friend. I'll be watching.",那么加油吧！！
PROPQUEST_INC_001366,Giving up already? But this is the easy part.,这就放弃了？这可是最简单的部分。
PROPQUEST_INC_001367,"Excellent work, Mercenary! Now you're on your way to becoming a Knight.",辛苦你了！我果然没看错人，你已经具备成为骑士英雄继承者的资格了！
PROPQUEST_INC_001368,"To commemorate this day, I have something for you.",恭喜你通过第一关测验！！
PROPQUEST_INC_001369,"Exactly 20 Drillers, Squire. That's what you'll need to take your first steps to Knighthood.",一定要打20只钻孔机喔！这样才可以判断你的能力如何！ 为了当真正的继承者，加油吧！
PROPQUEST_INC_001370,"Corel is your master, young Mercenary. I can not help you.",你已经选择成为刀锋战士的继承者！你必须去找席瑞儿·安得利尔。
PROPQUEST_INC_001371,Hunt Down 20 regular Drillers and return to Karandur in Darken City.,测验的内容很简单，只要在达肯1区，打20只钻孔机就可以了！
PROPQUEST_INC_001373,Successor of Hero -Helmet-,英雄的继承者-帽子-
PROPQUEST_INC_001374,This letter of recommendation is proof of your achievements thus far. Guard it as you would your own life.,这推荐书表示首领认定你具有继承者的能力，没有推荐书认定形同无效，所以要好好保管喔！
PROPQUEST_INC_001375,"Take it to Hormes, the Knight Sage. He resides at the The Fountain of Dead Person in the Northern Leren Mountains.",请把那推荐书拿给位于乐雅山脉北部亡者之泉的[骑士贤者]霍鲁美斯·凯德。
PROPQUEST_INC_001376,"Before you go, though, I want you to find Kindler, a grave-robber. He's hiding out near the Clockworks' Cage, South of Darken City.",不过，你得先去达肯找囚禁之地附近的齐德勒，找出英雄遗物的线索…
PROPQUEST_INC_001377,"I believe he has information on the Golden Helmet of Billaon. Retrieve it by any means, and take it to Hormes along with your letter.","那线索有记录""毕雷恩的黄金帽""的地点，要记得喔！"
PROPQUEST_INC_001378,May the courage of Billaon be with you always.,毕雷恩与你同在，请努力下去！
PROPQUEST_INC_001379,"You've already come so far, why give up now?",你已经做到这了，为什么还要放弃呢？
PROPQUEST_INC_001380,My word! This… this is the Golden Helmet of Billaon! We thought it had been lost forever!,"没错！这就是""毕雷恩黄金帽""！终于找回来了！你真的很厉害！这帽子可是骑士英雄毕雷恩在英雄战争时使用过的黄金帽呢！"
PROPQUEST_INC_001381,"No one had seen it since that grave-robbing scoundrel Kindler stole it and hid it away. Thank you, you're truly remarkable!",不过，盗墓者齐德勒把这黄金帽藏起来后，这英雄遗物还以为就这么失传了，但总算是找回来了！
PROPQUEST_INC_001382,"You have a question? Out with it, quickly. I have no time to waste with idle chatter.",嗯？找我有什么事情吗？ 
PROPQUEST_INC_001383,"Find Kindler and use whatever information he has to locate the Golden Helmet. Then take it, and your letter, to Hormes, the Knight Sage at the The Fountain of Dead Person in Flaris.",从齐德勒那找到黄金帽的下落后，请你去帕里的亡者之潭找[骑士贤者]霍鲁美斯·凯德。
PROPQUEST_INC_001385,Successor of Hero -Scroll-,英雄的足迹 -卷轴-
PROPQUEST_INC_001386,"I deeply appreciate what you've already done, but alas, the Helmet's journey does not end here.",感谢你找回这宝贵的东西，我要介绍一个人给你认识……
PROPQUEST_INC_001387,"It belongs with the Hersan Kurmin, in the Plain of Bubble.",对了，拿这黄金帽去波布尔平原，找管理波布尔的平原的库鲁米·韩森。
PROPQUEST_INC_001388,The Kurmin Family has managed the house and relics of Billaon for generations. I'm sure they would reward you handsomely for its return.,把这黄金帽拿给管理波布尔的平原的库鲁米．韩森，可以从他那得到有用的东西喔！
PROPQUEST_INC_001389,"Time is a-wasting, Mercenary! Hurry along, now!",出发吧！快点出发吧！
PROPQUEST_INC_001390,"No time to be showered with the appreciation and riches of a wealthy family? Very well, then...",又不是很远的路，可别偷懒，不能中途放弃喔！
PROPQUEST_INC_001391,"Oh my… I can't believe it.... I've been looking for this for years. Thank you, thank you very much!",(啜泣声)真的谢谢你，为了找这个东西，我不知道花了多少时间，真的很谢谢你~
PROPQUEST_INC_001392,I'd like to give you something for bringing this back to the Kurmin family.,我是……什么？你已经知道我是谁了啊？那就不用再介绍了！谢谢你帮我找回黄金帽！这是我的一点心意。
PROPQUEST_INC_001393,"This Scroll has only been passed down to the Knights in my family line, until now. I'd like you to have it.",这是只有继承者才可以拿到的卷轴，现在我把这个给你！
PROPQUEST_INC_001394,"What nice weather! Oh, I'm sorry, did you need to speak with me?",天气真不错，对了！你找我有什么事吗？
PROPQUEST_INC_001395,Go to the Plain of Bubble to meet Kurmin and give her the Golden Helmet.,对了，拿这黄金帽去波布尔的平原，找管理波布尔的平原的库鲁米．韩森！
PROPQUEST_INC_001397,Successor of Hero -Altar-,英雄的足迹 -祭坛-
PROPQUEST_INC_001398,"To show my gratitude, I’ll help you further along your way towards becoming a Knight.",我给你的卷轴，记得要好好保管喔！那是你已经成为了英雄继承者的证明！
PROPQUEST_INC_001399,You’ll need to visit the Altar of Knight at Magmient in Darkon 3.,去达肯第3地区的熔岩火海，骑士祭坛就在那附近！
PROPQUEST_INC_001400,"Lobiet, the Knight Priest, will recognize the scroll I’ve given you…",继承者，去找骑士祭司，他会认出我给你的卷轴……
PROPQUEST_INC_001402,Retrieve the 8 Soulstones from regular Wheelems and take them to Lobiet.,打中型独轮蒸汽机取得8个灵魂之石交给祭司，记的喔！要打中型独轮蒸汽机喔！！
PROPQUEST_INC_001403,"Good luck, Mercenary.",祝你好运，战士
PROPQUEST_INC_001404,"I know it’s a challenge, but I assure you, the reward is worth it.",一定要打单轮机器人，才可以拿灵魂之石，要不然没资格通过英雄继承者的测验喔~
PROPQUEST_INC_001405,"I haven’t a clue why those Wheelems took the stones, but nevertheless, thank Billaon you’ve returned them.",啊~终于找回来了，独轮蒸汽机为何偷灵魂之石了呢 ？算了，东西能找回来就好！
PROPQUEST_INC_001406,"The Souls of the Heroes can rest, thanks to you.",终于可以找回英雄的灵魂了！真的很谢谢你！
PROPQUEST_INC_001407,What brings you to this holy Altar for the souls of Heroes?,是什么指引你来到这神圣的英雄祭坛
PROPQUEST_INC_001408,Hunt down 8 regular Wheelems (not Bouncing or Rough) and retrieve 8 Soulstones from them.,打中型独轮蒸汽机取得8个灵魂之石拿给在达肯第3地区的骑士祭坛祭司，记的喔~是打中型独轮蒸汽机喔！
PROPQUEST_INC_001410,Successor of Hero -Guardian-,英雄的足迹 -守护者-
PROPQUEST_INC_001411,This is the Mark of Heroes. It is a special sigil from the Guardian of the Knight’s Altar that denotes the wearer as a successor of Knight Hero.,这能证明你是英雄骑士的继承者，但还需要另一个证明，了解你真正的实力！ 
PROPQUEST_INC_001412,You only need one more item to finally become a Knight. You will find it in Guardiane.,距离成为骑士只差最后一个物品了。你会在圣堂找到它。
PROPQUEST_INC_001413,"In Guardiane, in the Guardian's Room, you will find a spirit called the Venel Guardian.",就在圣堂的守护之室，那里会看到一个叫贝纳卡度温的守护兽！
PROPQUEST_INC_001414,"Defeat this spirit, and take his heart. This will be your final test.",击败它，拿走它的心脏。这是最后的考验了
PROPQUEST_INC_001415,"Once you have completed this task, present the heart to Boneper, the Knight Guardian.",完成此任务后，将心脏交给[骑士守护使者]波内佩拉 ！
PROPQUEST_INC_001416,"I wish you luck, Mercenary!",祝你成功喔！
PROPQUEST_INC_001417,"You’re almost finished, Mercenary. Don’t give up now.",你已经快完成了，战士，不要在此处放弃
PROPQUEST_INC_001418,Well done! I now officially bestow the title of Knight upon you.,恭喜你！你已经通过最后的测验，你成为骑士的继承者了！
PROPQUEST_INC_001419,"Billaon, please bless and encourage this Knight as they follow your will!",毕雷恩啊！这里有要继承你的人，祝福它吧！
PROPQUEST_INC_001420,Only one recognized as a Knight may pass. Please turn back.,这里只有英雄的继承者才可以进入喔，请回去吧！
PROPQUEST_INC_001421,"Defeat the Venel Guardian, take his heart, and present it to Boneper the Knight Guardian.",去圣堂的守护之室打守护兽贝纳卡度温获得他的心脏之后，请你再去找[骑士守护使者]波内佩拉！
PROPQUEST_INC_001424,"So you think you're ready to become a Blade? It isn't easy, but since you've made it this far I think you're up to the challenge.",要成为刀锋战士英雄的继承者可不简单，你要有心理准备喔！
PROPQUEST_INC_001427,"Good luck, warrior. I'll be watching.",祝你好运！
PROPQUEST_INC_001428,Quitting already? But this is the easy part.,如果想要放弃，就早点放弃比较好喔！
PROPQUEST_INC_001429,"Hmm... Good job, I knew you could do this! Now you are qualified as a successor.",虽然对你的成果不是很满意，不过，你可以成为继承者了！
PROPQUEST_INC_001430,Congratulations! You passed the first test.,恭喜你通过第一次测验！！
PROPQUEST_INC_001431,"Exactly 20 Drillers, Mercenary. That's what you'll need to take your first steps to becoming a Blade.",一定要打败20只钻孔机喔！这样才可以证明你的能力，为了当真正的继承者，加油吧~
PROPQUEST_INC_001432,"Karandur is your master, young Mercenary. I can not help you.",你已经选择成为骑士的继承者，请你去找 卡拉杜·爱朋。
PROPQUEST_INC_001433,Hunt Down 20 Drillers and return to Corel in Darken City.,测验的内容很简单，在达肯1区，打20只钻孔机就可以了
PROPQUEST_INC_001435,Successor of Hero -Earring-,英雄的继承者-耳环-
PROPQUEST_INC_001436,This letter of recommendation is proof of your achievements as a Blade-in-Training. Guard it as you would your own life.,这推荐书表示首领认定你具有继承者的能力，如果没有推荐书认定形同无效，所以要好好保管喔！
PROPQUEST_INC_001437,"Take it to Guabill, the Blade Sage. He resides at the Fountain of Dead Person in the North Leren Mountains.",把那推荐书拿给位于乐雅山脉北部亡者之泉的[刀锋战士贤者]加布里。
PROPQUEST_INC_001438,"Before you do that, however, locate the Earring of Heren. It’s hidden somewhere in Heret, in Darkon 3.",对了~把推荐书拿给[刀锋战士贤者]加布里之前，请先去达肯第3地区的海勒辛找回海琳的耳环！
PROPQUEST_INC_001439,May the mercy of Heren be with you always.,祝福你一切顺利！！海琳与你同在！
PROPQUEST_INC_001441,Dear me! This… this is Earring of Heren! We thought it had been lost forever!,除了你，还没有人能完成这挑战，辛苦你了！！
PROPQUEST_INC_001442,"It had gone missing in Heret somewhere, and no one could find it. Thank you, you're truly remarkable!",这是刀锋战士英雄海琳的耳环，听说在英雄战争时期于海勒辛遗失，之后，就再也找不到了！
PROPQUEST_INC_001443,Your efforts this day will be forever appreciated.,再次感谢你~帮我找回这对耳环！！
PROPQUEST_INC_001444,The souls of many people travel to the Fountain of Dead Person. It is the crossroads between life and death.,欢迎来到亡者之潭，这里是生与死共存的地方！
PROPQUEST_INC_001445,"Find the Earring of Heren, hidden somewhere in Heret. Then take it and your letter to Guabrill, the Blade Sage at the Fountain of Dead Person in Flaris.",请先去达肯第3地区的海勒辛，找回海琳的耳环，再去亡者之泉找[刀锋战士贤者]加布里！
PROPQUEST_INC_001448,"Now to get the Earring back into the right hands, the Manager of the House of Heren.",要把这遗物还给主人才行~原主人是海琳，不过……
PROPQUEST_INC_001449,Please deliver it to Ata at the Observatory in Flaris.,请把它交给帕里天文台的阿塔。
PROPQUEST_INC_001450,"His family has managed the House of Heren for generations, and they’ve been seeking this earring for just as long. Possessing it again will give them great relief.",艾塔米力诺一直都管理着海琳的家，能将遗物找回，他也不必再耿耿于怀了，呵呵！！
PROPQUEST_INC_001451,"Oh, I can just imagine how happy this is going to make them. Hurry along!",想到艾塔米力诺能不再为这烦恼所困，我也好开心喔~
PROPQUEST_INC_001452,"Delivering this earring will not only help Ata’s family, but I’m sure they’d be willing to help you in your quest. Please, reconsider.",这遗物对阿塔米力诺来说，有着很大的意义，所以，请你也继续加油喔~ 
PROPQUEST_INC_001453,"It this…? Oh, it is! I can finally go home now! Thank you, thank you!",谢谢你！真的很谢谢你！太好了，终于可以回家了耶！
PROPQUEST_INC_001454,"You don’t know how much this means to my family! We’ve been searching for the Earring for so long and now...forgive me for rambling, I’m just so excited!",谢谢你，我真的好高兴！真是太高兴了！
PROPQUEST_INC_001455,"This Scroll belonged to the Blades in my family line. Since you’re trying to become one, I want you to have it.",这是给继承者的卷轴，记的要好好保管喔！这可是你已经成为了英雄的继承者的证明！
PROPQUEST_INC_001456,Full Moon out tonight. Strange things usually happen when that occurs…,气象报告！！今天的天气…怎样怎样…
PROPQUEST_INC_001457,Deliver the Earring of Heren to Ata at the Observatory in Flaris.,要去找阿塔米力诺，他是诺也的师弟，目前在帕里研究天文学，请你把这遗物拿给他吧！
PROPQUEST_INC_001460,"You’ll want to take it to the Blade Priest, Jeperdy. She manages the Altar of Blades in Brekin, Darkon 3.",请你去找[刀锋战士祭司]杰普迪，他在达肯第3地区铸炼之地管理刀锋战士的祭坛。
PROPQUEST_INC_001461,"Oh, since you're heading that way, could you retrieve a jewel for her called the Tear of Darkness? A Scorpicon in the Plateau of Silence has it, and we believe it could threaten the Souls of Heroes the Altars protect.",对了！在晨光沉默高原的【沙卡毕欧】，你知道这怪物的来历吗？
PROPQUEST_INC_001462,"Please take it to Priest Jeperdy, and perhaps we can investigate it further.",请把它交给祭司杰普迪，或许，从这鬼玩意可以得知威胁灵魂的真正原因！
PROPQUEST_INC_001464,"Something this potentially dangerous could bring harm to the Altar of Blade. Please, you must help us retrieve it.",暗黑泪珠这不祥之物！可不能落入其他人的手中，否则祭坛会有危险，这就要拜托你了！
PROPQUEST_INC_001465,"Hmm, just as I thought. Even Soulstones react to it. This requires much more investigation.",我有很不好的预感…你看！灵魂之石也有着反应，要快点行动才行了！
PROPQUEST_INC_001466,"Worry not, young Mercenary. Bringing me the jewel was enough on your part. I’ll do the rest.",首先，先感谢你的协助，这件事做起来并不容易，我会查明一切的原因，请你放心。
PROPQUEST_INC_001467,What brings you to this holy Altar for the Souls of Heroes?,这里是守护英雄的祭坛，你来到这里有什么事呢？
PROPQUEST_INC_001468,"Take the Tear of Darkness from Scorpicon in Plateau of Silence, Saint Morning, and bring it to Priest Jeperdy in Brekin, Darkon 3.",别忘了，先到晨光的沉默高原，找沙卡毕欧取得暗黑泪珠，再交给[刀锋战士祭司]杰普迪！
PROPQUEST_INC_001471,"Here, take this Mark of the Heroes. It along with one last item will denote your status as a true Blade.",这能证明你是英雄守护使者的继承者，但还需要另一个证明，了解你真正的实力！ 
PROPQUEST_INC_001472,"In the Guardian's Room, you will find a spirit called the $QUEST_END_KILL_NAME$.",你将会在守护之室找到一个名为$QUEST_END_KILL_NAME$的意志。
PROPQUEST_INC_001474,"Once you have completed this task, present the heart to Sencyrit, the Blade Guardian.",请你把心脏拿给圣堂的[刀锋战士守护使者]桑希里特！
PROPQUEST_INC_001475,I wish you luck.,祝你好运
PROPQUEST_INC_001477,Well done! I now officially bestow the title of Blade upon you.,恭喜你！你已经通过最终的测验，你已经成为了刀锋战士的继承者！
PROPQUEST_INC_001478,"Heren, please bless and encourage this Blade as they follow your will!",海琳啊！这里有要继承你的人，请你引领他吧！
PROPQUEST_INC_001479,Only one recognized as a Blade may pass. Please turn back.,这里只有英雄的继承者才可以进入！请离开吧！
PROPQUEST_INC_001480,"Defeat the Venel Guardian, take his heart, and present it to Sencyrit the Blade Guardian in Guardiane.",去打倒守护兽贝纳卡度温，得取得它的心脏，再去找刀锋战士守护使者桑希里特。
PROPQUEST_INC_001483,"So you think you're ready to become a Billposter? It isn't easy, but since you've made it this far I think you're up to the challenge.",要成为暴力技师英雄的继承者可不简单，你要有心理准备喔！好吧，让我来为你解说！
PROPQUEST_INC_001486,Good luck. I'll be watching.,我在这等你回来！
PROPQUEST_INC_001488,Excellent work! Now you're on your way to becoming a Billposter.,你真厉害！恭喜你通过第一次测验！
PROPQUEST_INC_001489,Exactly 20 Drillers. That's what you'll need to take your first steps to becoming a Billposter.,一定要打败20只钻孔机喔！为了当真正的继承者，加油吧！
PROPQUEST_INC_001490,"Ellend is your master, young Assist. I can not help you.",你已经被选为守护使者继承者，你要去找伊岚德。
PROPQUEST_INC_001491,Hunt Down 20 Drillers and return to Ride in Darken City.,测验的内容很简单，只要在达肯1区，打败20只钻孔机就可以了！
PROPQUEST_INC_001493,Successor of Hero -Hall Document-,英雄的继承者-印章文件-
PROPQUEST_INC_001494,This letter of recommendation is proof of your achievements as a Billposter. Guard it as you would your own life.,这推荐书表示首领认定继承者的能力，若没有推荐书认定形同无效，所以要好好保管！！
PROPQUEST_INC_001495,"Take it to Domek, the Billposter Sage. He resides at Fountain of Dead Person in the Northern Leren Mountains.",把推荐书拿给位于乐雅山脉北部亡者之泉的[暴力技师贤者]道麦。
PROPQUEST_INC_001496,"Before you do that, however, retrieve the Hall Document from Hoiren. He's hiding somewhere in the Garden of Rhisis.",对了！请先到莱斯庭院，找【胡欧仁】取回印章文件！
PROPQUEST_INC_001497,Luck be with you.,预祝你成功。
PROPQUEST_INC_001499,"Your skill must be extraordinary if you were able to take this document from Hoiren, good work!",你真的很厉害！谢谢你帮我找回这印章文件！
PROPQUEST_INC_001500,"The Billposter Hero Roentel originally owned this document, but his pupil Hoiren stole it when he died.",这文件是暴力技师英雄罗瓦特的爆咒练习场的印章文件，胡欧仁原来是罗瓦特的弟子，不过，在罗瓦特死后，这家伙就把……
PROPQUEST_INC_001501,"Hoiren hid it away, and no one could find it until now. We deeply appreciate your efforts to return it.",那家伙竟把那印章文件据为己有，之后还销声匿迹，算了！你能把东西找回来，这些也不是那么重要了！
PROPQUEST_INC_001502,Such a peaceful place...if only these other Sages would stop with their chattering I could get some writing done...,这里是个安静的地方，可以专心写作创作！
PROPQUEST_INC_001503,"Retrieve the Hall Document from Hoiren, who is hiding somewhere in the Garden of Rhisis. Then deliver it and your letter to Domek the Billposter Sage. You can find him at the Fountain of Dead Person.",从隐藏在莱斯庭院某处的霍伦那里取回印章文件。然后把它和你的信交给[暴力技师贤者]道麦。你可以在帕里亡者之泉找到他。
PROPQUEST_INC_001506,The rightful caretaker of the Hall Document is Segho of the Pesin family. They have been managing Roentel’s Hall of the Martial Arts for generations.,你要帮忙的事情是…把这遗物拿给【佩辛】！
PROPQUEST_INC_001507,"He is out of the Hall right now, doing some adventuring of his own in Flaris.",佩辛他可能在山上，因为他热爱登山，你可能要走多点路了！
PROPQUEST_INC_001508,"He’s an accomplished mountaineer, so you may be able to find him in the Leren Mountains. Present him with the Hall Document when you find him.",麻烦你去乐雅山脉找找看~把这印章文件拿给佩辛就可以了！
PROPQUEST_INC_001510,"Very well, then. Perhaps someone truly worthy of becoming a Billposter will come along to deliver this for me...",英雄的遗物可是很珍贵的~不过，你不想帮我拿给他就算了…
PROPQUEST_INC_001511,"Surprised to run into somebody else this high up. I’m looking for Roentel’s Hall Document, you wouldn’t happen to have heard about it… well, what d’ya know...",你是怎么找到我的呢？可真有你的！
PROPQUEST_INC_001512,"Thanks for bringing this back to us, now I can finally get back to the Hall. Say, I knew I had a good reason to bring this along. Let’s see... *rummaging*",真的很感谢你，终于能回到爆咒练习场了！！为了今天我已经准备好久了，稍等一下……练习场在到底在哪里呢！？
PROPQUEST_INC_001513,There you go. Every Billposter in my family line possessed this Scroll. Now it’s yours.,我给你的卷轴，请记得要好好保管喔！ 这是你已经成为了英雄的继承者的证明！
PROPQUEST_INC_001514,"Ahh, Leren Mountains. The root of Flaris itself, perfect for surveying every spot on the map.",乐雅山脉。帕里的根源，非常适合观测地图上的每个地点。
PROPQUEST_INC_001515,Deliver the Hall Document to Segho in the Leren Mountains.,去乐雅山脉找找看吧~把这印章与文件拿给佩辛就可以了！
PROPQUEST_INC_001518,"Head on over to Fera, the Billposter Priest. She manages their Altar in Arians, Darkon 3.",请你去找祭司【菲拉】，他在达肯第3区布艾里安斯管理暴力技师的祭坛。
PROPQUEST_INC_001519,"She’s been looking for the Poster of Skill which contains Shadow Avatar, Roentel’s most devastating technique.",【菲拉】在找很重要的东西，叫技能魔法符咒，听说那是只有英雄罗瓦特才可以用的技术……
PROPQUEST_INC_001520,"Rumor has it that grave-robbers controlling the Steam Walkers have gotten a hold of it. Take it back from them, and get it into Fera’s hands.","Rumor has it that grave-robbers controlling the Steam Walkers have gotten a hold of it. Take it back from them, and get it into Fera’s hands."
PROPQUEST_INC_001521,"Good luck, friend!",一切辛苦你了！再见！
PROPQUEST_INC_001522,"Someone with evil intentions using Shadow Avatar could lead to catastrophe. Please, reconsider!",技能魔法符咒'它会发动危险的法术效果，所以必需要找它并且阻止它被使用，否则后果不勘设想！
PROPQUEST_INC_001523,"Well done! People say that only Roentel can use this, but with Billposters like you around, who knows?",请帮我找回技能魔法符咒，虽然只有罗瓦特才会使用，不过，为了以防万一… 
PROPQUEST_INC_001524,"Until then though, I’ll do my best to protect it.",谢谢你，我以后会小心保管它~
PROPQUEST_INC_001526,"Retrieve the Poster of Skill from the Steam Walkers, then bring it to Fera in Arians, Darkon 3.","Retrieve the Poster of Skill from the Steam Walkers, then bring it to Fera in Arians, Darkon 3."
PROPQUEST_INC_001529,"Here, take this Mark of the Heroes. It along with one last item will denote your status as a true Billposter.",这能证明你是英雄守护使者的继承者，但还需要另一个证明，了解你真正的实力！ 
PROPQUEST_INC_001532,"Once you have completed this task, present the heart to Capafe, the Billposter Guardian.",然后，请你把这心脏拿给加勒迪安暴力技师守护使者卡帕菲！
PROPQUEST_INC_001534,"You’re almost finished, Assist. Don’t give up now.",都已经来到这里了才要放弃，太可惜了，要不要再加油一下呢？
PROPQUEST_INC_001535,Well done! I now officially bestow the title of Billposter upon you.,恭喜你喔！你已经通过最后的测验，成为了暴力技师的继承者了！
PROPQUEST_INC_001536,"Roentel, please bless and encourage this Billposter as they follow your will!",罗瓦特啊！这里有要继承你的人，祝福它吧！ 
PROPQUEST_INC_001537,Only one recognized as a Billposter may pass. Please turn back.,这里只有英雄的继承者才可以进入喔，请回去吧！
PROPQUEST_INC_001538,"Defeat the guardian spirit, Venel Guardian, and get it's heart. Then please visit Capafe who is the Billposter Guardian.",去打倒守护兽贝纳卡度温，并取得他的心脏，再去找暴力技师守护使者卡帕菲！
PROPQUEST_INC_001541,"So you think you're ready to become a Ringmaster? It isn't easy, but since you've made it this far I think you're up to the challenge.",要成为守护使者英雄的继承者可不简单，你要有心理准备喔！！
PROPQUEST_INC_001544,I will be watching you.,我是新上任的首领，请多多指教！
PROPQUEST_INC_001547,Excellent work! Now you're on your way to becoming a Ringmaster.,恭喜你通过第一次测验！！
PROPQUEST_INC_001548,Exactly 20 Drillers. That's what you'll need to take your first steps to becoming a Ringmaster.,一定要打败20只钻孔机，才能通过测试！！ 
PROPQUEST_INC_001549,"Ride is your master, young Assist. I can not help you.",你已经选择成为暴力技师的继承者了，去找【瑞得】大师吧！
PROPQUEST_INC_001550,Hunt Down 20 Drillers and return to Ellend in Darken City.,就是…在达肯1区…打20只钻孔机，记得是钻孔机！
PROPQUEST_INC_001552,Successor of Hero -Seal-,英雄的继承者-纹章-
PROPQUEST_INC_001553,This letter of recommendation is proof of your achievements as a Ringmaster. Guard it as you would your own life.,这推荐书表示首领认定继承者的能力，若没有推荐书认定形同无效，所以，请好好保管！！
PROPQUEST_INC_001554,"Take it to Clamb, the Ringmaster Sage. He resides at the The Fountain of Dead Person in the Northern Leren Mountains.",把那推荐书拿给位于乐雅山脉北部亡者之潭的守护使者的贤者【可伯内特】。
PROPQUEST_INC_001555,"Before you do that, however, retrieve the Seal of Aenn from Roy near the Plateau of Silence in Saint Morning.",首先，请先到晨光梦幻沙漠跟找回艾诺纹章！
PROPQUEST_INC_001556,May Aenn’s mercy be with you always.,愿艾诺的宽仁与你常在。
PROPQUEST_INC_001558,The Seal of Aenn! Someone’s finally found the Aenn family symbol!,终于找回艾诺纹章了！这纹章可是价值连城的宝物！
PROPQUEST_INC_001559,"I’d always heard that Roy would steal anything of value, but I never thought he’d have a mind to take the Seal!",听说是被魔域怪偷走的，真是讨厌的家伙！！
