Key,English,Simplified_Chinese
PROPSKILL_TXT_100001,Calls upon the moon to weaken the target. All damage done to the target while this de-buff is active is increased.,借助月神之力惩戒目标。debuff持续期间，目标受到的所有伤害将会增加。
PROPSKILL_TXT_100002,Shade's Support,谢莉德的援助
PROPSKILL_TXT_100003,Protects the monster from stun and rooting de-buffs.,怪物不会被击晕或禁锢。
PROPSKILL_TXT_100004,Shade's Boost,谢莉德的庇护
PROPSKILL_TXT_100005,Increases the monster's speed.,怪物的速度增加了。
PROPSKILL_TXT_100006,Dragon's Grace,龙之祝福
PROPSKILL_TXT_100007,The Dragon's grace awakens your attack power.,增加攻击力。
PROPSKILL_TXT_100008,Lion's Grace,狮子的祝福
PROPSKILL_TXT_100009,The Lion's grace awakens your health.,增加生命值。
PROPSKILL_TXT_100010,Tiger's Grace,白虎的祝福
PROPSKILL_TXT_100011,The Tiger's grace awakens your critical damage.,增加暴击伤害。
PROPSKILL_TXT_100012,Fox's Grace,狐狸的祝福
PROPSKILL_TXT_100013,The Fox's grace awakens your skill damage and casting speed.,增加技能伤害和施法速度。
PROPSKILL_TXT_100014,Rabbit's Grace,雪兔的祝福
PROPSKILL_TXT_100015,The Rabbit's grace awakens your speed.,增加移动速度。
PROPSKILL_TXT_100016,Griffin's Grace,狮鸠的祝福
PROPSKILL_TXT_100017,The Griffin's grace awakens your incoming damage negation.,增加伤害减免。
PROPSKILL_TXT_100018,Unicorn's Grace,独角兽的祝福
PROPSKILL_TXT_100019,The Unicorn's grace awakens your block rate.,增加格挡率。
PROPSKILL_TXT_100020,Angel's Grace,天使的祝福
PROPSKILL_TXT_100021,The Angel's grace awakens your critical damage.,增加暴击伤害。
PROPSKILL_TXT_100022,King Crab's Grace,蟹王的祝福
PROPSKILL_TXT_100023,The King Crab's grace awakes your block penetration.,蟹王的恩典唤醒你的格挡穿透。
PROPSKILL_TXT_100024,Call of Fury,狂怒召唤
PROPSKILL_TXT_100025,A loud call that disrupts the target and forces them and nearby enemies to target you.,大声怒吼扰乱目标，并强迫他们和附近的敌人将仇恨目标集中在你身上。
PROPSKILL_TXT_100026,Heart of Sacrifice,骑士意志
PROPSKILL_TXT_100027,Redirect damage taken from a target player to yourself.,将目标玩家受到的部分伤害将转移到自身。
PROPSKILL_TXT_000392,Rending Entry,裂刃突袭
PROPSKILL_TXT_000393,"Teleport to your cursor click position, dealing damage to nearby enemies. Chance to slow the enemy. If an enemy dies to this attack, Rending Entry's cooldown is reset.",传送到鼠标点击的位置，并对目的地附近敌人造成伤害，有几率使其减速。如果敌人死于该技能，冷却时间会被重置。
PROPSKILL_TXT_000394,Barrier of Life,生命屏障
PROPSKILL_TXT_000395,The target will block the next incoming hit no matter what.,目标玩家在短时间内受到的任何伤害降为0。
PROPSKILL_TXT_000430,Gravity Well,重力旋涡
PROPSKILL_TXT_000431,Creates a gravity well at your cursor position that considerably slows enemies in the area.,在鼠标指针位置创造一个能使敌人大幅减速的重力旋涡。
PROPSKILL_TXT_000440,Eye of the Storm,风暴之眼
PROPSKILL_TXT_000441,"Summon a tornado around yourself, pushing back nearby enemies and creating a barrier which blocks people from reaching you.",在人物周围召唤出一个龙卷风，击退附近敌人并阻挡想要靠近的敌人。
PROPSKILL_TXT_000424,Sury's Tenacity,叙里的坚韧
PROPSKILL_TXT_000425,"Become immune to crowd control at the cost of losing your ability to cast skills, and increased incoming healing.",传承暴力技师英雄叙里的意志：免疫群体控制并提升即将到来的治疗量，代价是无法使用技能。
PROPSKILL_TXT_000400,Jester's Blast,戏谑爆破
PROPSKILL_TXT_000401,"Plant a time bomb on the target, exploding after a few seconds and dealing damage to nearby enemies. If Jester's Blast is recasted on the same target, it will prompt an early detonation for reduced damage and range.",在目标身上放置一个定时炸弹，数秒后爆炸并对附近敌人造成伤害。若对同一目标重复施放戏谑爆破，将触发伤害降低且爆炸范围缩小的提前引爆。
PROPSKILL_TXT_000402,Boomburst,爆裂箭
PROPSKILL_TXT_000403,Long range shot that sends a shockwave in an area around the target. This attack knocks enemies around the affected target down.,远距离射击，向目标周围区域发出冲击波并将敌人击飞。
PROPSKILL_TXT_000404,Raon's Fire,瑞恩之火
PROPSKILL_TXT_000405,Reduces fire resistance by 20%.,降低20%火属性抵抗。
PROPSKILL_TXT_000406,Herness' Water,赫内斯之水
PROPSKILL_TXT_000407,Reduces water resistance by 20%.,降低20%水属性抵抗。
PROPSKILL_TXT_000408,Ishirut's Spark,Ishirut的火花
PROPSKILL_TXT_000409,Reduces electric resistance by 20%.,降低20%雷属性抵抗。
PROPSKILL_TXT_000410,Shelid's Earth,Shelid的土壤
PROPSKILL_TXT_000411,Reduces earth resistance by 20%.,降低20%土属性抵抗。
PROPSKILL_TXT_000412,Ipuli's Breath,Ipuli的气息
PROPSKILL_TXT_000413,Reduces wind resistance by 20%.,降低20%风属性抵抗。
PROPSKILL_TXT_100028,Lifesteal,生命偷取
PROPSKILL_TXT_100029,Mysterious Energy,神秘能量
PROPSKILL_TXT_100030,A mysterious magic energy is preventing you from moving.,使你无法移动的神秘魔法能量。
PROPSKILL_TXT_100031,Bolstered,坚固
PROPSKILL_TXT_100032,Your defenses are enhanced.,你的防御能力得到提升。
PROPSKILL_TXT_100033,Explode,爆炸
PROPSKILL_TXT_100034,Curse of the Drowned Rangda,恶神让特的诅咒
PROPSKILL_TXT_100035,"Monsters have increased attack, and increased incoming damage.",怪物们攻击力增加，承受伤害增加。
PROPSKILL_TXT_100036,Shade's Cruel Bargain,谢莉德的苦痛协议
PROPSKILL_TXT_100037,"All monsters explode on death, but have more drop rate.",所有怪物在死亡时会发生爆炸，但掉率提高。
PROPSKILL_TXT_100038,Iblis Touched,依普利的感化
PROPSKILL_TXT_100039,"Monsters reflect damage, but have more drop rate.",怪物们能够反弹伤害，但掉率提高。
PROPSKILL_TXT_100040,Rhisis' Assistance,莱斯神的祝福
PROPSKILL_TXT_100041,"Monsters regenerate a percentage of their health per second, but give more experience.",所有怪物都会不断回复一定百分比的生命值，但给予的经验增加。
PROPSKILL_TXT_100042,"Monsters have increased speed, but increased damage taken.",所有怪物速度增加，但受到伤害增加。
PROPSKILL_TXT_100043,Dagger from Within,心魔
PROPSKILL_TXT_100044,"Monsters have more critical chance, but give more experience.",所有怪物暴击率增加，但给予的经验增加。
PROPSKILL_TXT_100045,Phantom Pain,痛楚幻象
PROPSKILL_TXT_100046,"Monsters have a chance to strike twice, but have more drop rate.",所有怪物有几率连续攻击两次，但掉率增加。
PROPSKILL_TXT_100047,Drain of Iblis,依普利的倦怠
PROPSKILL_TXT_100048,"Monsters have lifesteal, but increased incoming damage. ",所有怪物可以偷取生命值，但受到伤害增加。
PROPSKILL_TXT_100049,Shade's Adrenaline,谢莉德的肾上腺素
PROPSKILL_TXT_100050,"Monsters attack faster, but have more drop rate. ",所有怪物攻击速度增加，但掉率增加。
PROPSKILL_TXT_100051,Life Linked,生命连结
PROPSKILL_TXT_100052,This entity will not die until the target life link is below a certain HP threshold.,该个体在目标生命连结低于某个HP阈值之前不会死亡。
PROPSKILL_TXT_100053,Kraken's Revenge,克拉肯的复仇
PROPSKILL_TXT_100054,Rapidly recovering health as a consequence of rage.,由于愤怒而迅速回复生命值。
PROPSKILL_TXT_100055,Ice Patch,冰霜领域
PROPSKILL_TXT_100056,Slowed by an ice patch.,被冰霜领域减速。
PROPSKILL_TXT_100057,Chill of the Ghostly Emperor,冰封亡灵的寒意
PROPSKILL_TXT_100058,Dungeon is covered in patches of ice that slow down. More drop rate.,副本会被能使人减速的冰霜领域覆盖，但掉率增加。
PROPSKILL_TXT_100059,Webbed,蛛网
PROPSKILL_TXT_100060,A sticky web slows your movement.,减缓移速的黏糊糊的蛛网。
PROPSKILL_TXT_100061,Battered,磨损
PROPSKILL_TXT_100062,A brutal strike has shattered your defenses. You take more damage than usual.,残酷的打击摧毁了你的防御，受到伤害增加。
PROPSKILL_TXT_100063,Poisoned,毒污染
PROPSKILL_TXT_100064,Reduced the amount of healing received.,所受治疗量降低。
PROPSKILL_TXT_100065,Misty Touch,障目
PROPSKILL_TXT_100066,Reduces the chance to hit.,降低命中率。
PROPSKILL_TXT_100067,Hardened Carapace,坚硬躯壳
PROPSKILL_TXT_100068,"The enemy has predicted your movements, and is resistant to your attacks.",敌人预判了你的走位，并抵挡了你的攻击。
PROPSKILL_TXT_100069,Mind Shatter,迷窍
PROPSKILL_TXT_100070,All concentration has halted. Your ability to rouse magic has been reduced.,完全无法集中注意力，你施放魔法的能力降低了。
PROPSKILL_TXT_100071,Undying,不死
PROPSKILL_TXT_100072,There is an entity life linked to this one.,有一个个体和它有生命连结。
PROPSKILL_TXT_100073,Reflective Shell,反射躯壳
PROPSKILL_TXT_100074,A portion of the damage dealt to this monster is reflected back to you.,怪物将承受的部分伤害反弹给你。
PROPSKILL_TXT_100075,Siren's Call,塞壬的召唤
PROPSKILL_TXT_100076,The Siren draws you closer. Your pain is her pain.,塞壬将你拉近，感受与它同样的痛苦。
PROPSKILL_TXT_100077,Double Vision,双瞳
PROPSKILL_TXT_100078,You're seeing double. And feeling double..,你看到的是双重的，承受的是双倍的...
PROPSKILL_TXT_100079,Pack Tactics,怪海战术
PROPSKILL_TXT_100080,This monster stays loyal to the pack.,怪物们都对彼此很忠诚。
PROPSKILL_TXT_100081,A well of gravity considerably slows and damages you.,使你大幅减速并造成伤害的重力旋涡。
PROPSKILL_TXT_100082,"This monster steals your life force, but takes 5% more damage.",这个怪物能偷取你的生命值，但承受伤害增加5%。
PROPSKILL_TXT_100083,Curse of the Demon Lord,恶魔领主的诅咒
PROPSKILL_TXT_100084,The Demon Lord has cursed you with an overwhelming feeling of exhaustion.,恶魔领主诅咒了你，你感到精疲力竭。
PROPSKILL_TXT_100085,Feeling Generous,慷慨
PROPSKILL_TXT_100086,This monster is feeling generous and will have an increased Drop & Exp bonus of 10%.,怪物们变得慷慨，掉率和经验值提升10%。
PROPSKILL_TXT_100087,Shade's Swiftness,Shade's Swiftness
PROPSKILL_TXT_100088,"Shade is a powerful god of fear and rage, and they grant this buff to players by imbuing them with a gust of wind that enhances their reflexes and allows them to move faster.","Shade is a powerful god of fear and rage, and they grant this buff to players by imbuing them with a gust of wind that enhances their reflexes and allows them to move faster."
PROPSKILL_TXT_100089,Iblis' Fortitude,Iblis' Fortitude
PROPSKILL_TXT_100090,"Iblis is a revered god of apathy and neutrality, and they grant this buff to players by infusing them with a burst of life energy that increases their maximum health and allows them to withstand more damage.","Iblis is a revered god of apathy and neutrality, and they grant this buff to players by infusing them with a burst of life energy that increases their maximum health and allows them to withstand more damage."
PROPSKILL_TXT_100091,Bubble's Bulwark,Bubble's Bulwark
PROPSKILL_TXT_100092,"Bubble is a legendary god of joy and purity, and they grant this buff to players by creating a powerful shield that provides an extra layer of defense against enemy attacks.","Bubble is a legendary god of joy and purity, and they grant this buff to players by creating a powerful shield that provides an extra layer of defense against enemy attacks."
PROPSKILL_TXT_100093,Guild's Enhancement,Guild's Enhancement
PROPSKILL_TXT_100094,Donate G-Tokens to your guild and upgrade this enhancement's level!,Donate G-Tokens to your guild and upgrade this enhancement's level!
PROPSKILL_TXT_100095,Spiritual Overcharge Chance,精神充能几率
PROPSKILL_TXT_100096,Healing Grace Chance,神圣祈祷几率
PROPSKILL_TXT_100097,Prankster's Escape Chance,王牌小丑几率
PROPSKILL_TXT_100098,Last Stand Chance,最后一战几率
PROPSKILL_TXT_100099,Aura Burst Chance,爆破光环几率
PROPSKILL_TXT_100100,Supercharged,Supercharged
PROPSKILL_TXT_100101,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.
PROPSKILL_TXT_100102,Static,静电
PROPSKILL_TXT_100103,Sparks of power drain your strength. Run away to prevent it from spreading!,Sparks of power drain your strength. Run away to prevent it from spreading!
PROPSKILL_TXT_100104,Tethered,Tethered
PROPSKILL_TXT_100105,You are bound! Make some distance to break the tether!,You are bound! Make some distance to break the tether!
PROPSKILL_TXT_100106,Slowed,缓速
PROPSKILL_TXT_100107,Waterbomb Chance,水弹几率
PROPSKILL_TXT_100108,Jungle Fever,丛林热
PROPSKILL_TXT_100109,Disease spreads through your body. Hopefully the fever breaks.,疾病通过你的身体传播。希望能尽快解除。
PROPSKILL_TXT_100110,PlayPark's Launch Buff,PlayPark's Launch Buff
PROPSKILL_TXT_100111,Enjoy increased Experience and Drops up to Level 119!,Enjoy increased Experience and Drops up to Level 119!
PROPSKILL_TXT_100112,Artifact Power,Artifact Power
PROPSKILL_TXT_100113,My team's artifact count adds damage to Kalgas!,My team's artifact count adds damage to Kalgas!
PROPSKILL_TXT_100114,Kalgas Poison,Kalgas Poison
PROPSKILL_TXT_100115,Poison spreads through your body.,Poison spreads through your body.
PROPSKILL_TXT_100116,Kalgas' Dominance,Kalgas' Dominance
PROPSKILL_TXT_100117,Your team is being dominated! Defeat an artifact to regain power!,Your team is being dominated! Defeat an artifact to regain power!
PROPSKILL_TXT_100118,2nd Anniversary Guild's Enhancement,2nd Anniversary Guild's Enhancement
PROPSKILL_TXT_100119,Donate 2nd Anniversary Tokens to your guild and upgrade this enhancement's level!,Donate 2nd Anniversary Tokens to your guild and upgrade this enhancement's level!
PROPSKILL_TXT_100120,Poison (From Weapon),中毒 (来自武器)
PROPSKILL_TXT_100121,Stun (From Weapon),晕眩 (来自武器)
PROPSKILL_TXT_100122,Bleeding (From Weapon),流血 (来自武器)
PROPSKILL_TXT_100123,FP and MP recovery amount increased by 10% for 10 minutes.,FP and MP recovery amount increased by 10% for 10 minutes.
PROPSKILL_TXT_100124,Madrigal Stroll,Madrigal Stroll
PROPSKILL_TXT_100125,Movement speed increased by 5% for 10 minutes.,Movement speed increased by 5% for 10 minutes.
PROPSKILL_TXT_100126,Field Outing,Field Outing
PROPSKILL_TXT_100127,Reload the Experience Lock Gauge by 5% of the maximum.,Reload the Experience Lock Gauge by 5% of the maximum.
PROPSKILL_TXT_100128,Party Together,Party Together
PROPSKILL_TXT_100129,Party experience increased by 10% for 30 minutes. Can only be used and is only effective if both members are in the same party.,Party experience increased by 10% for 30 minutes. Can only be used and is only effective if both members are in the same party.
PROPSKILL_TXT_100130,Golden Luck,Golden Luck
PROPSKILL_TXT_100131,Drop and Penya quantity increased by 5% for 10 minutes.,Drop and Penya quantity increased by 5% for 10 minutes.
PROPSKILL_TXT_100132,Stamina Boost,Stamina Boost
PROPSKILL_TXT_100133,All stats increased by 5 for 10 minutes.,All stats increased by 5 for 10 minutes.
PROPSKILL_TXT_100134,Blessing from the Sky,Blessing from the Sky
PROPSKILL_TXT_100135,Basic flight speed increased by 3 km/h for 5 minutes.,Basic flight speed increased by 3 km/h for 5 minutes.
PROPSKILL_TXT_100136,Cheer of Love,Cheer of Love
PROPSKILL_TXT_100137,"+5% Experience, granted by your couple partner.","+5% Experience, granted by your couple partner."
PROPSKILL_TXT_100138,Happy Jump,Happy Jump
PROPSKILL_TXT_100139,Jump height increased by 50 for 10 minutes.,Jump height increased by 50 for 10 minutes.
PROPSKILL_TXT_100140,Swift Recovery,Swift Recovery
PROPSKILL_TXT_100141,Herb Gathering,Herb Gathering
PROPSKILL_TXT_100142,Gathering various herbs. ,Gathering various herbs. 
PROPSKILL_TXT_100143,Wood Cutting,Wood Cutting
PROPSKILL_TXT_100144,Cut down trees.,Cut down trees.
PROPSKILL_TXT_100145,Mining,Mining
PROPSKILL_TXT_100146,Mine various ores and gem.,Mine various ores and gem.
PROPSKILL_TXT_100147,Fishing,Fishing
PROPSKILL_TXT_100148,Fishing various fish.,Fishing various fish.
PROPSKILL_TXT_100149,Cooking,Cooking
PROPSKILL_TXT_100150,Cook various foods.,Cook various foods.
PROPSKILL_TXT_100151,Alchemy,Alchemy
PROPSKILL_TXT_100152,Produce various potions.,Produce various potions.
PROPSKILL_TXT_100153,Carpentry,Carpentry
PROPSKILL_TXT_100154,Craft furniture and other items.,Craft furniture and other items.
PROPSKILL_TXT_100155,Smithing,Smithing
PROPSKILL_TXT_100156,Create various accessories.,Create various accessories.
PROPSKILL_TXT_FWC_202501,Grinder's Blessing,Grinder's Blessing
PROPSKILL_TXT_FWC_202502,Madrigal's elites guide you!,Madrigal's elites guide you!
PROPSKILL_TXT_FWC_202503,Bubble's Fortune,Bubble's Fortune
PROPSKILL_TXT_FWC_202504,Madrigal's most fortunate guide you!,Madrigal's most fortunate guide you!
PROPSKILL_TXT_150000,Harlequin's Greeting,谑影戏礼
PROPSKILL_TXT_150001,"Perform a quick step, teleporting behind your target with a swift attack.",使用迅捷步法，瞬间传送至目标身后并发起疾速攻击。
PROPSKILL_TXT_150002,Shadow Attack,Shadow Attack
PROPSKILL_TXT_150003,"Teleport instantly to the rear of your target to deal damage. If you use the skill while invisible, the next auto attack within three seconds will be a critical hit, and the cooldown will be reduced.","Teleport instantly to the rear of your target to deal damage. If you use the skill while invisible, the next auto attack within three seconds will be a critical hit, and the cooldown will be reduced."
PROPSKILL_TXT_150004,Range Increase,Range Increase
PROPSKILL_TXT_150005,Harlequin's Charge,谑影蓄势
PROPSKILL_TXT_150006,Gather strength to perform a powerful charging attack against a single enemy.,集聚力量，对单个敌人发动强力的蓄力攻击。
PROPSKILL_TXT_150007,Increased Damage,Increased Damage
PROPSKILL_TXT_150008,Reduced Charge Time,Reduced Charge Time
PROPSKILL_TXT_150009,Reduced Cooldown,Reduced Cooldown
PROPSKILL_TXT_150010,Alter Ego,双重自我
PROPSKILL_TXT_150011,"Become invisible and spawn a clone at your position which runs in a random direction, reflects damage, and explodes upon death.",进入隐身状态，并在原地生成一个分身。该分身将向随机方向移动，反弹所受伤害，并在消亡时爆炸。
PROPSKILL_TXT_150012,Maintain Ego,Maintain Ego
PROPSKILL_TXT_150014,Special Yo-Yo Mastery,特殊飞轮精通
PROPSKILL_TXT_150015,"Increases auto attack damage, multistrike chance, and Yo-Yo range when used.",使用后提升普通攻击伤害、多重打击概率及飞轮的攻击距离。
PROPSKILL_TXT_150016,Auto Attack,自动攻击
PROPSKILL_TXT_150017,Range,攻击距离
PROPSKILL_TXT_150018,Multistrike,多重打击
PROPSKILL_TXT_150019,Critical Yo-Yo Mastery,Critical Yo-Yo Mastery
PROPSKILL_TXT_150020,String Yo-Yo Mastery,String Yo-Yo Mastery
PROPSKILL_TXT_150021,Critical Stab,致命刺杀
PROPSKILL_TXT_150022,"Your critical chance is lowered, but critical damage is increased.",暴击率降低，暴击伤害提高。
PROPSKILL_TXT_150024,Increased Duration,Increased Duration
PROPSKILL_TXT_150026,Shadow Strike,影袭
PROPSKILL_TXT_150027,Attacking from behind while invisible deals additional damage.,隐身状态下从背后发动攻击，将造成额外伤害。
PROPSKILL_TXT_150028,Agility,Agility
PROPSKILL_TXT_150029,Movement speed temporarily increases after leaving invisibility.,Movement speed temporarily increases after leaving invisibility.
PROPSKILL_TXT_150030,Concentration [Nen],Concentration [Nen]
PROPSKILL_TXT_150031,Focus your mind to gain Nen when used. Can gain up to 10 Nen with this skill. The effects of Nen stacks are multiplied by the number of stacks you currently have.,Focus your mind to gain Nen when used. Can gain up to 10 Nen with this skill. The effects of Nen stacks are multiplied by the number of stacks you currently have.
PROPSKILL_TXT_150032,Forced Critical Hit,Forced Critical Hit
PROPSKILL_TXT_150033,Your next auto attack is guaranteed to be a critical hit.,Your next auto attack is guaranteed to be a critical hit.
PROPSKILL_TXT_150034,"Your critical chance is capped at 10%, while greatly increasing critical damage.","Your critical chance is capped at 10%, while greatly increasing critical damage."
PROPSKILL_TXT_150035,Barrage,Barrage
PROPSKILL_TXT_150036,Normal attacks have a chance to fire double arrows.,Normal attacks have a chance to fire double arrows.
PROPSKILL_TXT_150037,Increased Strike,Increased Strike
PROPSKILL_TXT_150038,Maintain Buff,Maintain Buff
PROPSKILL_TXT_150040,Heavy Shot,Heavy Shot
PROPSKILL_TXT_150041,Knocks back the target with an arrow.,Knocks back the target with an arrow.
PROPSKILL_TXT_150042,Increased Knockback,Increased Knockback
PROPSKILL_TXT_150043,Group Knockback,Group Knockback
PROPSKILL_TXT_150045,Repelling Shot,Repelling Shot
PROPSKILL_TXT_150046,Leap backwards after attacking the target.,Leap backwards after attacking the target.
PROPSKILL_TXT_150047,Long Jump,Long Jump
PROPSKILL_TXT_150048,Debuff,Debuff
PROPSKILL_TXT_150050,Condor Dive,Condor Dive
PROPSKILL_TXT_150051,Unleashes an area attack within the designated range.,Unleashes an area attack within the designated range.
PROPSKILL_TXT_150054,Quiver Master,Quiver Master
PROPSKILL_TXT_150055,Swift Hands,Swift Hands
PROPSKILL_TXT_150056,Your action speed increases when using non-magical skills.,Your action speed increases when using non-magical skills.
PROPSKILL_TXT_150057,Eagle Eye,Eagle Eye
PROPSKILL_TXT_150058,Call upon your inherent eagle to increase bow range.,Call upon your inherent eagle to increase bow range.
PROPSKILL_TXT_150059,Arcane Enchantment,Arcane Enchantment
PROPSKILL_TXT_150060,Provide Elemental status to the skills..,Provide Elemental status to the skills..
PROPSKILL_TXT_150061,Increased Element,Increased Element
PROPSKILL_TXT_150062,Decreased Element,Decreased Element
PROPSKILL_TXT_150063,Elemental Debuff,Elemental Debuff
PROPSKILL_TXT_150064,Laughter of La Croix,Laughter of La Croix
PROPSKILL_TXT_150065,You can ignore one instance of disable or weaken debuffs,You can ignore one instance of disable or weaken debuffs
PROPSKILL_TXT_150066,Successfull Debuff,Successfull Debuff
PROPSKILL_TXT_150067,Additional Shield,Additional Shield
PROPSKILL_TXT_150069,Chimera's Curse,奇美拉的诅咒
PROPSKILL_TXT_150070,"Use Chimera's spirit to curse your target, dealing damage and mutating them into an Aibatt. While mutated, they cannot attack. When fully charged, this skill has a 30% higher chance of success.",以奇美拉之灵诅咒目标，对其造成伤害并将其变异为独眼蝙蝠。变异期间目标无法攻击。该技能在完全蓄力后，成功概率将提升30%。
PROPSKILL_TXT_150071,Full charge duration increase,Full charge duration increase
PROPSKILL_TXT_150072,Full charge debuff increase,Full charge debuff increase
PROPSKILL_TXT_150073,Malefic Detonation,灾厄迸发
PROPSKILL_TXT_150074,"Track the number of Disable type debuffs you apply, multiplying the bonuses given.",根据你施加的控制类减益效果数量，以此倍增其效果。
PROPSKILL_TXT_150075,Weaken at full charge,Weaken at full charge
PROPSKILL_TXT_150076,Cooldown reduction,Cooldown reduction
PROPSKILL_TXT_150077,Shield,护盾
PROPSKILL_TXT_150078,Hexe's Lament,怨缚悲鸣
PROPSKILL_TXT_150079,"Deal damage in a region around your target, with a chance to Jinx enemies hit, removing their ability to critically hit. When fully charged, the skill duration is increased, and hits more frequently.",对目标周围区域造成伤害，并有概率使被命中的敌人陷入诅咒状态，剥夺其发动暴击的能力。技能完全蓄力后，持续时间将延长，且攻击频率提高。
PROPSKILL_TXT_150080,Aoe Range,Aoe Range
PROPSKILL_TXT_150081,Debuff increase,Debuff increase
PROPSKILL_TXT_150082,Damage increase,Damage increase
PROPSKILL_TXT_150083,Damnation Surge,咒术奔涌
PROPSKILL_TXT_150084,"Track the number of Weaken type debuffs you apply, multiplying the bonuses given.",根据你施加的虚弱类减益效果数量，以此倍增其效果。
PROPSKILL_TXT_150085,Sleep at full charge,Sleep at full charge
PROPSKILL_TXT_150087,Shield,护盾
PROPSKILL_TXT_150088,Enhanced Blinkpool,Enhanced Blinkpool
PROPSKILL_TXT_150089,Movement speed is temporarily increased after using Blinkpool.,Movement speed is temporarily increased after using Blinkpool.
PROPSKILL_TXT_150090,Additional damage disable,Additional damage disable
PROPSKILL_TXT_150091,Additional damage weaken,Additional damage weaken
PROPSKILL_TXT_150092,Debuff Damage Reduction,Debuff Damage Reduction
PROPSKILL_TXT_150093,Shield Crush,Shield Crush
PROPSKILL_TXT_150094,Swing your shield to stun enemies with a certain chance.,Swing your shield to stun enemies with a certain chance.
PROPSKILL_TXT_150095,Increased Range,Increased Range
PROPSKILL_TXT_150096,Quick Stun,Quick Stun
PROPSKILL_TXT_150097,Forceful Attack,Forceful Attack
PROPSKILL_TXT_150098,Maelstrom Strike,Maelstrom Strike
PROPSKILL_TXT_150099,"A spinning attack that releases a gust of wind, hitting nearby enemies twice with a chance to stun.","A spinning attack that releases a gust of wind, hitting nearby enemies twice with a chance to stun."
PROPSKILL_TXT_150100,Enhance Stun,Enhance Stun
PROPSKILL_TXT_150101,Quick Stun,Quick Stun
PROPSKILL_TXT_150103,Templar's Call,Templar's Call
PROPSKILL_TXT_150104,Pull your target towards yourself.,Pull your target towards yourself.
PROPSKILL_TXT_150105,Ankle Slice,Ankle Slice
PROPSKILL_TXT_150106,Strong Embrace,Strong Embrace
PROPSKILL_TXT_150107,Multi-capture,Multi-capture
PROPSKILL_TXT_150108,Rush Attack,Rush Attack
PROPSKILL_TXT_150109,Quickly charge at your target to attack.,Quickly charge at your target to attack.
PROPSKILL_TXT_150110,Deep Impact,Deep Impact
PROPSKILL_TXT_150111,Ankle Strike,Ankle Strike
PROPSKILL_TXT_150112,Shield,盾
PROPSKILL_TXT_150113,Sky Splitter,Sky Splitter
PROPSKILL_TXT_150114,"Split the skies using your two handed weapon, dealing damage to your target. Requires a two handed weapon.","Split the skies using your two handed weapon, dealing damage to your target. Requires a two handed weapon."
PROPSKILL_TXT_150116,Defensive Stance,Defensive Stance
PROPSKILL_TXT_150117,Reduce Cooldown,Reduce Cooldown
PROPSKILL_TXT_150118,Strong Impact,Strong Impact
PROPSKILL_TXT_150119,Last One Standing,Last One Standing
PROPSKILL_TXT_150120,Reflects damage while draining HP per second and immobilizing yourself. Can be re-cast to cancel.,Reflects damage while draining HP per second and immobilizing yourself. Can be re-cast to cancel.
PROPSKILL_TXT_150121,Slow Pace,Slow Pace
PROPSKILL_TXT_150122,Reduce HP Penalty,Reduce HP Penalty
PROPSKILL_TXT_150123,Damage Reduction,Damage Reduction
PROPSKILL_TXT_150124,Increased HP Recovery,Increased HP Recovery
PROPSKILL_TXT_150125,Gain additional HP recovery when restoring it with items or skills.,Gain additional HP recovery when restoring it with items or skills.
PROPSKILL_TXT_150126,Undying,不死
PROPSKILL_TXT_150127,"Gain stacks of Undying, protecting you from going below 1 HP. If a stack is consumed, HP, FP, and MP are all reduced to 1. Once all stacks are consumed, you are no longer protected.","Gain stacks of Undying, protecting you from going below 1 HP. If a stack is consumed, HP, FP, and MP are all reduced to 1. Once all stacks are consumed, you are no longer protected."
PROPSKILL_TXT_150128,Enhanced HP Recovery,Enhanced HP Recovery
PROPSKILL_TXT_150129,Improve the effectiveness of healing received when low on health.,Improve the effectiveness of healing received when low on health.
PROPSKILL_TXT_150130,Increased HP Regeneration,Increased HP Regeneration
PROPSKILL_TXT_150131,Increases the amount of natural HP recovery.,Increases the amount of natural HP recovery.
PROPSKILL_TXT_150132,One-handed Mastery,One-handed Mastery
PROPSKILL_TXT_150133,Increase your damage when using one-handed weapons.,Increase your damage when using one-handed weapons.
PROPSKILL_TXT_150134,Two-handed Mastery,Two-handed Mastery
PROPSKILL_TXT_150135,Increase your damage when using two-handed weapons.,Increase your damage when using two-handed weapons.
PROPSKILL_TXT_150136,Shield Mastery,Shield Mastery
PROPSKILL_TXT_150137,Increases defense when wearing a shield.,Increases defense when wearing a shield.
PROPSKILL_TXT_150138,Enhanced Physical Defense,Enhanced Physical Defense
PROPSKILL_TXT_150139,Increases defense when HP is low.,Increases defense when HP is low.
PROPSKILL_TXT_150140,Enhanced Magical Defense,Enhanced Magical Defense
PROPSKILL_TXT_150141,Increases magic defense when HP is low.,Increases magic defense when HP is low.
PROPSKILL_TXT_140000,Asylum HP Low Bless,Asylum HP Low Bless
PROPSKILL_TXT_140001,"The Asylum bestows a 5% hp boost, filling you with eerie strength.","The Asylum bestows a 5% hp boost, filling you with eerie strength."
PROPSKILL_TXT_140002,Asylum HP High Bless,Asylum HP High Bless
